,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2014-09-30,3219000000.0,244000000.0,2975000000.0,2096000000.0,879000000.0,548000000.0,0.7000000000000001,782000000.0,14808000000.0,69966000000.0,3503000000.0,73469000000.0,0.0,47032000000.0,16496000000.0,16496000000.0,63528000000.0,9941000000.0,33000000.0,1295000000.0,0.0,-2896000000.0,0.0,9627000000.0,24.55
2014-12-31,3422000000.0,282000000.0,3140000000.0,2287000000.0,853000000.0,531000000.0,0.64,757400000.0,11828000000.0,70210000000.0,5497000000.0,75707000000.0,0.0,37769000000.0,27460000000.0,27460000000.0,65229000000.0,10478000000.0,35000000.0,1046000000.0,0.0,-6157000000.0,0.0,2131000000.0,29.75
2015-03-31,3251000000.0,275000000.0,2976000000.0,2093000000.0,883000000.0,552000000.0,0.66,834000000.0,11218000000.0,66570000000.0,6151000000.0,72721000000.0,0.0,37625000000.0,24060000000.0,24060000000.0,61685000000.0,11036000000.0,37000000.0,1665000000.0,0.0,1350000000.0,0.0,-3625000000.0,30.35
2015-06-30,3297000000.0,270000000.0,3027000000.0,2166000000.0,861000000.0,541000000.0,0.65,834000000.0,10621000000.0,68750000000.0,7000000000.0,75750000000.0,0.0,40480000000.0,23692000000.0,23692000000.0,64172000000.0,11578000000.0,44000000.0,1313000000.0,0.0,-4341000000.0,0.0,2431000000.0,32.93
2015-09-30,3476000000.0,289000000.0,3187000000.0,2268000000.0,919000000.0,574000000.0,0.6900000000000001,834000000.0,12271000000.0,72420000000.0,7022000000.0,79442000000.0,0.0,43403000000.0,23881000000.0,23881000000.0,67284000000.0,12158000000.0,46000000.0,1317000000.0,0.0,-2619000000.0,0.0,2952000000.0,31.3
2015-12-31,3596000000.0,301000000.0,3295000000.0,2427000000.0,868000000.0,547000000.0,0.66,833800000.0,12325000000.0,77118000000.0,6872000000.0,83990000000.0,0.0,47107000000.0,24279000000.0,24279000000.0,71386000000.0,12604000000.0,47000000.0,1889000000.0,0.0,-5193000000.0,0.0,3358000000.0,30.41
2016-03-31,3612000000.0,311000000.0,3301000000.0,2373000000.0,928000000.0,582000000.0,0.7000000000000001,833800000.0,12500000000.0,74729000000.0,6927000000.0,81656000000.0,0.0,47976000000.0,20476000000.0,20476000000.0,68452000000.0,13204000000.0,54000000.0,1500000000.0,0.0,1201000000.0,0.0,-2526000000.0,28.66
2016-06-30,3598000000.0,303000000.0,3295000000.0,2524000000.0,771000000.0,489000000.0,0.59,833900000.0,11787000000.0,76175000000.0,6209000000.0,82384000000.0,0.0,49374000000.0,19295000000.0,19295000000.0,68669000000.0,13715000000.0,54000000.0,1472000000.0,0.0,-2436000000.0,0.0,251000000.0,25.28
2016-09-30,3880000000.0,315000000.0,3565000000.0,2602000000.0,963000000.0,604000000.0,0.73,828400000.0,13588000000.0,80117000000.0,7042000000.0,87159000000.0,0.0,53011000000.0,20167000000.0,20167000000.0,73178000000.0,13981000000.0,56000000.0,1815000000.0,0.0,-3916000000.0,-107000000.0,3902000000.0,28.0
2016-12-31,4032000000.0,319000000.0,3713000000.0,2805000000.0,908000000.0,576000000.0,0.7000000000000001,829200000.0,9321000000.0,81314000000.0,8893000000.0,90207000000.0,0.0,55864000000.0,20147000000.0,20147000000.0,76011000000.0,14196000000.0,55000000.0,1724000000.0,0.0,-8213000000.0,-107000000.0,2178000000.0,36.27
2017-03-31,4006000000.0,326000000.0,3680000000.0,2898000000.0,782000000.0,499000000.0,0.61,813100000.0,11392000000.0,80066000000.0,8984000000.0,89050000000.0,0.0,54493000000.0,20194000000.0,20194000000.0,74687000000.0,14363000000.0,59000000.0,1480000000.0,0.0,1380000000.0,-105000000.0,-829000000.0,34.3
2017-06-30,4027000000.0,333000000.0,3694000000.0,2906000000.0,788000000.0,496000000.0,0.62,804000000.0,12020000000.0,82477000000.0,8663000000.0,91140000000.0,0.0,56099000000.0,20709000000.0,20709000000.0,76808000000.0,14332000000.0,59000000.0,1724000000.0,0.0,-1820000000.0,-105000000.0,1284000000.0,29.82
2017-09-30,4309000000.0,357000000.0,3952000000.0,3073000000.0,879000000.0,555000000.0,0.7000000000000001,787300000.0,13915000000.0,85482000000.0,7066000000.0,92548000000.0,0.0,58247000000.0,19899000000.0,19899000000.0,78146000000.0,14402000000.0,69000000.0,2902000000.0,0.0,-1982000000.0,-118000000.0,281000000.0,31.05
2017-12-31,4353000000.0,375000000.0,3978000000.0,3103000000.0,875000000.0,385000000.0,0.49,795600000.0,11602000000.0,87975000000.0,7833000000.0,95808000000.0,0.0,60775000000.0,20799000000.0,20799000000.0,81574000000.0,14234000000.0,67000000.0,2469000000.0,0.0,-7120000000.0,-118000000.0,2380000000.0,38.61
2018-03-31,4319000000.0,402000000.0,3917000000.0,3070000000.0,847000000.0,640000000.0,0.84,763700000.0,13044000000.0,85159000000.0,10400000000.0,95559000000.0,0.0,60188000000.0,21015000000.0,21015000000.0,81203000000.0,14356000000.0,71000000.0,1915000000.0,0.0,755000000.0,-114000000.0,-313000000.0,33.53
2018-06-30,4237000000.0,437000000.0,3800000000.0,2908000000.0,892000000.0,696000000.0,0.93,752200000.0,15675000000.0,88695000000.0,10427000000.0,99122000000.0,0.0,84664000000.0,0.0,0.0,84664000000.0,14458000000.0,73000000.0,2166000000.0,0.0,-3029000000.0,-113000000.0,2579000000.0,33.38
2018-09-30,4757000000.0,488000000.0,4269000000.0,3376000000.0,893000000.0,671000000.0,0.91,734900000.0,12068000000.0,93366000000.0,11179000000.0,104545000000.0,0.0,66808000000.0,23741000000.0,23741000000.0,90549000000.0,13996000000.0,78000000.0,2685000000.0,0.0,-10477000000.0,-156000000.0,4173000000.0,31.08
2018-12-31,4940000000.0,543000000.0,4397000000.0,3385000000.0,1012000000.0,783000000.0,1.09,742300000.0,9396000000.0,96108000000.0,10684000000.0,106792000000.0,0.0,68118000000.0,23996000000.0,23996000000.0,92114000000.0,14678000000.0,80000000.0,2576000000.0,0.0,-6285000000.0,-151000000.0,1814000000.0,23.46
2019-03-31,4878000000.0,560000000.0,4318000000.0,2856000000.0,1462000000.0,1107000000.0,1.57,706300000.0,12963000000.0,95478000000.0,9906000000.0,105384000000.0,0.0,68784000000.0,21891000000.0,21891000000.0,90675000000.0,14709000000.0,87000000.0,2289000000.0,0.0,3810000000.0,-150000000.0,-3182000000.0,31.9
2019-06-30,4828000000.0,583000000.0,4245000000.0,3116000000.0,1129000000.0,853000000.0,1.25,683600000.0,11755000000.0,95838000000.0,10550000000.0,106388000000.0,0.0,70410000000.0,21244000000.0,21244000000.0,91654000000.0,14734000000.0,92000000.0,1966000000.0,0.0,-3182000000.0,-145000000.0,68000000.0,34.67
2019-09-30,5066000000.0,592000000.0,4474000000.0,3099000000.0,1375000000.0,1056000000.0,1.6,658300000.0,11461000000.0,97243000000.0,8700000000.0,105943000000.0,0.0,70460000000.0,20363000000.0,20363000000.0,90823000000.0,15120000000.0,94000000.0,2399000000.0,0.0,-1570000000.0,-145000000.0,-1253000000.0,34.09
2019-12-31,4689000000.0,556000000.0,4133000000.0,3212000000.0,921000000.0,731000000.0,1.15,670200000.0,12147000000.0,94485000000.0,10341000000.0,104826000000.0,4208000000.0,69872000000.0,19866000000.0,19866000000.0,89738000000.0,15088000000.0,94000000.0,2336000000.0,0.0,681000000.0,-141000000.0,-2091000000.0,36.01
2020-03-31,4504000000.0,517000000.0,3987000000.0,3605000000.0,382000000.0,275000000.0,0.45,604900000.0,13704000000.0,87003000000.0,11035000000.0,98038000000.0,1185000000.0,68820000000.0,17248000000.0,17248000000.0,86068000000.0,11970000000.0,96000000.0,1537000000.0,0.0,3887000000.0,-135000000.0,-4287000000.0,16.09
2020-06-30,3925000000.0,434000000.0,3491000000.0,3432000000.0,59000000.0,37000000.0,0.06,583700000.0,16344000000.0,84859000000.0,11685000000.0,96544000000.0,301000000.0,68576000000.0,16069000000.0,16069000000.0,84645000000.0,11899000000.0,97000000.0,2381000000.0,0.0,2045000000.0,-128000000.0,-1796000000.0,22.16
2020-09-30,3968000000.0,380000000.0,3588000000.0,3176000000.0,412000000.0,303000000.0,0.52,583800000.0,13552000000.0,81931000000.0,13727000000.0,95658000000.0,0.0,67788000000.0,15771000000.0,15771000000.0,83559000000.0,12099000000.0,97000000.0,1483000000.0,0.0,-3171000000.0,-129000000.0,-1100000000.0,26.17
2020-12-31,4075000000.0,334000000.0,3741000000.0,2797000000.0,944000000.0,728000000.0,1.25,589000000.0,11524000000.0,83131000000.0,12817000000.0,95948000000.0,4825000000.0,67472000000.0,15775000000.0,15775000000.0,83247000000.0,12701000000.0,93000000.0,2086000000.0,0.0,-3259000000.0,-128000000.0,-848000000.0,34.71
2021-03-31,3873000000.0,303000000.0,3570000000.0,2255000000.0,1315000000.0,1014000000.0,1.74,583300000.0,16620000000.0,83600000000.0,12254000000.0,95854000000.0,3957000000.0,67255000000.0,15160000000.0,15160000000.0,82415000000.0,13439000000.0,95000000.0,1839000000.0,0.0,4637000000.0,-128000000.0,-979000000.0,40.66
2021-06-30,3667000000.0,266000000.0,3401000000.0,1760000000.0,1641000000.0,1232000000.0,2.13,577200000.0,11117000000.0,80468000000.0,11549000000.0,92017000000.0,1600000000.0,64363000000.0,13457000000.0,13457000000.0,77820000000.0,14197000000.0,97000000.0,1441000000.0,0.0,-1853000000.0,-128000000.0,-5148000000.0,48.52
2021-09-30,3992000000.0,240000000.0,3752000000.0,2252000000.0,1500000000.0,1130000000.0,2.02,560600000.0,9806000000.0,81028000000.0,10909000000.0,91937000000.0,0.0,65241000000.0,12760000000.0,12760000000.0,78001000000.0,13936000000.0,93000000.0,1815000000.0,0.0,-1834000000.0,-124000000.0,-1623000000.0,48.88
2021-12-31,4220000000.0,223000000.0,3997000000.0,2950000000.0,1047000000.0,803000000.0,1.49,564600000.0,8337000000.0,84750000000.0,10998000000.0,95748000000.0,500000000.0,67586000000.0,14507000000.0,14507000000.0,82093000000.0,13655000000.0,105000000.0,2004000000.0,0.0,-5764000000.0,-120000000.0,2546000000.0,46.39
2022-03-31,4130000000.0,233000000.0,3897000000.0,2664000000.0,1233000000.0,922000000.0,1.79,515300000.0,10541000000.0,84852000000.0,10415000000.0,95267000000.0,3858000000.0,68489000000.0,13360000000.0,13360000000.0,81849000000.0,13418000000.0,107000000.0,1396000000.0,0.0,1818000000.0,-114000000.0,-976000000.0,34.81
2022-06-30,4272000000.0,272000000.0,4000000000.0,2934000000.0,1066000000.0,793000000.0,1.6099999999999999,493000000.0,10682000000.0,84548000000.0,10652000000.0,95200000000.0,884000000.0,69650000000.0,12157000000.0,12157000000.0,81807000000.0,13393000000.0,106000000.0,1817000000.0,0.0,-1052000000.0,-108000000.0,-899000000.0,27.62
2022-09-30,4386000000.0,414000000.0,3972000000.0,3050000000.0,922000000.0,692000000.0,1.48,468500000.0,11962000000.0,88872000000.0,11894000000.0,100766000000.0,883000000.0,73433000000.0,14321000000.0,14321000000.0,87754000000.0,13012000000.0,105000000.0,1634000000.0,0.0,-4142000000.0,-109000000.0,4779000000.0,28.19
2022-12-31,4738000000.0,602000000.0,4136000000.0,3395000000.0,741000000.0,567000000.0,0.0,445800000.0,10294000000.0,93237000000.0,11327000000.0,104564000000.0,0.0,77500000000.0,14191000000.0,14191000000.0,91691000000.0,12873000000.0,0.0,0.0,0.0,0.0,331000000.0,0.0,32.86
