,Revenue,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2018-03-31,2292000000.0,2292000000.0,1377000000.0,259000000.0,215000000.0,1.62,451000000.0,259000000.0,133000000.0,954000000.0,2600000000.0,3554000000.0,30658000000.0,34212000000.0,85000000.0,1324000000.0,4507000000.0,22086000000.0,23410000000.0,10802000000.0,192000000.0,18000000.0,-78000000.0,-79000000.0,-68000000.0,-24000000.0,152.19
2018-06-30,1990000000.0,1990000000.0,1275000000.0,63000000.0,58000000.0,0.44,256000000.0,63000000.0,132000000.0,911000000.0,2394000000.0,3305000000.0,30908000000.0,34213000000.0,85000000.0,1442000000.0,4589000000.0,22424000000.0,23866000000.0,10347000000.0,193000000.0,377000000.0,-88000000.0,-74000000.0,-81000000.0,-311000000.0,151.6
2018-09-30,1859000000.0,1859000000.0,1238000000.0,17000000.0,44000000.0,0.34,198000000.0,17000000.0,131000000.0,931000000.0,2132000000.0,3063000000.0,29978000000.0,33041000000.0,186000000.0,1651000000.0,4498000000.0,21227000000.0,22878000000.0,10163000000.0,181000000.0,321000000.0,-84000000.0,-87000000.0,-79000000.0,-207000000.0,140.94
2018-12-31,2372000000.0,2372000000.0,1233000000.0,470000000.0,378000000.0,2.91,651000000.0,470000000.0,131000000.0,1033000000.0,2379000000.0,3412000000.0,28973000000.0,32385000000.0,186000000.0,1833000000.0,4389000000.0,20581000000.0,22414000000.0,9971000000.0,181000000.0,572000000.0,-72000000.0,-101000000.0,-78000000.0,-361000000.0,151.86
2019-03-31,2312000000.0,2312000000.0,1348000000.0,359000000.0,287000000.0,2.21,540000000.0,359000000.0,130000000.0,992000000.0,2490000000.0,3482000000.0,31465000000.0,35893000000.0,187000000.0,1427000000.0,4518000000.0,23133000000.0,25679000000.0,10214000000.0,181000000.0,-47000000.0,-74000000.0,-75000000.0,-77000000.0,82000000.0,175.65
2019-06-30,2048000000.0,2048000000.0,1278000000.0,176000000.0,138000000.0,1.06,358000000.0,176000000.0,130000000.0,812000000.0,2461000000.0,3273000000.0,30963000000.0,35166000000.0,187000000.0,1631000000.0,4284000000.0,22236000000.0,24962000000.0,10204000000.0,182000000.0,350000000.0,-80000000.0,-73000000.0,-84000000.0,-456000000.0,191.54
2019-09-30,1989000000.0,1989000000.0,1283000000.0,107000000.0,75000000.0,0.58,283000000.0,107000000.0,130000000.0,867000000.0,2167000000.0,3034000000.0,31710000000.0,35703000000.0,484000000.0,2005000000.0,5381000000.0,22589000000.0,25702000000.0,10001000000.0,176000000.0,317000000.0,-64000000.0,-1383000000.0,-84000000.0,1148000000.0,192.97
2019-12-31,2021000000.0,2021000000.0,1020000000.0,412000000.0,544000000.0,4.2,602000000.0,412000000.0,130000000.0,887000000.0,2621000000.0,3508000000.0,30950000000.0,35426000000.0,316000000.0,2100000000.0,5301000000.0,21829000000.0,25057000000.0,10369000000.0,190000000.0,461000000.0,-87000000.0,-83000000.0,-84000000.0,-319000000.0,201.94
2020-03-31,2466000000.0,2466000000.0,1394000000.0,360000000.0,305000000.0,2.36,579000000.0,360000000.0,130000000.0,898000000.0,2594000000.0,3492000000.0,33329000000.0,37727000000.0,697000000.0,2026000000.0,5177000000.0,24247000000.0,27338000000.0,10389000000.0,219000000.0,23000000.0,-81000000.0,-162000000.0,-84000000.0,186000000.0,169.85
2020-06-30,2113000000.0,2113000000.0,1363000000.0,163000000.0,94000000.0,0.73,349000000.0,163000000.0,129000000.0,1087000000.0,2430000000.0,3517000000.0,33699000000.0,38110000000.0,525000000.0,2029000000.0,5068000000.0,24575000000.0,27654000000.0,10456000000.0,186000000.0,662000000.0,-87000000.0,-87000000.0,-87000000.0,-401000000.0,196.95
2020-09-30,1897000000.0,1897000000.0,1238000000.0,66000000.0,121000000.0,0.93,247000000.0,66000000.0,130000000.0,1647000000.0,2223000000.0,3870000000.0,33273000000.0,38037000000.0,973000000.0,2706000000.0,4641000000.0,23653000000.0,27417000000.0,10620000000.0,181000000.0,521000000.0,-64000000.0,141000000.0,-88000000.0,-119000000.0,208.82
2020-12-31,2139000000.0,2139000000.0,1162000000.0,270000000.0,476000000.0,3.67,454000000.0,270000000.0,130000000.0,2039000000.0,2408000000.0,4447000000.0,33183000000.0,38531000000.0,971000000.0,3069000000.0,4664000000.0,23461000000.0,27599000000.0,10932000000.0,184000000.0,568000000.0,-54000000.0,-52000000.0,-87000000.0,712000000.0,210.68
2021-03-31,2228000000.0,2228000000.0,1419000000.0,211000000.0,733000000.0,5.64,385000000.0,211000000.0,130000000.0,1960000000.0,2569000000.0,4529000000.0,33262000000.0,38632000000.0,471000000.0,1997000000.0,4632000000.0,24057000000.0,27058000000.0,11574000000.0,174000000.0,-128000000.0,-51000000.0,429000000.0,-92000000.0,-832000000.0,228.88
2021-06-30,2091000000.0,2091000000.0,1317000000.0,170000000.0,184000000.0,1.42,340000000.0,170000000.0,130000000.0,2217000000.0,2507000000.0,4724000000.0,32713000000.0,38267000000.0,1110000000.0,2892000000.0,3995000000.0,22670000000.0,26552000000.0,11715000000.0,170000000.0,494000000.0,-55000000.0,-55000000.0,-177000000.0,-235000000.0,230.02
2021-09-30,1973000000.0,1973000000.0,1255000000.0,1131000000.0,903000000.0,7.01,1285000000.0,1131000000.0,129000000.0,2162000000.0,2065000000.0,4227000000.0,32260000000.0,37282000000.0,644000000.0,2473000000.0,3993000000.0,22426000000.0,25849000000.0,11433000000.0,154000000.0,1511000000.0,-43000000.0,-13000000.0,-6000000.0,-1189000000.0,232.46
2021-12-31,2706000000.0,2706000000.0,1262000000.0,690000000.0,2402000000.0,19.23,842000000.0,690000000.0,128000000.0,4486000000.0,2370000000.0,6856000000.0,27394000000.0,34970000000.0,613000000.0,2539000000.0,3974000000.0,18239000000.0,21662000000.0,13308000000.0,152000000.0,184000000.0,-52000000.0,2209000000.0,-99000000.0,-858000000.0,237.49
2022-03-31,2160000000.0,2160000000.0,1318000000.0,179000000.0,122000000.0,1.03,330000000.0,179000000.0,118000000.0,2198000000.0,2186000000.0,4384000000.0,27756000000.0,32841000000.0,599000000.0,1997000000.0,3975000000.0,18912000000.0,21766000000.0,11075000000.0,151000000.0,21000000.0,-46000000.0,74000000.0,-98000000.0,-2580000000.0,236.22
2022-06-30,2031000000.0,2031000000.0,1259000000.0,137000000.0,109000000.0,0.97,285000000.0,137000000.0,112000000.0,1920000000.0,2025000000.0,3945000000.0,27943000000.0,32509000000.0,137000000.0,1534000000.0,4720000000.0,19776000000.0,22092000000.0,10417000000.0,148000000.0,237000000.0,-47000000.0,-55000000.0,-91000000.0,-110000000.0,197.39
2022-09-30,1953000000.0,1953000000.0,1225000000.0,154000000.0,190000000.0,1.72,285000000.0,154000000.0,110000000.0,1496000000.0,1884000000.0,3380000000.0,27027000000.0,30991000000.0,250000000.0,1890000000.0,4470000000.0,18454000000.0,21078000000.0,9913000000.0,131000000.0,179000000.0,-57000000.0,-77000000.0,-91000000.0,-419000000.0,200.94
