,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,157149000.0,47073000.0,110076000.0,7057000.0,62502000.0,34453000.0,0.53,103126000.0,62502000.0,64692000.0,31274000.0,164121000.0,3741811000.0,3905932000.0,0.0,126715000.0,2195895000.0,2445687000.0,2572402000.0,1333530000.0,40624000.0,67693000.0,-42827000.0,-45675000.0,-46884000.0,-27732000.0,108.04
2013-06-30,157388000.0,45841000.0,111547000.0,8302000.0,63488000.0,37404000.0,0.5700000000000001,103341000.0,63488000.0,65149000.0,108366000.0,247963000.0,3837240000.0,4085203000.0,0.0,138932000.0,2309978000.0,2562484000.0,2701416000.0,1383787000.0,39853000.0,79003000.0,-70477000.0,-112503000.0,-47312000.0,110592000.0,103.68
2013-09-30,159030000.0,47445000.0,111585000.0,7543000.0,64701000.0,61962000.0,0.9400000000000001,104109000.0,64701000.0,65504000.0,127831000.0,270313000.0,3889163000.0,4159476000.0,0.0,160634000.0,2306198000.0,2567732000.0,2728366000.0,1431110000.0,39408000.0,80032000.0,-75547000.0,-43309000.0,-47653000.0,-17258000.0,101.45
2013-12-31,163846000.0,50095000.0,113751000.0,9068000.0,63470000.0,27432000.0,0.43,104684000.0,63470000.0,65331000.0,88927000.0,228920000.0,3990374000.0,4219294000.0,0.0,156270000.0,2321862000.0,2591727000.0,2747997000.0,1471297000.0,41214000.0,87770000.0,-101291000.0,-143711000.0,-51167000.0,17037000.0,101.41
2014-03-31,170828000.0,55830000.0,114998000.0,7704000.0,63444000.0,38618000.0,0.58,107294000.0,63444000.0,66615000.0,75699000.0,223755000.0,4181892000.0,4405647000.0,0.0,157357000.0,2391937000.0,2674022000.0,2831379000.0,1574268000.0,43850000.0,79162000.0,-83931000.0,-88040000.0,-51714000.0,-4350000.0,114.72
2014-06-30,167947000.0,50569000.0,117378000.0,8124000.0,68361000.0,43410000.0,0.64,109254000.0,68361000.0,67110000.0,41312000.0,193985000.0,4237500000.0,4431485000.0,0.0,168615000.0,2357751000.0,2644814000.0,2813429000.0,1618056000.0,40893000.0,92907000.0,-91081000.0,-102082000.0,-52142000.0,-25212000.0,120.92
2014-09-30,170938000.0,52282000.0,118656000.0,8374000.0,67622000.0,46939000.0,0.6900000000000001,110282000.0,67622000.0,67559000.0,23917000.0,179854000.0,4299544000.0,4479398000.0,0.0,160205000.0,2364936000.0,2657594000.0,2817799000.0,1661599000.0,42660000.0,69777000.0,-95149000.0,-90802000.0,-52456000.0,3630000.0,118.46
2014-12-31,176377000.0,53242000.0,123135000.0,8114000.0,71610000.0,34024000.0,0.51,115021000.0,71610000.0,67322000.0,47951000.0,192230000.0,4354640000.0,4546870000.0,0.0,145685000.0,2409677000.0,2708629000.0,2854314000.0,1692556000.0,43411000.0,104284000.0,-90797000.0,-115226000.0,-58904000.0,34976000.0,133.46
2015-03-31,184792000.0,61833000.0,122959000.0,8853000.0,72122000.0,46051000.0,0.67,114106000.0,72122000.0,68368000.0,171437000.0,323329000.0,4457421000.0,4780750000.0,0.0,149379000.0,2636733000.0,2939445000.0,3088824000.0,1691926000.0,41984000.0,81986000.0,-65364000.0,-94945000.0,-59330000.0,136445000.0,147.21
2015-06-30,181461000.0,53290000.0,128171000.0,9299000.0,76201000.0,43497000.0,0.63,118872000.0,76201000.0,68531000.0,22175000.0,179070000.0,4554768000.0,4733838000.0,0.0,137944000.0,2539505000.0,2854328000.0,2992272000.0,1741566000.0,42671000.0,91662000.0,-80297000.0,-121406000.0,-59391000.0,-119518000.0,128.09
2015-09-30,185252000.0,56243000.0,129009000.0,9374000.0,75917000.0,52311000.0,0.75,119635000.0,75917000.0,69006000.0,12864000.0,166381000.0,4617422000.0,4783803000.0,0.0,154763000.0,2532825000.0,2851465000.0,3006228000.0,1777575000.0,43718000.0,87502000.0,-59320000.0,-70128000.0,-59692000.0,-26685000.0,136.45
2015-12-31,192507000.0,62051000.0,130456000.0,8119000.0,75914000.0,67022000.0,0.98,122337000.0,75914000.0,68797000.0,21046000.0,173066000.0,4723493000.0,4896559000.0,0.0,146532000.0,2627216000.0,2968096000.0,3114628000.0,1781931000.0,46423000.0,107896000.0,-77552000.0,-67284000.0,-64901000.0,-32430000.0,146.1
2016-03-31,198344000.0,65613000.0,132731000.0,8010000.0,76922000.0,76820000.0,1.1,124721000.0,76922000.0,69771000.0,19716000.0,175083000.0,4950374000.0,5125457000.0,0.0,165407000.0,2659322000.0,2991109000.0,3156516000.0,1968941000.0,47799000.0,104879000.0,-67931000.0,-201687000.0,-64884000.0,95478000.0,156.05
2016-06-30,197981000.0,60375000.0,137606000.0,9036000.0,80135000.0,55806000.0,0.79,128570000.0,80135000.0,70797000.0,18622000.0,174671000.0,5013797000.0,5188468000.0,0.0,171982000.0,2664953000.0,2993500000.0,3165482000.0,2022986000.0,48435000.0,98728000.0,-97754000.0,-99215000.0,-66192000.0,-607000.0,165.55
2016-09-30,201157000.0,63561000.0,137596000.0,8232000.0,80461000.0,58841000.0,0.8300000000000001,129364000.0,80461000.0,71319000.0,101281000.0,251320000.0,5146017000.0,5397337000.0,0.0,184007000.0,2809564000.0,3142115000.0,3326122000.0,2071215000.0,48903000.0,89801000.0,-138247000.0,-137515000.0,-66674000.0,130373000.0,153.93
2016-12-31,204109000.0,64063000.0,140046000.0,8121000.0,83477000.0,57902000.0,0.81,131925000.0,83477000.0,70877000.0,23368000.0,170021000.0,5253258000.0,5423279000.0,0.0,201756000.0,2798452000.0,3145688000.0,3347444000.0,2075835000.0,48448000.0,134264000.0,-133348000.0,-151804000.0,-69944000.0,-56406000.0,142.11
2017-03-31,207389000.0,66199000.0,141190000.0,8267000.0,81544000.0,56055000.0,0.78,132923000.0,81544000.0,71862000.0,20112000.0,165791000.0,5490409000.0,5656200000.0,0.0,191901000.0,3013369000.0,3387497000.0,3579398000.0,2076802000.0,51379000.0,123933000.0,-134828000.0,-279276000.0,-70117000.0,153954000.0,133.5
2017-06-30,208049000.0,63650000.0,144399000.0,8643000.0,83090000.0,76156000.0,1.05,135756000.0,83090000.0,72001000.0,96326000.0,295751000.0,5507752000.0,5803503000.0,0.0,190459000.0,3142988000.0,3526367000.0,3716826000.0,2086677000.0,52666000.0,114727000.0,-127992000.0,-107423000.0,-70330000.0,67154000.0,126.39
2017-09-30,217953000.0,68742000.0,149211000.0,9103000.0,84497000.0,106600000.0,1.47,140108000.0,84497000.0,72091000.0,22850000.0,254157000.0,5966980000.0,6221137000.0,0.0,206441000.0,3263462000.0,3680905000.0,3887346000.0,2333791000.0,55611000.0,100811000.0,1817000.0,-322701000.0,-70398000.0,147016000.0,124.21
2017-12-31,223957000.0,74138000.0,149819000.0,10268000.0,161079000.0,47703000.0,0.67,217473000.0,161079000.0,72117000.0,15188000.0,255494000.0,6020261000.0,6275755000.0,0.0,196332000.0,3284766000.0,3687909000.0,3884241000.0,2391514000.0,56394000.0,119357000.0,-257933000.0,-128522000.0,-72150000.0,1321000.0,132.81
2018-03-31,225405000.0,73221000.0,152184000.0,7929000.0,89461000.0,59237000.0,0.81,147571000.0,89461000.0,72905000.0,64407000.0,237984000.0,6055641000.0,6293625000.0,0.0,181361000.0,3335414000.0,3739154000.0,3920515000.0,2373110000.0,58110000.0,124180000.0,-37854000.0,-46178000.0,-74925000.0,-29502000.0,116.11
2018-06-30,224902000.0,68212000.0,156690000.0,8413000.0,93868000.0,61584000.0,0.84,152249000.0,93868000.0,72990000.0,56116000.0,236406000.0,6066297000.0,6302703000.0,0.0,178665000.0,3320484000.0,3736446000.0,3915111000.0,2387592000.0,58381000.0,138931000.0,-26528000.0,-32517000.0,-74678000.0,-71152000.0,126.55
2018-09-30,229753000.0,70995000.0,158758000.0,7638000.0,93467000.0,60548000.0,0.8200000000000001,154245000.0,93467000.0,73400000.0,41872000.0,223704000.0,6061960000.0,6285664000.0,0.0,184683000.0,3256634000.0,3667542000.0,3852225000.0,2433439000.0,60778000.0,101605000.0,-203799000.0,-33078000.0,-74708000.0,-82688000.0,126.47
2018-12-31,235376000.0,75442000.0,159934000.0,9620000.0,84840000.0,51566000.0,0.71,151816000.0,84840000.0,73274000.0,64087000.0,236753000.0,6052891000.0,6289644000.0,0.0,177922000.0,3229204000.0,3644392000.0,3822314000.0,2467330000.0,66976000.0,151972000.0,-100077000.0,-80474000.0,-76883000.0,-57967000.0,118.04
2019-03-31,232227000.0,71947000.0,160280000.0,9565000.0,91093000.0,58134000.0,0.78,150715000.0,91093000.0,74200000.0,43003000.0,211211000.0,5991388000.0,6351366000.0,0.0,156029000.0,3228630000.0,3618717000.0,3849803000.0,2501563000.0,59622000.0,104919000.0,-77441000.0,-104037000.0,-77296000.0,-27002000.0,137.85
2019-06-30,230465000.0,66604000.0,163861000.0,11422000.0,109579000.0,78891000.0,1.05,168636000.0,109579000.0,74713000.0,105903000.0,275202000.0,5960667000.0,6383741000.0,0.0,177078000.0,3229851000.0,3621481000.0,3873095000.0,2510646000.0,59057000.0,137368000.0,-92798000.0,-9331000.0,-77669000.0,-69980000.0,128.76
2019-09-30,233947000.0,83514000.0,150433000.0,11060000.0,94018000.0,63455000.0,0.84,153666000.0,94018000.0,74832000.0,162543000.0,336827000.0,6123744000.0,6607565000.0,0.0,221781000.0,3348976000.0,3738631000.0,4034444000.0,2573121000.0,59648000.0,102019000.0,-109883000.0,-113898000.0,-78020000.0,78526000.0,136.14
2019-12-31,239149000.0,76693000.0,162456000.0,10707000.0,176221000.0,144337000.0,1.92,237652000.0,176221000.0,74766000.0,127432000.0,310433000.0,6338383000.0,6794992000.0,67000000.0,255503000.0,3428656000.0,3829729000.0,4158860000.0,2636132000.0,61431000.0,117613000.0,-129788000.0,-89266000.0,-80664000.0,-81649000.0,128.73
2020-03-31,231557000.0,73376000.0,158181000.0,10251000.0,85742000.0,52753000.0,0.7000000000000001,147930000.0,85742000.0,75360000.0,994688000.0,1178263000.0,6435425000.0,7759914000.0,62000000.0,245968000.0,4426472000.0,4840256000.0,5160306000.0,2599608000.0,62188000.0,118749000.0,-139776000.0,-151832000.0,-80898000.0,898895000.0,74.61
2020-06-30,176227000.0,67016000.0,109211000.0,9814000.0,48295000.0,8496000.0,0.11,111079000.0,48295000.0,75394000.0,980039000.0,1178012000.0,6466666000.0,7789930000.0,64000000.0,244482000.0,4534028000.0,4940820000.0,5258829000.0,2531101000.0,62784000.0,62633000.0,-116717000.0,-105366000.0,-80976000.0,24544000.0,85.21
2020-09-30,208197000.0,72352000.0,135845000.0,9308000.0,3688000.0,-30299000.0,-0.41000000000000003,69319000.0,3688000.0,75404000.0,863279000.0,1068066000.0,6498953000.0,7711293000.0,62000000.0,276396000.0,4532901000.0,4943892000.0,5293209000.0,2418084000.0,65631000.0,87040000.0,-105627000.0,-116374000.0,-80979000.0,-83464000.0,73.44
