,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,1092000000.0,84000000.0,1008000000.0,721000000.0,275000000.0,199000000.0,0.22,920316000.0,4403000000.0,59402000000.0,29796000000.0,89198000000.0,0.0,68334000000.0,7785000000.0,10485000000.0,78819000000.0,10379000000.0,44000000.0,231000000.0,-4000000.0,-156000000.0,-52000000.0,-38000000.0,9.96
2013-06-30,1086000000.0,76000000.0,1010000000.0,724000000.0,276000000.0,198000000.0,0.22,913736000.0,4870000000.0,60361000000.0,30278000000.0,90639000000.0,0.0,71087000000.0,6666000000.0,9291000000.0,80378000000.0,10261000000.0,49000000.0,694000000.0,-22000000.0,-1449000000.0,-55000000.0,830000000.0,11.04
2013-09-30,1106000000.0,69000000.0,1037000000.0,729000000.0,296000000.0,266000000.0,0.29,901904000.0,5089000000.0,61264000000.0,29444000000.0,90708000000.0,0.0,71831000000.0,6154000000.0,8641000000.0,80472000000.0,10236000000.0,75000000.0,-57000000.0,-26000000.0,312000000.0,-55000000.0,-203000000.0,11.4
2013-12-31,1102000000.0,66000000.0,1036000000.0,732000000.0,294000000.0,224000000.0,0.25,906524000.0,6945000000.0,64180000000.0,28754000000.0,92934000000.0,0.0,72696000000.0,7650000000.0,9918000000.0,82614000000.0,10320000000.0,53000000.0,679000000.0,-40000000.0,-2899000000.0,-55000000.0,2089000000.0,13.42
2014-03-31,1065000000.0,67000000.0,998000000.0,658000000.0,340000000.0,236000000.0,0.27,884727000.0,4171000000.0,62187000000.0,28615000000.0,90802000000.0,0.0,70444000000.0,7712000000.0,9939000000.0,80383000000.0,10419000000.0,52000000.0,156000000.0,-10000000.0,1730000000.0,-55000000.0,-2094000000.0,14.24
2014-06-30,1094000000.0,66000000.0,1028000000.0,690000000.0,329000000.0,214000000.0,0.24,875298000.0,4670000000.0,62981000000.0,28817000000.0,91798000000.0,0.0,70933000000.0,8213000000.0,10344000000.0,81277000000.0,10521000000.0,57000000.0,107000000.0,-19000000.0,-648000000.0,-62000000.0,736000000.0,14.33
2014-09-30,1056000000.0,64000000.0,992000000.0,715000000.0,267000000.0,180000000.0,0.24,867350000.0,3958000000.0,63117000000.0,26667000000.0,89784000000.0,0.0,71722000000.0,7172000000.0,7559000000.0,79281000000.0,10503000000.0,76000000.0,202000000.0,-23000000.0,413000000.0,-61000000.0,-568000000.0,13.33
2014-12-31,1136000000.0,64000000.0,1072000000.0,716000000.0,336000000.0,248000000.0,0.29,871464000.0,5672000000.0,65945000000.0,27876000000.0,93821000000.0,0.0,74617000000.0,7875000000.0,8662000000.0,83279000000.0,10542000000.0,61000000.0,855000000.0,-44000000.0,-4311000000.0,-62000000.0,3458000000.0,13.9
2015-03-31,1073000000.0,65000000.0,1008000000.0,695000000.0,304000000.0,227000000.0,0.27,848580000.0,4673000000.0,66623000000.0,27581000000.0,94204000000.0,0.0,74055000000.0,8711000000.0,9536000000.0,83591000000.0,10613000000.0,50000000.0,-1102000000.0,-3000000.0,582000000.0,-61000000.0,373000000.0,14.16
2015-06-30,1140000000.0,68000000.0,1072000000.0,743000000.0,320000000.0,233000000.0,0.28,839454000.0,4589000000.0,66204000000.0,28400000000.0,94604000000.0,0.0,73178000000.0,10265000000.0,10825000000.0,84003000000.0,10601000000.0,66000000.0,1161000000.0,-14000000.0,-1417000000.0,-69000000.0,443000000.0,15.02
2015-09-30,1131000000.0,70000000.0,1061000000.0,760000000.0,301000000.0,213000000.0,0.26,831430000.0,3245000000.0,66802000000.0,28618000000.0,95420000000.0,0.0,73719000000.0,10308000000.0,10984000000.0,84703000000.0,10717000000.0,60000000.0,190000000.0,-22000000.0,-602000000.0,-69000000.0,189000000.0,13.01
2015-12-31,1158000000.0,71000000.0,1087000000.0,772000000.0,297000000.0,220000000.0,0.27,836846000.0,4102000000.0,67111000000.0,28020000000.0,95131000000.0,0.0,73556000000.0,10184000000.0,10816000000.0,84372000000.0,10759000000.0,71000000.0,882000000.0,-35000000.0,-586000000.0,-68000000.0,-159000000.0,13.19
2016-03-31,1114000000.0,79000000.0,1035000000.0,784000000.0,243000000.0,183000000.0,0.22,827381000.0,6675000000.0,69820000000.0,28582000000.0,98402000000.0,0.0,75781000000.0,10760000000.0,11550000000.0,87331000000.0,11071000000.0,62000000.0,373000000.0,-8000000.0,-3337000000.0,-68000000.0,2831000000.0,11.04
2016-06-30,1157000000.0,87000000.0,1070000000.0,796000000.0,267000000.0,196000000.0,0.24,831899000.0,8060000000.0,72419000000.0,28731000000.0,101150000000.0,0.0,77698000000.0,11388000000.0,12134000000.0,89832000000.0,11318000000.0,62000000.0,351000000.0,-22000000.0,-2845000000.0,-78000000.0,2516000000.0,11.05
2016-09-30,1439000000.0,110000000.0,1329000000.0,1128000000.0,188000000.0,166000000.0,0.16,982080000.0,4891000000.0,94171000000.0,41634000000.0,135805000000.0,0.0,107335000000.0,12622000000.0,13472000000.0,120807000000.0,14998000000.0,169000000.0,136000000.0,-49000000.0,1738000000.0,-78000000.0,-1621000000.0,12.17
2016-12-31,1680000000.0,124000000.0,1556000000.0,1259000000.0,270000000.0,209000000.0,0.2,927816000.0,4319000000.0,94467000000.0,41986000000.0,136453000000.0,0.0,108193000000.0,12384000000.0,13020000000.0,121213000000.0,15240000000.0,21000000.0,829000000.0,-66000000.0,-2013000000.0,-111000000.0,1112000000.0,18.27
2017-03-31,1627000000.0,132000000.0,1495000000.0,1054000000.0,419000000.0,296000000.0,0.28,1068609000.0,3995000000.0,94698000000.0,39778000000.0,134476000000.0,0.0,106919000000.0,12324000000.0,12579000000.0,119498000000.0,14978000000.0,100000000.0,-405000000.0,-2000000.0,1923000000.0,-118000000.0,-1646000000.0,17.78
2017-06-30,1770000000.0,144000000.0,1626000000.0,1039000000.0,565000000.0,398000000.0,0.37,1076203000.0,4204000000.0,95727000000.0,40097000000.0,135824000000.0,0.0,107000000000.0,13261000000.0,13569000000.0,120569000000.0,15255000000.0,98000000.0,-184000000.0,-22000000.0,-655000000.0,-118000000.0,891000000.0,18.74
2017-09-30,1701000000.0,161000000.0,1540000000.0,1018000000.0,497000000.0,350000000.0,0.33,1073390000.0,5338000000.0,96035000000.0,40698000000.0,136733000000.0,0.0,106151000000.0,15100000000.0,15332000000.0,121483000000.0,15250000000.0,103000000.0,1668000000.0,-32000000.0,-2101000000.0,-117000000.0,394000000.0,18.82
2017-12-31,1770000000.0,176000000.0,1594000000.0,1121000000.0,447000000.0,182000000.0,0.17,1072078000.0,5954000000.0,96826000000.0,40872000000.0,137698000000.0,0.0,108340000000.0,14333000000.0,14333000000.0,122673000000.0,15025000000.0,106000000.0,736000000.0,-56000000.0,-1406000000.0,-127000000.0,779000000.0,20.17
2018-03-31,1738000000.0,193000000.0,1545000000.0,1038000000.0,478000000.0,404000000.0,0.38,1056037000.0,3056000000.0,96147000000.0,40902000000.0,137049000000.0,0.0,108354000000.0,13749000000.0,13749000000.0,122103000000.0,14946000000.0,103000000.0,-211000000.0,-18000000.0,749000000.0,-127000000.0,-566000000.0,19.55
