,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2020-03-31,418098000.0,167815000.0,250283000.0,13264000.0,110631000.0,35726000.0,0.31,238445000.0,110631000.0,114111000.0,49047000.0,49047000.0,11106930000.0,11155980000.0,137000000.0,445452000.0,4483693000.0,4494960000.0,4940412000.0,6215565000.0,127814000.0,160602000.0,-89089000.0,-89989000.0,-114270000.0,-92107000.0,103.03
2020-06-30,413026000.0,169201000.0,243825000.0,10557000.0,106078000.0,74140000.0,0.65,234659000.0,106078000.0,114204000.0,35594000.0,35594000.0,11095720000.0,11131310000.0,226000000.0,473795000.0,4472608000.0,4485941000.0,4959736000.0,6171577000.0,128581000.0,229013000.0,-107105000.0,-107846000.0,-114348000.0,-134620000.0,114.67
2020-09-30,423199000.0,182505000.0,240694000.0,11360000.0,101655000.0,58988000.0,0.52,230793000.0,101655000.0,114216000.0,27589000.0,27589000.0,11101120000.0,11128700000.0,35000000.0,570014000.0,4425594000.0,4439435000.0,5009449000.0,6119255000.0,129138000.0,254270000.0,-93715000.0,-95317000.0,-114365000.0,-166958000.0,115.95
2020-12-31,423661000.0,173250000.0,250411000.0,11677000.0,109149000.0,82420000.0,0.72,240254000.0,109149000.0,114188000.0,35615000.0,35615000.0,11159180000.0,11194790000.0,364000000.0,528274000.0,4562712000.0,4578109000.0,5106383000.0,6088408000.0,131105000.0,180064000.0,-189822000.0,-191579000.0,-114372000.0,19541000.0,126.69
2021-03-31,425005000.0,175407000.0,249598000.0,12979000.0,105116000.0,46271000.0,0.4,238280000.0,105116000.0,114263000.0,43375000.0,43375000.0,11149000000.0,11192380000.0,458000000.0,497432000.0,4657585000.0,4675413000.0,5172845000.0,6019533000.0,133164000.0,148111000.0,-112613000.0,-112499000.0,-117242000.0,-27852000.0,144.36
2021-06-30,436927000.0,182513000.0,254414000.0,13114000.0,109476000.0,215556000.0,1.88,242898000.0,109476000.0,114494000.0,43004000.0,43004000.0,11199120000.0,11242120000.0,353000000.0,546524000.0,4553237000.0,4574929000.0,5121453000.0,6120667000.0,133422000.0,249207000.0,-22823000.0,-20039000.0,-117349000.0,-229539000.0,168.42
2021-09-30,452575000.0,186669000.0,265906000.0,12670000.0,118625000.0,83477000.0,0.73,254859000.0,118625000.0,114933000.0,41521000.0,41521000.0,11212610000.0,11254130000.0,25000000.0,598592000.0,4540887000.0,4565210000.0,5163802000.0,6090330000.0,136234000.0,280932000.0,-140153000.0,-137117000.0,-117793000.0,-145298000.0,186.75
2021-12-31,463575000.0,182308000.0,281267100.0,14121000.0,131651100.0,184539000.0,1.6,268898100.0,131651100.0,115158000.0,130598000.0,130598000.0,11154580000.0,11285180000.0,125000000.0,584400000.0,4516690000.0,4546875000.0,5131275000.0,6153907000.0,137247000.0,216717000.0,26175000.0,16069000.0,-118017000.0,-143709000.0,229.44
2022-03-31,476078000.0,185957000.0,290121000.0,16323000.0,140060000.0,109801000.0,0.9500000000000001,275556000.0,140060000.0,115259000.0,72624000.0,72624000.0,11126450000.0,11199080000.0,145000000.0,531351000.0,4537505000.0,4564362000.0,5095713000.0,6103362000.0,135496000.0,179623000.0,-76127000.0,-83532000.0,-125432000.0,-154065000.0,209.45
2022-06-30,495040000.0,197307000.0,297733000.0,15580000.0,148009000.0,209631000.0,1.82,283920000.0,148009000.0,115353000.0,221702000.0,221702000.0,11058700000.0,11280400000.0,145000000.0,571568000.0,4518314000.0,4540717000.0,5112285000.0,6168116000.0,135911000.0,284284000.0,6605000.0,25737000.0,-125528000.0,-160943000.0,174.67
2022-09-30,520783000.0,207685000.0,313098000.0,12188000.0,164031000.0,121307000.0,1.05,302583000.0,164031000.0,115363000.0,53554000.0,53554000.0,11284670000.0,11338230000.0,125000000.0,647176000.0,4519151000.0,4539296000.0,5186472000.0,6151755000.0,138552000.0,343408000.0,-360762000.0,-356818000.0,-144298000.0,-154738000.0,155.07
