,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2017-06-30,339062000.0,98265000.0,240797000.0,10337000.0,112247000.0,70759000.0,1.08,225481000.0,112247000.0,65729000.0,199876000.0,254536000.0,12270420000.0,12524950000.0,0.0,139042000.0,5663395000.0,5947882000.0,6086924000.0,6438027000.0,113234000.0,149218000.0,-59748000.0,-83740000.0,-123707000.0,34146000.0,257.27
2017-09-30,344369000.0,104137000.0,240232000.0,9788000.0,112669000.0,79723000.0,1.21,225447000.0,112669000.0,65995000.0,63273000.0,184830000.0,12327690000.0,12512520000.0,0.0,222122000.0,5615222000.0,5906507000.0,6128629000.0,6383894000.0,112778000.0,251043000.0,-90285000.0,-221653000.0,-121526000.0,-165993000.0,254.03
2017-12-31,345064000.0,103627000.0,241437000.0,10659000.0,112375000.0,103613000.0,1.57,225556100.0,112375000.0,65829000.0,61126000.0,162052000.0,12333650000.0,12495710000.0,0.0,127501000.0,5689126000.0,5971380000.0,6098885000.0,6396825000.0,113181000.0,146040000.0,-94326000.0,-82648000.0,-121662000.0,-65539000.0,241.37
2018-03-31,347255000.0,102733000.0,244522000.0,14813000.0,110547000.0,90918000.0,1.38,224831000.0,110547000.0,66044000.0,139078000.0,209603000.0,12433060000.0,12642670000.0,0.0,179641000.0,5718970000.0,5970867000.0,6150508000.0,6492159000.0,114284000.0,268358000.0,-71916000.0,-98989000.0,-121529000.0,-91417000.0,240.68
2018-06-30,348723000.0,101928000.0,246795000.0,11125000.0,116272000.0,100440000.0,1.52,230602000.0,116272000.0,66048000.0,177576000.0,245962000.0,12309690000.0,12555650000.0,0.0,132796000.0,5691093000.0,5948175000.0,6080967000.0,6474683000.0,114330000.0,155163000.0,54426000.0,39981000.0,-131991000.0,-156646000.0,239.07
2018-09-30,350917000.0,105536000.0,245381000.0,10601000.0,113897000.0,80975000.0,1.23,229663000.0,113897000.0,66052000.0,174626000.0,243792000.0,12274350000.0,12518140000.0,0.0,185426000.0,5633672000.0,5896689000.0,6082115000.0,6436028000.0,115766000.0,257616000.0,-101000000.0,-76816000.0,-129927000.0,-183750000.0,246.71
2018-12-31,353158000.0,106199000.0,246959000.0,16912000.0,171273000.0,117820000.0,1.78,286553000.0,171273100.0,66041000.0,151395000.0,223290000.0,12160310000.0,12383600000.0,0.0,127086000.0,5605942000.0,5862666000.0,5989756000.0,6393844000.0,115280000.0,145417000.0,113310000.0,75931000.0,-129785000.0,-244579000.0,245.21
2019-03-31,356223000.0,106469000.0,249754000.0,13459000.0,115695000.0,118858000.0,1.81,231481000.0,115695000.0,65703000.0,124126000.0,195280000.0,12305720000.0,12578000000.0,0.0,180571000.0,5735801000.0,6001225000.0,6260806000.0,6317195000.0,115786000.0,255759000.0,-115522000.0,-219248000.0,-129503000.0,-63780000.0,289.24
2019-06-30,361635000.0,103659000.0,257976000.0,13927000.0,124560000.0,92275000.0,1.4,239664000.0,124560000.0,65719000.0,54971000.0,129387000.0,12465550000.0,12671140000.0,0.0,140188000.0,5841251000.0,6107615000.0,6326029000.0,6345116000.0,115104000.0,174074000.0,-90902000.0,-112219000.0,-135025000.0,-131010000.0,291.93
2019-09-30,366932000.0,110726000.0,256206000.0,11345000.0,124039000.0,99335000.0,1.51,240772000.0,124039000.0,65851000.0,91726000.0,308267000.0,12614150000.0,12997890000.0,0.0,193341000.0,6048141000.0,6312052000.0,6582888000.0,6415004000.0,116733000.0,277094000.0,-141933000.0,-372786000.0,-134599000.0,132447000.0,326.65
2019-12-31,375365000.0,109740000.0,265625000.0,15531000.0,116818000.0,128818000.0,1.9500000000000002,230143000.0,116818000.0,65840000.0,81094000.0,215459000.0,12415200000.0,12705410000.0,295000000.0,158017000.0,5808873000.0,6067144000.0,6301906000.0,6403504000.0,113325000.0,212152000.0,-92472000.0,176562000.0,-136620000.0,-399346000.0,300.86
2020-03-31,392367000.0,115902000.0,276465000.0,13982000.0,130837000.0,315006000.0,4.77,262299000.0,130837000.0,66044000.0,282347000.0,317214000.0,13059200000.0,13450840000.0,185000000.0,193564000.0,6495652000.0,6762923000.0,7032892000.0,6417949000.0,131462000.0,266926000.0,-519430000.0,-445637000.0,-136357000.0,379964000.0,220.24
2020-06-30,370497000.0,118782000.0,251715000.0,14952000.0,119736000.0,84458000.0,1.29,252553000.0,119736000.0,65412000.0,256475000.0,301223000.0,12802520000.0,13177410000.0,2000000.0,164340000.0,6319412000.0,6584564000.0,6824529000.0,6352881000.0,132817000.0,159184000.0,164290000.0,157834000.0,-144093000.0,-342890000.0,229.17
2020-09-30,370811000.0,121014000.0,249797000.0,13310000.0,128937000.0,73661000.0,1.13,258607000.0,128937000.0,65233000.0,569075000.0,644507000.0,12683630000.0,13401040000.0,1000000.0,205520000.0,6610184000.0,6853196000.0,7133560000.0,6267482000.0,129670000.0,227327000.0,-20103000.0,-14185000.0,-143415000.0,99458000.0,200.79
2020-12-31,362073000.0,119275000.0,242798000.0,23144000.0,111931000.0,95745000.0,1.47,231078000.0,111931000.0,65454000.0,84041000.0,279145000.0,12584890000.0,12936180000.0,204000000.0,152855000.0,6251535000.0,6526092000.0,6752985000.0,6183192000.0,119147000.0,149671000.0,6141000.0,-114912000.0,-143223000.0,-519793000.0,237.42
2021-03-31,355125000.0,119426000.0,235699000.0,9812000.0,197381000.0,168444000.0,2.59,328100000.0,197381000.0,64990000.0,113360000.0,380256000.0,12338600000.0,12790200000.0,53000000.0,158673000.0,6096709000.0,6347399000.0,6579269000.0,6210931000.0,130719000.0,195266000.0,196539000.0,146869000.0,-142525000.0,-312816000.0,271.84
2021-06-30,350978000.0,116598000.0,234380000.0,12222000.0,93381000.0,64846000.0,1.0,226296000.0,93381000.0,65002000.0,58176000.0,297031000.0,12379620000.0,12747200000.0,2000000.0,160121000.0,6130148000.0,6378012000.0,6610496000.0,6136703000.0,132915000.0,232805000.0,-75257000.0,-152504000.0,-143199000.0,-135485000.0,300.01
2021-09-30,362857000.0,124399000.0,238458000.0,12712000.0,137971000.0,118390000.0,1.82,270211000.0,137971000.0,65048000.0,61000000.0,274937000.0,12443950000.0,12789000000.0,1000000.0,220428000.0,6159000000.0,6364794000.0,6624000000.0,5949000000.0,132240000.0,271806000.0,-94833000.0,-89572000.0,-143073000.0,-179458000.0,319.74
2021-12-31,371595900.0,121024000.0,250571900.0,17092000.0,101261900.0,136874000.0,2.1,234991900.0,101262000.0,65051000.0,59000000.0,399671000.0,12529230000.0,12998000000.0,43000000.0,180751000.0,6315000000.0,6569939000.0,6787000000.0,5994000000.0,133730000.0,205382000.0,-115126000.0,-302190000.0,-143442000.0,94494000.0,352.23
2022-03-31,381905000.0,126272000.0,255633000.0,12242000.0,109850000.0,73254000.0,1.12,245048000.0,109850000.0,65276000.0,109000000.0,313973000.0,12388170000.0,12770000000.0,42000000.0,221925000.0,6072000000.0,6340367000.0,6592000000.0,5957000000.0,135198000.0,315143000.0,-49864000.0,105718000.0,-143610000.0,-370946000.0,345.48
2022-06-30,399978000.0,123696000.0,276282000.0,13127000.0,128628000.0,57054000.0,0.87,264812000.0,128628000.0,65263000.0,48000000.0,223808000.0,12266860000.0,12558000000.0,41000000.0,171616000.0,6038000000.0,6310886000.0,6518000000.0,5828000000.0,136184000.0,194402000.0,-73471000.0,-4067000.0,-151395000.0,-250425000.0,261.51
2022-09-30,409748000.0,130227000.0,279521000.0,15172000.0,128608000.0,92842000.0,1.43,265703000.0,128608000.0,65060000.0,54000000.0,251112000.0,12306690000.0,12624000000.0,40000000.0,222328000.0,6195000000.0,6452762000.0,6714000000.0,51000000.0,137095000.0,299190000.0,-96257000.0,-171033000.0,-151044000.0,-123051000.0,242.23
