,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2019-12-31,593566000.0,190392000.0,403174000.0,12602000.0,162589000.0,167650000.0,1.2,341058000.0,162589000.0,139054000.0,127614000.0,127614000.0,18868480000.0,19121050000.0,128000000.0,321167000.0,7296290000.0,7669218000.0,8130853000.0,10990200000.0,178469000.0,306882000.0,-437711000.0,-436665000.0,-212294000.0,-77357000.0,209.7
2020-03-31,602267000.0,199635000.0,402632000.0,17320000.0,138983000.0,167971000.0,1.19,324525000.0,138983000.0,140377000.0,868421000.0,868421000.0,18860570000.0,19891340000.0,76000000.0,319224000.0,8091458000.0,8474546000.0,8978794000.0,10912540000.0,185542000.0,341704000.0,-226301000.0,-136067000.0,-213785000.0,535170000.0,147.17
2020-06-30,576405000.0,198103000.0,378302000.0,15573000.0,132425000.0,170828000.0,1.21,317466100.0,132425000.0,140451000.0,415694000.0,415694000.0,18775890000.0,19351490000.0,71000000.0,296964000.0,7630210000.0,8000214000.0,8480685000.0,10870800000.0,185041000.0,287213000.0,-90275000.0,-49061000.0,-223783000.0,-690879000.0,154.64
2020-09-30,567404000.0,212843000.0,354561000.0,13985000.0,111517000.0,147703000.0,1.05,295133000.0,111517000.0,140271000.0,182400000.0,182400000.0,18804590000.0,19144610000.0,1000000.0,354523000.0,7563646000.0,7936987000.0,8474370000.0,10670240000.0,183616000.0,333157000.0,-161248000.0,-136195000.0,-223787000.0,-430256000.0,149.34
2020-12-31,555184900.0,212521000.0,342663900.0,13465000.0,91676900.0,341128000.0,2.44,275745900.0,91677000.0,140095000.0,313532000.0,313532000.0,18730350000.0,19199140000.0,37000000.0,323732000.0,7564337000.0,7941759000.0,8446970000.0,10752170000.0,184069000.0,257541000.0,116654000.0,141890000.0,-222288900.0,-268299000.0,160.43
2021-03-31,551135000.0,209460000.0,341675000.0,17352000.0,88705000.0,142223000.0,1.02,279863000.0,88705000.0,139291000.0,229732000.0,229732000.0,18737900000.0,19120530000.0,9000000.0,365391000.0,7537784000.0,7906269000.0,8451628000.0,10668900000.0,191158000.0,330145000.0,-152084000.0,-155952000.0,-222828000.0,-257993000.0,184.51
2021-06-30,561743000.0,212398000.0,349345000.0,18465000.0,88651000.0,447953000.0,3.21,283442000.0,88651000.0,139374000.0,487105000.0,487105000.0,18675090000.0,19316630000.0,2000000.0,344745000.0,7533633000.0,7885845000.0,8408038000.0,10908590000.0,194791000.0,238484000.0,223510000.0,245157000.0,-221932000.0,-226268000.0,208.69
2021-09-30,581955000.0,221036000.0,359738000.0,17313000.0,74340000.0,78754000.0,0.56,278128000.0,74340000.0,139386400.0,435850000.0,435850000.0,18890800000.0,19478970000.0,1000000.0,390258000.0,7779304000.0,8125558000.0,8690737000.0,10788230000.0,203788000.0,343113000.0,-473816000.0,-404958000.0,-221930000.0,10590000.0,221.64
2021-12-31,609963000.0,211048000.0,390150300.0,16481000.0,119572100.0,334552000.0,2.39,324079200.0,119572100.0,139791000.0,543788000.0,543788000.0,19211630000.0,19902020000.0,17000000.0,346306000.0,8103547000.0,8456120000.0,8968923000.0,10933090000.0,204507000.0,291428000.0,-327168000.0,-308300000.0,-222008000.0,124810000.0,252.59
2022-03-31,626514000.0,222050000.0,391877000.0,17421000.0,115157000.0,261521000.0,1.87,326604000.0,115157000.0,139559900.0,457411000.0,457411000.0,19263930000.0,19869630000.0,8000000.0,363367000.0,8005033000.0,8360994000.0,8892335000.0,10977290000.0,211447000.0,343680000.0,-128791000.0,-90200000.0,-223164000.0,-339857000.0,248.37
2022-06-30,650607000.0,227254000.0,417305000.0,21291000.0,135551000.0,138444000.0,0.99,348210100.0,135551000.0,139630300.0,260191000.0,260191000.0,19361410000.0,19768780000.0,2000000.0,332234000.0,8001193000.0,8352014000.0,8850766000.0,10918010000.0,212659000.0,296368000.0,-289794000.0,-266308000.0,-222267000.0,-227280000.0,194.25
2022-09-30,674882000.0,240671000.0,424617000.0,14611000.0,137898000.0,493859000.0,3.5300000000000002,356413900.0,137898000.0,139640400.0,487126000.0,487126000.0,19531940000.0,20164770000.0,1000000.0,405722000.0,8017959000.0,8383409000.0,8954182000.0,11210590000.0,218515900.0,440392000.0,-77745000.0,8019000.0,-222275000.0,-221476000.0,184.19
