,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2015-09-30,288382000.0,74399000.0,213983000.0,27310000.0,74987000.0,62999000.0,0.15,178695000.0,74987000.0,411487000.0,180913000.0,379878000.0,11034110000.0,11413980000.0,0.0,0.0,5498586000.0,6324326000.0,6324322000.0,5089658000.0,103708000.0,176647000.0,-12925000.0,13998000.0,-113722000.0,-155564000.0,24.43
2015-12-31,300870100.0,80729000.0,220141100.0,33413000.0,82407100.0,360020000.0,0.87,168502100.0,82407000.0,411319000.0,189534000.0,388610000.0,10955560000.0,11344170000.0,0.0,150059000.0,5376310000.0,6012161000.0,6162219000.0,5181951000.0,86095000.0,31059000.0,730062000.0,486848000.0,-115088000.0,-509286000.0,26.46
2016-03-31,297202000.0,71843000.0,225359000.0,31929000.0,99259000.0,129158000.0,0.31,184115000.0,99259000.0,412630000.0,222000000.0,420005000.0,10829360000.0,11249360000.0,0.0,0.0,5162462000.0,5932004000.0,5932004000.0,5317357000.0,84856000.0,136956000.0,26599000.0,127802000.0,-117030000.0,-232292000.0,28.78
2016-06-30,291488000.0,71742000.0,219746000.0,29928000.0,53667000.0,191854000.0,0.46,136420000.0,53667000.0,417748000.0,337815000.0,534332000.0,10858100000.0,11392430000.0,0.0,0.0,5188817000.0,5947747000.0,5947747000.0,5444685000.0,82753000.0,78891000.0,8228000.0,183547000.0,-118428000.0,-146623000.0,31.38
2016-09-30,285076000.0,73021000.0,212055000.0,27983000.0,76080000.0,-55100000.0,-0.13,172907000.0,76080000.0,420073000.0,170545000.0,365556000.0,10840550000.0,11206100000.0,0.0,0.0,5000041000.0,5774140000.0,5774140000.0,5431962000.0,96827000.0,228679000.0,-93242000.0,-63106000.0,-118654000.0,-332843000.0,28.95
2016-12-31,297026000.0,112418000.0,184608000.0,-3044000.0,164640000.0,64700000.0,0.16,255524000.0,164640000.0,418402000.0,142486000.0,347506000.0,10883090000.0,11230600000.0,0.0,145751000.0,5066368000.0,5681975000.0,5827726000.0,5402874000.0,90884000.0,147570000.0,-51872000.0,-82860000.0,-119933000.0,-92769000.0,25.16
2017-03-31,293588000.0,83626000.0,209962000.0,22230000.0,92637000.0,65178000.0,0.15,184711000.0,92637000.0,423381000.0,167454000.0,366093000.0,10882330000.0,11248420000.0,0.0,0.0,5124883000.0,5888873000.0,5888873000.0,5359546000.0,92074000.0,157052000.0,-21955000.0,-65375000.0,-126315000.0,-66709000.0,22.09
2017-06-30,297176000.0,84215000.0,212961000.0,19965000.0,65911000.0,131861000.0,0.31,161181000.0,65911000.0,423650000.0,143099000.0,342501000.0,11215820000.0,11558320000.0,0.0,0.0,5390180000.0,6132718000.0,6132718000.0,5425602000.0,95270000.0,142982000.0,-140287000.0,-82068000.0,-126478000.0,-85269000.0,18.35
2017-09-30,294845000.0,81389000.0,213456000.0,21523000.0,99845000.0,101957000.0,0.24,188288000.0,99845000.0,423688000.0,156588000.0,361138000.0,11341100000.0,11702240000.0,0.0,0.0,5551271000.0,6294097000.0,6294097000.0,5408144000.0,88443000.0,193782000.0,-129989000.0,-130829000.0,-128389000.0,-49464000.0,19.55
2017-12-31,315225000.0,88663000.0,226562000.0,27972000.0,172624000.0,71333000.0,0.17,257648000.0,172624000.0,423614000.0,238513000.0,450108000.0,11313620000.0,11763730000.0,0.0,185702000.0,5478927000.0,6055877000.0,6241579000.0,5522147000.0,85024000.0,120365000.0,-47359000.0,-16008000.0,-124990000.0,-22432000.0,18.15
2018-03-31,304078000.0,86583000.0,217495000.0,22398000.0,160909000.0,129501000.0,0.30000000000000004,242291000.0,160909000.0,423404000.0,218313000.0,424222000.0,10948280000.0,11372500000.0,0.0,0.0,5097322000.0,5870100000.0,5870100000.0,5502402000.0,81382000.0,192279000.0,85978000.0,79426000.0,-130241000.0,-291905000.0,14.4
2018-06-30,293403000.0,81341000.0,212062000.0,24029000.0,179589000.0,150852000.0,0.36,259349000.0,179589000.0,420731000.0,305577000.0,517155000.0,10774630000.0,11291780000.0,0.0,0.0,5068716000.0,5802805000.0,5802805000.0,5488978000.0,79760000.0,159707000.0,134693000.0,148725000.0,-134470000.0,-221168000.0,16.99
2018-09-30,283080000.0,79829000.0,203251000.0,21348000.0,130456000.0,85624000.0,0.19,205428000.0,130456000.0,419230000.0,146386000.0,359048000.0,10750470000.0,11109520000.0,0.0,0.0,4887474000.0,5653424000.0,5653424000.0,5456097000.0,74972000.0,164345000.0,1850000.0,2604000.0,-132521000.0,-326140000.0,16.74
2018-12-31,284201000.0,80806000.0,203395000.0,20022000.0,111452000.0,63731000.0,0.17,185718000.0,111451900.0,420641000.0,143581000.0,328109000.0,10670990000.0,10999100000.0,0.0,174903000.0,4873872000.0,5413144000.0,5588047000.0,5411053000.0,74266000.0,121605000.0,-59000.0,22890000.0,-132524000.0,-147300000.0,14.65
2019-03-31,295010000.0,82935000.0,212075000.0,25831000.0,134103000.0,101635000.0,0.24,205664000.0,134103000.0,419464000.0,143673000.0,327323000.0,10638700000.0,11070200000.0,0.0,0.0,4868754000.0,5576209000.0,5673342000.0,5396858000.0,71561000.0,155258000.0,-5562000.0,-15542000.0,-132521000.0,-139624000.0,18.5
2019-06-30,284873000.0,83146000.0,201727000.0,22633000.0,107400000.0,86493000.0,0.2,176405000.0,107400000.0,419697000.0,113991000.0,296360000.0,10644550000.0,11040900000.0,0.0,0.0,4905502000.0,5580209000.0,5673442000.0,5367461000.0,69005000.0,158271000.0,-85017000.0,-84977000.0,-132705000.0,-102976000.0,18.48
2019-09-30,282871000.0,80113000.0,202758000.0,23832000.0,99468000.0,59048000.0,0.14,168342000.0,99468000.0,419823000.0,141310000.0,332746000.0,10654170000.0,11085130000.0,0.0,0.0,5312628000.0,6019041000.0,6110662000.0,4974469000.0,68874000.0,168930000.0,-59860000.0,-60788000.0,-136054000.0,-80823000.0,20.88
2019-12-31,296130100.0,90757000.0,205373100.0,24646000.0,136616100.0,92812000.0,0.22,205055100.0,136616000.0,420370000.0,123947000.0,342636000.0,10556110000.0,10997870000.0,180000000.0,170082000.0,5315767000.0,5806167000.0,6068960000.0,4928907000.0,68439000.0,101169000.0,29100000.0,40886000.0,-130285000.0,-159418000.0,20.71
2020-03-31,289744000.0,84895000.0,204849000.0,21017000.0,115308000.0,83746000.0,0.19,184705000.0,115308000.0,429735000.0,451796000.0,672011000.0,10535330000.0,11305130000.0,84000000.0,0.0,5708535000.0,6341119000.0,6432665000.0,4872469000.0,69397000.0,155249000.0,-65360000.0,-66553000.0,-127255000.0,239153000.0,9.67
2020-06-30,238916000.0,80445000.0,158471000.0,22504000.0,64120000.0,741539000.0,1.71,137679000.0,64120000.0,429967000.0,201687000.0,451837000.0,11011700000.0,11559970000.0,71000000.0,0.0,5350378000.0,5851232000.0,5941596000.0,5618374000.0,73559000.0,82198000.0,-61450000.0,163150000.0,-127461000.0,-495457000.0,12.84
2020-09-30,259792000.0,86014000.0,173778000.0,28795000.0,72882000.0,-44748000.0,-0.1,144586000.0,72882000.0,429994000.0,324977000.0,564841000.0,10864540000.0,11524190000.0,0.0,0.0,5357378000.0,5897872000.0,5986765000.0,5537427000.0,71704000.0,228495000.0,-45269000.0,-53217000.0,-49604000.0,-51988000.0,11.26
2020-12-31,269440900.0,91615000.0,177826000.0,20901000.0,80302000.0,194880000.0,0.46,154597000.0,80302000.0,429950000.0,293188000.0,512436000.0,10999690000.0,11614500000.0,145000000.0,146457000.0,5355480000.0,5701168000.0,5944244000.0,5670254000.0,74295000.0,123971000.0,-53656000.0,-76653000.0,-75554000.0,-79107000.0,15.01
2021-03-31,282308000.0,88491000.0,193817000.0,24478000.0,104468000.0,131588000.0,0.30000000000000004,179344000.0,104468000.0,430524000.0,253852000.0,454507000.0,11143760000.0,11699700000.0,126000000.0,0.0,5341481000.0,5875403000.0,5971233000.0,5728467000.0,74876000.0,148371000.0,-82700000.0,-83924000.0,-80039000.0,-103783000.0,18.75
2021-06-30,289016000.0,89484000.0,199532000.0,24754000.0,117769000.0,110343000.0,0.25,190342000.0,117769000.0,431011000.0,230062000.0,430183000.0,11028810000.0,11558920000.0,0.0,0.0,5215505000.0,5692215000.0,5786707000.0,5772215000.0,72573000.0,145300000.0,62184000.0,38042000.0,-80053000.0,-207132000.0,20.85
2021-09-30,368607000.0,106335000.0,262272000.0,25904000.0,76257000.0,501385000.0,0.91,190495000.0,76257000.0,546842000.0,483471000.0,718553000.0,17722770000.0,18590520000.0,7903000000.0,0.0,7516681000.0,8310082000.0,8435097000.0,10155420000.0,114238000.0,123599000.0,-40941000.0,-311407000.0,-110864000.0,441217000.0,20.75
2021-12-31,424654000.0,133601000.0,291053000.0,28985000.0,125791900.0,75327000.0,0.13,259424900.0,125791900.0,506248000.0,334663000.0,589340000.0,17722400000.0,18459200000.0,924000000.0,220308000.0,7475702000.0,8225238000.0,8349017000.0,10110180000.0,133633000.0,201605000.0,-155354000.0,-118299000.0,-111176000.0,-232114000.0,24.65
2022-03-31,427249000.0,127620000.0,299629000.0,29948000.0,143308000.0,230948000.0,0.37,273602000.0,143308000.0,614767000.0,370318000.0,624005000.0,17773790000.0,18543580000.0,334000000.0,0.0,7489448000.0,8205805000.0,8328419000.0,10215160000.0,130294000.0,194551000.0,-39696000.0,-33687000.0,-123758000.0,-125209000.0,24.7
2022-06-30,427198000.0,129929000.0,297269000.0,27981000.0,133202000.0,-125751000.0,-0.21,257813000.0,133202000.0,615642000.0,296798000.0,556938000.0,17496540000.0,18197570000.0,291000000.0,0.0,7403105000.0,8104398000.0,8225832000.0,9971737000.0,124611000.0,247782000.0,-27320000.0,-118685000.0,-130051000.0,-202617000.0,19.77
2022-09-30,433403000.0,130738000.0,302665000.0,29677000.0,144323000.0,51647000.0,0.08,269742000.0,144323000.0,615832000.0,123531000.0,393418000.0,17386720000.0,17915570000.0,0.0,0.0,7210121000.0,7960798000.0,8075721000.0,9839848000.0,125419000.0,263423000.0,-76529000.0,-63449000.0,-142373000.0,-373241000.0,18.41
