,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,249618000.0,7845000.0,241773000.0,154827000.0,86946000.0,40891000.0,0.91,44802000.0,1519249000.0,10606340000.0,12189660000.0,22796000000.0,0.0,19317370000.0,457194000.0,816574000.0,20133940000.0,2662058000.0,1787000.0,-1044000.0,-6606000.0,532326000.0,0.0,-21016000.0,70.94
2013-06-30,276222000.0,7902000.0,268320000.0,161864000.0,106456000.0,48584000.0,1.08,45164000.0,873251000.0,10789490000.0,11364410000.0,22153900000.0,0.0,18695470000.0,455938000.0,786332000.0,19481810000.0,2672095000.0,-1688000.0,33416000.0,-6940000.0,-90392000.0,0.0,-589022000.0,83.32
2013-09-30,442890000.0,8144000.0,434746000.0,171162000.0,263584000.0,67621000.0,1.48,45580000.0,1942744000.0,12040420000.0,11700440000.0,23740860000.0,0.0,20002570000.0,455744000.0,814649000.0,20817220000.0,2923644000.0,-4526000.0,65670000.0,-7291000.0,-317055000.0,0.0,1320878000.0,86.37
2013-12-31,434096900.0,8386000.0,425710900.0,191084000.0,234626900.0,57421000.0,1.29,45309000.0,1538779000.0,12767390000.0,13649800000.0,26417190000.0,0.0,22478060000.0,455216000.0,859802000.0,23337860000.0,3079328000.0,-2547000.0,73736000.0,-9167000.0,-2963867000.0,0.0,2486166000.0,104.86
2014-03-31,515249000.0,8696000.0,506553000.0,170902000.0,335651000.0,90950000.0,1.99,45866000.0,3862464000.0,15031360000.0,14679680000.0,29711040000.0,0.0,25481710000.0,454770000.0,862343000.0,26344060000.0,3366981000.0,3882000.0,49990000.0,-5974000.0,-716619000.0,0.0,2990314000.0,128.78
2014-06-30,228051000.0,8876000.0,219175000.0,172891000.0,46284000.0,50953000.0,1.05,48168000.0,2649831000.0,14343610000.0,18965410000.0,33309020000.0,0.0,28357460000.0,454462000.0,1013535000.0,29370990000.0,3938024000.0,-9353000.0,168099000.0,-12770000.0,-4729283000.0,0.0,3348551000.0,116.62
2014-09-30,309493000.0,8761000.0,300732000.0,196371000.0,104361000.0,63977000.0,1.24,50752000.0,1872537000.0,14267620000.0,21773390000.0,36041010000.0,0.0,31129770000.0,453764000.0,971226000.0,32100990000.0,3940016000.0,-6106000.0,18285000.0,-10588000.0,-3531043000.0,0.0,2735464000.0,112.09
2014-12-31,411361900.0,8988000.0,402373900.0,226502000.0,175871900.0,57990000.0,1.16,48931000.0,1796062000.0,16568190000.0,22769680000.0,39337870000.0,0.0,34351280000.0,451362000.0,934855000.0,35286140000.0,4051734000.0,-6491000.0,18894000.0,-13099000.0,-3256735000.0,0.0,3176321000.0,116.07
2015-03-31,372340000.0,9891000.0,362449000.0,196993000.0,165456000.0,88516000.0,1.74,51009000.0,1308003000.0,16342670000.0,23353320000.0,39695990000.0,0.0,33929340000.0,802917000.0,1489418000.0,35418760000.0,4277231000.0,-4859000.0,53206000.0,-12038000.0,-538210000.0,0.0,-62164000.0,127.04
2015-06-30,380213000.0,10155000.0,370058000.0,220625000.0,149433000.0,86143000.0,1.6800000000000002,51268000.0,2625550000.0,17270680000.0,22965440000.0,40236120000.0,0.0,35629500000.0,802454000.0,1417144000.0,37046640000.0,3189472000.0,-8920000.0,157673000.0,-12501000.0,-418976000.0,0.0,1623007000.0,143.98
