,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,1037000000.0,60600000.0,976400000.0,733900000.0,242500000.0,164000000.0,0.68,239168000.0,28555300000.0,57940600000.0,35216200000.0,93156800000.0,0.0,79068100000.0,3877500000.0,6476600000.0,85544700000.0,7612100000.0,77800000.0,312500000.0,-11900000.0,4438900000.0,-1100000.0,-4667600000.0,54.56
2013-06-30,1075700000.0,55200000.0,1020500000.0,734700000.0,285799900.0,187900000.0,0.78,239739000.0,29777300000.0,59783500000.0,37452500000.0,97236000000.0,0.0,81545100000.0,3656300000.0,7966300000.0,89511400000.0,7724600000.0,98000000.0,-1594200000.0,-19800000.0,-1727800000.0,-70700000.0,4231100000.0,57.9
2013-09-30,1101300000.0,54100000.0,1047200000.0,745700000.0,301500100.0,206500000.0,0.85,239930000.0,29071600000.0,59479400000.0,36490100000.0,95969500000.0,0.0,81489000000.0,3267100000.0,6663400000.0,88152400000.0,7817100000.0,87500000.0,2242600000.0,26700000.0,-2201100000.0,-74500000.0,-1989300000.0,54.38
2013-12-31,1097700000.0,52500000.0,1045200000.0,799500000.0,245700200.0,161000000.0,0.7000000000000001,239265000.0,36002600000.0,66465200000.0,36482100000.0,102947300000.0,0.0,87539100000.0,3982900000.0,7496200000.0,95035300000.0,7912000000.0,99900000.0,-121600000.0,-86900000.0,-6193300000.0,-74300000.0,6814100000.0,61.89
2014-03-31,1090200000.0,49700000.0,1040500000.0,771000000.0,269499900.0,181400000.0,0.75,237208000.0,33554600000.0,64781400000.0,39051200000.0,103832600000.0,0.0,88670600000.0,4005200000.0,7213700000.0,95884300000.0,7948300000.0,86500000.0,538500000.0,-13500000.0,-822100000.0,-75000000.0,788100000.0,65.56
2014-06-30,1128900000.0,47200000.0,1081700000.0,811000000.0,270699900.0,181900000.0,0.76,236013000.0,34925700000.0,66944500000.0,38816700000.0,105761200000.0,0.0,90902300000.0,3427400000.0,6816300000.0,97718600000.0,8042600000.0,100100000.0,1001500000.0,-18900000.0,-2262500000.0,-74900000.0,1426900000.0,64.21
2014-09-30,1123400000.0,44500000.0,1078900000.0,774700000.0,304200000.0,204500000.0,0.85,235701000.0,40595700000.0,72584800000.0,38568900000.0,111153700000.0,0.0,95134000000.0,3372800000.0,7477100000.0,102611100000.0,8542600000.0,94100000.0,-266500000.0,-18600000.0,-5981300000.0,-75500000.0,5276100000.0,68.03
2014-12-31,1170100000.0,40000000.0,1130100000.0,784300000.0,345800300.0,221200000.0,0.98,235830000.0,36432600000.0,69374590000.0,40571900000.0,109946500000.0,0.0,94260200000.0,3389300000.0,7237400000.0,101497600000.0,8448900000.0,89800000.0,-337500000.0,-30900000.0,831300000.0,-77500000.0,-417400000.0,67.4
2015-03-31,1172700000.0,38200000.0,1134500000.0,784500000.0,349999900.0,224800000.0,0.9500000000000001,233381000.0,29426600000.0,64017100000.0,42934900000.0,106952000000.0,0.0,90634500000.0,3173400000.0,7709900000.0,98344400000.0,8607600000.0,99100000.0,490800000.0,-25500000.0,2805900000.0,-77000000.0,-2191300000.0,69.65
2015-06-30,1293500000.0,37600000.0,1255900000.0,844500000.0,411400000.0,263400000.0,1.11,233149000.0,41313100000.0,76043800000.0,43899100000.0,119942900000.0,0.0,104391900000.0,3136800000.0,6801700000.0,111193600000.0,8749300000.0,108400000.0,1036400000.0,-17100000.0,-10474400000.0,-77100000.0,12421200000.0,76.46
2015-09-30,1192300000.0,36800000.0,1155500000.0,802300000.0,353200000.0,228800000.0,0.97,232232000.0,41929000000.0,76983590000.0,43011600000.0,119995200000.0,0.0,104844500000.0,3168900000.0,6366200000.0,111210700000.0,8784500000.0,97600000.0,-1043400000.0,-12700000.0,-2854800000.0,-83700000.0,1339500000.0,68.16
