,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,605967000.0,66633000.0,539334000.0,364494000.0,171021000.0,88324000.0,0.48,183396000.0,9082563000.0,46164760000.0,7945804000.0,54110560000.0,0.0,44816960000.0,2352569000.0,2942947000.0,47759910000.0,6350653000.0,38258000.0,202291000.0,-15800000.0,407658000.0,-24232000.0,-1523039000.0,24.99
2013-06-30,618381000.0,62576000.0,555805000.0,425926000.0,126116900.0,55385000.0,0.30000000000000004,183647000.0,9611290000.0,47149940000.0,7754597000.0,54904540000.0,0.0,45272670000.0,2173176000.0,2771538000.0,48044210000.0,6860332000.0,21935000.0,287503000.0,-26733000.0,-645455000.0,-35047000.0,612232000.0,28.92
2013-09-30,595597000.0,57886000.0,537711100.0,361520000.0,172621000.0,209707000.0,1.13,184112000.0,9793069000.0,47383090000.0,7805226000.0,55188310000.0,0.0,45943140000.0,2304301000.0,2912363000.0,48855500000.0,6332809000.0,42667000.0,273006000.0,-20905000.0,-241375000.0,-34935000.0,150354000.0,27.42
2013-12-31,458867000.0,57982000.0,400885000.0,460987900.0,-63326900.0,-59437000.0,-0.32,183844000.0,9666938000.0,48135340000.0,7895787000.0,56031130000.0,0.0,46702230000.0,2273575000.0,2864336000.0,49566560000.0,6464563000.0,192890000.0,72307000.0,-25142000.0,-873823000.0,-25446000.0,610121000.0,29.96
2014-03-31,605887000.0,51103000.0,554784000.0,394571000.0,157331100.0,76190000.0,0.41000000000000003,184440000.0,9935275000.0,48522800000.0,7558042000.0,56080840000.0,0.0,46811920000.0,2158701000.0,2682705000.0,49494630000.0,6586216000.0,32404000.0,130271000.0,-76916000.0,71610000.0,-23741000.0,-36008000.0,30.98
2014-06-30,588041000.0,46908000.0,541133000.0,348875000.0,189522000.0,104490000.0,0.56,184668000.0,8305591000.0,47424420000.0,7686854000.0,55111270000.0,0.0,45929020000.0,1933136000.0,2482170000.0,48411180000.0,6700090000.0,31150000.0,13393000.0,-35815000.0,1173898000.0,28262000.0,-1144959000.0,29.47
2014-09-30,576347000.0,43457000.0,532890000.0,381228000.0,148997000.0,79127000.0,0.4,196687000.0,8464819000.0,47703480000.0,7755394000.0,55458870000.0,0.0,46457130000.0,1113677000.0,1679577000.0,48136710000.0,7322159000.0,33860000.0,208267000.0,-26153000.0,-1157705000.0,519559000.0,153848000.0,29.06
2014-12-31,575431100.0,31530000.0,543901100.0,415688000.0,125573100.0,66761000.0,0.36,192207000.0,9476932000.0,49068430000.0,8140444000.0,57208880000.0,0.0,48092300000.0,1092282000.0,1747046000.0,49839340000.0,7369530000.0,-39723000.0,28410000.0,-36915000.0,-1356365000.0,-620210000.0,1584225000.0,28.51
2015-03-31,565784000.0,31100000.0,534684000.0,389125000.0,143201000.0,75279000.0,0.37,202603000.0,9103364000.0,48792410000.0,8763520000.0,57555930000.0,0.0,48326960000.0,1089321000.0,1774676000.0,50101630000.0,7454298000.0,34169000.0,88817000.0,-33533000.0,-413164000.0,-23234000.0,203263000.0,27.0
2015-06-30,450554000.0,31532000.0,419022000.0,397245000.0,19459000.0,-1100000.0,-0.01,202888000.0,9898313000.0,49465370000.0,8900088000.0,58365460000.0,0.0,49164250000.0,1050938000.0,1671036000.0,50835290000.0,7530175000.0,35113000.0,85031000.0,-33835000.0,-810035000.0,-29045000.0,762384000.0,31.74
2015-09-30,582174000.0,30853000.0,551321000.0,407244000.0,141779100.0,84238000.0,0.41000000000000003,203668000.0,8560395000.0,48216200000.0,10194730000.0,58410930000.0,0.0,49192540000.0,944752000.0,1580294000.0,50772830000.0,7638095000.0,40281000.0,212522000.0,-38747000.0,-271230000.0,-27420000.0,-96836000.0,27.54
2015-12-31,591488000.0,24515000.0,566973000.0,418386000.0,146560900.0,88583000.0,0.43,203265000.0,7574369000.0,47767740000.0,11896800000.0,59664540000.0,0.0,50721080000.0,812366000.0,1435946000.0,52157020000.0,7507519000.0,-23563000.0,77630000.0,-50885000.0,-1084571000.0,-28301000.0,1202189000.0,27.3
2016-03-31,592000000.0,22000000.0,570000000.0,436000000.0,132000000.0,79000000.0,0.38,203967000.0,5209943000.0,46125000000.0,13054910000.0,59179910000.0,0.0,50120040000.0,802448000.0,1434131000.0,51554180000.0,7625737000.0,25000000.0,207000000.0,-40000000.0,152000000.0,-27000000.0,-639000000.0,24.21
2016-06-30,613000000.0,22000000.0,591000000.0,415000000.0,174000000.0,91000000.0,0.44,204236000.0,3454465000.0,45494210000.0,14148790000.0,59642990000.0,0.0,50541180000.0,698712000.0,1475433000.0,52016610000.0,7626383000.0,29000000.0,-5000000.0,-52000000.0,-142000000.0,-23000000.0,189000000.0,25.13
2016-09-30,636000000.0,22000000.0,614000000.0,420000000.0,192000000.0,117000000.0,0.5700000000000001,204312000.0,3825935000.0,45928750000.0,15110100000.0,61038860000.0,0.0,51964220000.0,570385000.0,1395331000.0,53359550000.0,7679307000.0,34000000.0,213000000.0,-51000000.0,-1441000000.0,-31000000.0,1221000000.0,31.02
2016-12-31,629000000.0,21000000.0,608000000.0,407000000.0,201000000.0,124000000.0,0.61,203855000.0,2831000000.0,45085000000.0,18154000000.0,63239000000.0,0.0,53236000000.0,1362000000.0,2369000000.0,55605000000.0,7634000000.0,35000000.0,181000000.0,-53000000.0,-2005000000.0,-27000000.0,2008000000.0,43.04
2017-03-31,647000000.0,26000000.0,621000000.0,437000000.0,184000000.0,129000000.0,0.63,202347000.0,2730000000.0,45056000000.0,20407000000.0,65463000000.0,0.0,56612000000.0,383000000.0,1121000000.0,57733000000.0,7730000000.0,37000000.0,380000000.0,-50000000.0,-2880000000.0,-29000000.0,2329000000.0,42.0
2017-06-30,690000000.0,30000000.0,660000000.0,412000000.0,248000000.0,154000000.0,0.76,201822000.0,2136000000.0,45328000000.0,20118000000.0,65446000000.0,0.0,56720000000.0,383000000.0,977000000.0,57697000000.0,7749000000.0,47000000.0,196000000.0,-44000000.0,-173000000.0,-26000000.0,-108000000.0,43.91
2017-09-30,696000000.0,35000000.0,661000000.0,418000000.0,243000000.0,152000000.0,0.75,200332000.0,1829000000.0,45515000000.0,20049000000.0,65564000000.0,0.0,56723000000.0,383000000.0,1080000000.0,57803000000.0,7761000000.0,47000000.0,227000000.0,-39000000.0,-24000000.0,-34000000.0,-143000000.0,47.18
2017-12-31,703000000.0,36000000.0,667000000.0,406000000.0,261000000.0,115000000.0,0.5700000000000001,200776000.0,1992000000.0,46298000000.0,19990000000.0,66288000000.0,0.0,52621000000.0,5359000000.0,5988000000.0,58609000000.0,7679000000.0,48000000.0,125000000.0,-36000000.0,-842000000.0,-40000000.0,724000000.0,50.83
2018-03-31,727000000.0,47000000.0,680000000.0,372000000.0,308000000.0,231000000.0,1.16,196722000.0,2026000000.0,46726000000.0,19755000000.0,66481000000.0,0.0,57830000000.0,383000000.0,1007000000.0,58837000000.0,7644000000.0,43000000.0,275000000.0,-28000000.0,-429000000.0,-49000000.0,76000000.0,52.73
2018-06-30,744000000.0,58000000.0,686000000.0,433000000.0,253000000.0,187000000.0,0.9500000000000001,195583000.0,1931000000.0,46755000000.0,19702000000.0,66457000000.0,0.0,57738000000.0,383000000.0,1098000000.0,58836000000.0,7621000000.0,49000000.0,163000000.0,-26000000.0,100000000.0,-55000000.0,-265000000.0,52.69
2018-09-30,767000000.0,66000000.0,701000000.0,409000000.0,292000000.0,215000000.0,1.11,192973000.0,1843000000.0,47234000000.0,19497000000.0,66731000000.0,0.0,57565000000.0,879000000.0,1613000000.0,59178000000.0,7553000000.0,49000000.0,387000000.0,-36000000.0,-410000000.0,-68000000.0,72000000.0,50.15
2018-12-31,795000000.0,80000000.0,715000000.0,425000000.0,290000000.0,217000000.0,1.1400000000000001,193589000.0,2800000000.0,49112000000.0,19634000000.0,68746000000.0,0.0,54101000000.0,6377000000.0,7067000000.0,61168000000.0,7578000000.0,52000000.0,351000000.0,-39000000.0,-1967000000.0,-64000000.0,1713000000.0,40.74
2019-03-31,807000000.0,99000000.0,708000000.0,434000000.0,274000000.0,205000000.0,1.1,184767000.0,1992000000.0,49170000000.0,20025000000.0,69195000000.0,0.0,59479000000.0,1228000000.0,2128000000.0,61607000000.0,7588000000.0,44000000.0,-42000000.0,-25000000.0,87000000.0,-66000000.0,-123000000.0,45.41
2019-06-30,816000000.0,115000000.0,701000000.0,445000000.0,256000000.0,189000000.0,1.05,179156000.0,1940000000.0,50159000000.0,19906000000.0,70065000000.0,0.0,60355000000.0,1236000000.0,2111000000.0,62466000000.0,7599000000.0,49000000.0,262000000.0,-35000000.0,-802000000.0,-61000000.0,542000000.0,45.98
2019-09-30,823000000.0,110000000.0,713000000.0,425000000.0,288000000.0,214000000.0,1.23,173160000.0,2729000000.0,51195000000.0,19166000000.0,70361000000.0,0.0,60718000000.0,1242000000.0,2134000000.0,62852000000.0,7509000000.0,50000000.0,126000000.0,-34000000.0,112000000.0,-69000000.0,20000000.0,44.52
2019-12-31,799000000.0,87000000.0,712000000.0,477000000.0,235000000.0,174000000.0,1.03,175984000.0,2114000000.0,50457000000.0,18715000000.0,69172000000.0,2053000000.0,57085000000.0,3776000000.0,4734000000.0,61819000000.0,7353000000.0,45000000.0,351000000.0,-23000000.0,978000000.0,-64000000.0,-1420000000.0,51.92
2020-03-31,756000000.0,74000000.0,682000000.0,666000000.0,16000000.0,6000000.0,0.04,164143000.0,2665000000.0,52002000000.0,19465000000.0,71467000000.0,3765000000.0,61283000000.0,1795000000.0,2712000000.0,63995000000.0,7472000000.0,45000000.0,153000000.0,-28000000.0,-2125000000.0,-66000000.0,1997000000.0,26.76
2020-06-30,712000000.0,32000000.0,680000000.0,598000000.0,82000000.0,57000000.0,0.34,163542000.0,2575000000.0,56949000000.0,19498000000.0,76447000000.0,860000000.0,66544000000.0,1353000000.0,2328000000.0,68872000000.0,7575000000.0,18000000.0,245000000.0,-54000000.0,-5176000000.0,-64000000.0,4771000000.0,34.0
2020-09-30,738000000.0,26000000.0,712000000.0,497000000.0,215000000.0,167000000.0,1.01,163608000.0,4434000000.0,58415000000.0,19942000000.0,78357000000.0,1252000000.0,68346000000.0,1347000000.0,2343000000.0,70689000000.0,7668000000.0,12000000.0,150000000.0,-41000000.0,-1880000000.0,-65000000.0,1736000000.0,29.22
2020-12-31,736000000.0,20000000.0,716000000.0,356000000.0,360000000.0,275000000.0,1.6600000000000001,163737000.0,7648000000.0,60428000000.0,21051000000.0,81479000000.0,1572000000.0,69653000000.0,2908000000.0,3940000000.0,73593000000.0,7886000000.0,11000000.0,171000000.0,-48000000.0,-3023000000.0,-64000000.0,2819000000.0,43.44
2021-03-31,731000000.0,17000000.0,714000000.0,303000000.0,411000000.0,314000000.0,1.9,163551000.0,10507000000.0,63410000000.0,21711000000.0,85121000000.0,1032000000.0,74885000000.0,1299000000.0,2303000000.0,77188000000.0,7933000000.0,-3000000.0,484000000.0,-53000000.0,-3998000000.0,-66000000.0,3547000000.0,54.96
2021-06-30,775000000.0,15000000.0,760000000.0,305000000.0,455000000.0,345000000.0,2.08,162742000.0,12506000000.0,63435000000.0,23773000000.0,87208000000.0,741000000.0,76846000000.0,1308000000.0,2329000000.0,79175000000.0,8033000000.0,-8000000.0,-201000000.0,-31000000.0,-1525000000.0,-63000000.0,1675000000.0,52.86
