,Revenue,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2016-09-30,90271000.0,90271000.0,38557000.0,46354000.0,30918000.0,0.84,50679000.0,46354000.0,36889000.0,332099000.0,56583000.0,400440000.0,101711000.0,502151000.0,0.0,50451000.0,0.0,0.0,50451000.0,451700000.0,4325000.0,53236000.0,-3766000.0,-25887000.0,-9601000.0,-18385000.0,165.59
2016-12-31,92247000.0,92247000.0,37939000.0,48710000.0,33165000.0,0.9,53002000.0,48710000.0,36844000.0,362647000.0,50668000.0,424933000.0,103109000.0,528042000.0,0.0,60029000.0,0.0,0.0,60029000.0,468013000.0,4292000.0,56607000.0,-4691000.0,-29281000.0,-9581000.0,-18749000.0,146.92
2017-03-31,102964000.0,102964000.0,41786000.0,55158000.0,42463000.0,1.15,59851000.0,55158000.0,36850000.0,356214000.0,56642000.0,426650000.0,104064000.0,530714000.0,0.0,48359000.0,0.0,0.0,48359000.0,482355000.0,4693000.0,30549000.0,-7321000.0,-29007000.0,-12356000.0,-31705000.0,187.49
2017-06-30,96314000.0,96314000.0,41022000.0,48985000.0,38023000.0,1.03,53775000.0,48985000.0,36853000.0,365504000.0,55215000.0,441777000.0,105264000.0,547041000.0,0.0,45813000.0,0.0,0.0,45813000.0,501228000.0,4790000.0,38569000.0,-5123000.0,-25330000.0,-12179000.0,-23750000.0,201.1
2017-09-30,95584000.0,95584000.0,42890000.0,46635000.0,34130000.0,0.93,51218000.0,46635000.0,36865000.0,376213000.0,63027000.0,455414000.0,106933000.0,562347000.0,0.0,51439000.0,0.0,0.0,51439000.0,510908000.0,4583000.0,52465000.0,-4895000.0,-13570000.0,-12182000.0,-28880000.0,184.51
2017-12-31,98560000.0,98560000.0,43038000.0,48837000.0,33473000.0,0.91,54045000.0,48837000.0,36864000.0,406535000.0,52636000.0,477888000.0,103344000.0,581232000.0,0.0,66464000.0,0.0,0.0,66464000.0,514768000.0,5208000.0,46452000.0,-8218000.0,14254000.0,-12171000.0,-32733000.0,201.75
2018-03-31,114714000.0,114714000.0,47547000.0,60173000.0,47940000.0,1.3,65442000.0,60173000.0,36954000.0,400440000.0,67529000.0,485857000.0,103416000.0,589273000.0,0.0,52109000.0,0.0,0.0,52109000.0,537164000.0,5269000.0,31439000.0,-5868000.0,-12729000.0,-15814000.0,-29445000.0,217.44
2018-06-30,106964000.0,106964000.0,47128000.0,52034000.0,40487000.0,1.1,57824000.0,52034000.0,36950000.0,420277000.0,61883000.0,503190000.0,114408000.0,617598000.0,0.0,60220000.0,0.0,0.0,60220000.0,557378000.0,5790000.0,54379000.0,-16703000.0,-16683000.0,-15536000.0,-22435000.0,197.86
2018-09-30,101443000.0,101443000.0,47098000.0,46412000.0,38594000.0,1.04,52585000.0,46412000.0,36951000.0,446186000.0,62004000.0,526784000.0,119347000.0,646131000.0,0.0,67513000.0,0.0,0.0,67513000.0,578618000.0,6173000.0,67994000.0,-10421000.0,-7572000.0,-15543000.0,-20551000.0,178.49
2018-12-31,112444000.0,112444000.0,50374000.0,53965000.0,45831000.0,1.24,59813000.0,53965000.0,36958000.0,486427000.0,57535000.0,566430000.0,129109000.0,695539000.0,0.0,87661000.0,0.0,0.0,87661000.0,607878000.0,5848000.0,70105000.0,-14601000.0,-13312000.0,-15539000.0,-20242000.0,211.31
2019-03-31,124491000.0,124491000.0,52643000.0,63189000.0,52522000.0,1.42,70562000.0,63189000.0,37043000.0,483411000.0,70946000.0,571576000.0,125043000.0,774809000.0,0.0,52818000.0,90845000.0,90845000.0,143663000.0,631146000.0,7373000.0,39369000.0,-3833000.0,10562000.0,-19412000.0,-36227000.0,246.08
2019-06-30,125490000.0,125490000.0,55658000.0,60877000.0,48105000.0,1.3,68766000.0,60877000.0,37049000.0,518074000.0,66332000.0,607003000.0,128284000.0,812009000.0,0.0,60389000.0,89712000.0,89712000.0,150101000.0,661908000.0,7889000.0,69733000.0,-9591000.0,-21298000.0,-18911000.0,-22305000.0,321.42
2019-09-30,131597000.0,131597000.0,56150000.0,65965000.0,54002000.0,1.46,74134000.0,65965000.0,37066000.0,556152000.0,72812000.0,647555000.0,132081000.0,855026000.0,0.0,68372000.0,92031000.0,92031000.0,160403000.0,694623000.0,8169000.0,67692000.0,-9122000.0,-4554000.0,-18910000.0,-27527000.0,327.5
2019-12-31,129774000.0,129774000.0,57848000.0,60851000.0,50273000.0,1.35,70072000.0,60851000.0,37083000.0,500601000.0,62017000.0,593889000.0,279642000.0,954930000.0,98000000.0,86848000.0,97991000.0,97991000.0,184839000.0,770091000.0,9221000.0,89141000.0,-12154000.0,-106761000.0,-18998000.0,-32041000.0,379.11
2020-03-31,168978000.0,168978000.0,64312000.0,91089000.0,74816000.0,2.01,100801000.0,91089000.0,37303000.0,499428000.0,93572000.0,613289000.0,282663000.0,975603000.0,96000000.0,81419000.0,96301000.0,96301000.0,177720000.0,797883000.0,9712000.0,120369000.0,-11069000.0,24557000.0,-23244000.0,-49822000.0,332.57
2020-06-30,184795000.0,184795000.0,66642000.0,104135000.0,83854000.0,2.25,114120000.0,104135000.0,37340000.0,535520000.0,99222000.0,675844000.0,285440000.0,1039217000.0,95000000.0,91032000.0,94701000.0,94701000.0,185733000.0,853484000.0,9985000.0,104853000.0,-11198000.0,-11626000.0,-22424000.0,-34173000.0,500.92
2020-09-30,164006000.0,164006000.0,62329000.0,87807000.0,67776000.0,1.81,98660000.0,87807000.0,37386000.0,391675000.0,462559000.0,880425000.0,288387000.0,1245504000.0,94000000.0,254257000.0,0.0,93708000.0,347965000.0,897539000.0,10853000.0,-48353000.0,-11879000.0,90188000.0,-22436000.0,-33376000.0,481.59
2020-12-31,171346000.0,171346000.0,64060000.0,91697000.0,72931000.0,1.9500000000000002,103985000.0,91697000.0,37359000.0,539028000.0,359492000.0,927559000.0,327946000.0,1331429000.0,94000000.0,282756000.0,0.0,93612000.0,376368000.0,955061000.0,12288000.0,227620000.0,-11482000.0,-34252000.0,-22462000.0,-27741000.0,570.56
2021-03-31,195464000.0,195464000.0,75517000.0,103474000.0,80457000.0,2.15,116917000.0,103474000.0,37470000.0,465306000.0,652409000.0,1143658000.0,326988000.0,1545869000.0,93000000.0,464886000.0,93000000.0,92750000.0,557636000.0,988233000.0,13443000.0,-23159000.0,-12332000.0,-12332000.0,-25454000.0,-18850000.0,497.92
2021-06-30,176334000.0,176334000.0,71688000.0,87177000.0,67288000.0,1.79,101978000.0,87177000.0,37508000.0,499558000.0,562864000.0,1096131000.0,367886000.0,1537923000.0,91000000.0,424798000.0,0.0,91265000.0,516063000.0,1021860000.0,14801000.0,96726000.0,-13936000.0,-31014000.0,-24784000.0,-73915000.0,463.59
2021-09-30,162093000.0,162093000.0,70857000.0,74003000.0,57958000.0,1.54,89654000.0,74003000.0,37529000.0,518616000.0,619607000.0,1169171000.0,370161000.0,1611918000.0,90000000.0,466656000.0,90000000.0,89963000.0,556619000.0,1055299000.0,15651000.0,62813000.0,-12949000.0,-12949000.0,-24761000.0,-26849000.0,420.69
2021-12-31,165060000.0,165060000.0,74133000.0,72581000.0,52185000.0,1.3900000000000001,88932000.0,72581000.0,37508000.0,592972000.0,472227000.0,1092265000.0,367227000.0,1530452000.0,88000000.0,400718000.0,88000000.0,88425000.0,489143000.0,1041309000.0,16351000.0,145711000.0,-11399000.0,-11399000.0,-24793000.0,-70161000.0,411.27
2022-03-31,186057000.0,186057000.0,78204000.0,88104000.0,64769000.0,1.73,104874000.0,88104000.0,37384000.0,450629000.0,796647000.0,1276585000.0,361711000.0,1707485000.0,8000000.0,597553000.0,78000000.0,86391000.0,683944000.0,1023541000.0,16770000.0,-23730000.0,-10821000.0,-10821000.0,-27425000.0,-86467000.0,340.2
2022-06-30,182229000.0,182229000.0,77938000.0,84788000.0,66922000.0,1.78,101431000.0,84788000.0,37529000.0,375117000.0,705292000.0,1145457000.0,353651000.0,1567710000.0,5000000.0,481353000.0,80000000.0,85555000.0,566908000.0,1000802000.0,16643000.0,93637000.0,-10421000.0,-44821000.0,-26102000.0,-100581000.0,256.01
2022-09-30,172112000.0,172112000.0,76288000.0,76311000.0,59307000.0,1.58,92846000.0,76311000.0,37479000.0,402516000.0,672204000.0,1144897000.0,348188000.0,1559747000.0,3000000.0,457721000.0,81000000.0,83286000.0,541007000.0,1018740000.0,16535000.0,85098000.0,-12509000.0,-12509000.0,-26328000.0,-28432000.0,222.49
2022-12-31,177902000.0,177902000.0,79885000.0,77673000.0,59226000.0,0.0,0.0,77673000.0,37480000.0,565485000.0,554785000.0,1188559000.0,353110000.0,1607775000.0,0.0,444006000.0,0.0,82676000.0,526682000.0,1081093000.0,0.0,0.0,0.0,0.0,79855000.0,0.0,278.89
