,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,3725000000.0,96000000.0,3629000000.0,2679000000.0,864000000.0,-269000000.0,-0.23,1158819000.0,142682000000.0,192206000000.0,163736000000.0,355942000000.0,0.0,279681000000.0,20643000000.0,39765000000.0,319446000000.0,36496000000.0,333000000.0,-2744000000.0,-126000000.0,7261000000.0,-153000000.0,-4755000000.0,27.99
2013-06-30,4104000000.0,79000000.0,4025000000.0,2697000000.0,1235000000.0,816000000.0,0.71,1152545000.0,147121000000.0,197830000000.0,162675000000.0,360505000000.0,0.0,288214000000.0,19541000000.0,35549000000.0,323763000000.0,36742000000.0,373000000.0,1785000000.0,-132000000.0,-7893000000.0,-177000000.0,8686000000.0,28.05
2013-09-30,3866000000.0,83000000.0,3783000000.0,2684000000.0,1018000000.0,944000000.0,0.8300000000000001,1148724000.0,165505000000.0,215982000000.0,155970000000.0,371952000000.0,0.0,297930000000.0,19733000000.0,36242000000.0,334172000000.0,37780000000.0,345000000.0,904000000.0,-114000000.0,-7905000000.0,-175000000.0,7313000000.0,30.19
2013-12-31,3696000000.0,85000000.0,3611000000.0,2799000000.0,730000000.0,503000000.0,0.45,1142861000.0,167378000000.0,219446000000.0,155070000000.0,374516000000.0,0.0,300521000000.0,20527000000.0,35715000000.0,336236000000.0,38280000000.0,338000000.0,-587000000.0,-237000000.0,-4663000000.0,-175000000.0,4377000000.0,34.94
2014-03-31,3731000000.0,84000000.0,3647000000.0,2658000000.0,914000000.0,648000000.0,0.5700000000000001,1138645000.0,154544000000.0,208915000000.0,159326000000.0,368241000000.0,0.0,291822000000.0,21921000000.0,37662000000.0,329484000000.0,38757000000.0,333000000.0,-1055000000.0,-201000000.0,7401000000.0,-173000000.0,-6717000000.0,35.29
2014-06-30,3837000000.0,92000000.0,3745000000.0,2737000000.0,933000000.0,544000000.0,0.48,1133556000.0,179207000000.0,238892000000.0,161848000000.0,400740000000.0,0.0,323286000000.0,21785000000.0,38219000000.0,361505000000.0,39235000000.0,313000000.0,3440000000.0,-179000000.0,-33719000000.0,-197000000.0,30352000000.0,37.48
2014-09-30,4699000000.0,88000000.0,4611000000.0,2654000000.0,1882000000.0,1050000000.0,0.93,1126946000.0,158056000000.0,215957000000.0,170339000000.0,386296000000.0,0.0,308954000000.0,22435000000.0,37990000000.0,346944000000.0,39352000000.0,330000000.0,913000000.0,370000000.0,15659000000.0,-196000000.0,-16224000000.0,38.73
2014-12-31,3779000000.0,90000000.0,3689000000.0,2652000000.0,964000000.0,205000000.0,0.71,1120672000.0,153330000000.0,212878000000.0,172425000000.0,385303000000.0,0.0,312856000000.0,21050000000.0,33973000000.0,346829000000.0,38474000000.0,316000000.0,1186000000.0,-196000000.0,-1016000000.0,-194000000.0,418000000.0,40.57
2015-03-31,3871000000.0,79000000.0,3792000000.0,2639000000.0,1087000000.0,754000000.0,0.67,1118602000.0,153581000000.0,216274000000.0,182814000000.0,399088000000.0,0.0,324737000000.0,21270000000.0,35686000000.0,360423000000.0,38665000000.0,340000000.0,-71000000.0,-162000000.0,-9945000000.0,-192000000.0,10236000000.0,40.24
2015-06-30,3954000000.0,68000000.0,3886000000.0,2597000000.0,1224000000.0,821000000.0,0.74,1113790000.0,162167000000.0,225696000000.0,169558000000.0,395254000000.0,0.0,328440000000.0,21081000000.0,27634000000.0,356074000000.0,39180000000.0,368000000.0,2705000000.0,-137000000.0,-8105000000.0,-191000000.0,6593000000.0,41.97
2015-09-30,3869000000.0,79000000.0,3790000000.0,2604000000.0,1120000000.0,814000000.0,0.74,1098003000.0,146208000000.0,209866000000.0,167505000000.0,377371000000.0,0.0,309041000000.0,22078000000.0,29378000000.0,338419000000.0,38952000000.0,376000000.0,1351000000.0,-112000000.0,17802000000.0,-191000000.0,-19344000000.0,39.15
2015-12-31,3800000000.0,74000000.0,3726000000.0,2773000000.0,889000000.0,628000000.0,0.58,1088880000.0,166627000000.0,230735000000.0,163045000000.0,393780000000.0,0.0,326999000000.0,22070000000.0,28006000000.0,355005000000.0,38775000000.0,373000000.0,142000000.0,-190000000.0,-19539000000.0,-186000000.0,17700000000.0,41.22
2016-03-31,3847000000.0,117000000.0,3730000000.0,2565000000.0,1108000000.0,793000000.0,0.74,1079641000.0,148446000000.0,210490000000.0,162380000000.0,372870000000.0,0.0,304688000000.0,22514000000.0,29066000000.0,333754000000.0,39116000000.0,364000000.0,1794000000.0,-148000000.0,20080000000.0,-186000000.0,-24487000000.0,36.83
2016-06-30,3899000000.0,123000000.0,3776000000.0,2545000000.0,1172000000.0,812000000.0,0.76,1072583000.0,142400000000.0,207295000000.0,165056000000.0,372351000000.0,0.0,300041000000.0,24671000000.0,33185000000.0,333226000000.0,39125000000.0,384000000.0,-332000000.0,-201000000.0,5616000000.0,-184000000.0,-3219000000.0,38.85
2016-09-30,4041000000.0,100000000.0,3941000000.0,2545000000.0,1335000000.0,959000000.0,0.9,1062248000.0,139923000000.0,206294000000.0,167820000000.0,374114000000.0,0.0,300433000000.0,25367000000.0,33486000000.0,333919000000.0,40195000000.0,370000000.0,95000000.0,-81000000.0,-4638000000.0,-206000000.0,3528000000.0,39.88
2016-12-31,3887000000.0,97000000.0,3790000000.0,2571000000.0,1159000000.0,809000000.0,0.77,1050888000.0,109483000000.0,174340000000.0,159129000000.0,333469000000.0,0.0,262722000000.0,25217000000.0,31318000000.0,294040000000.0,39429000000.0,384000000.0,4710000000.0,-330000000.0,29226000000.0,-202000000.0,-34872000000.0,47.38
2017-03-31,4011000000.0,168000000.0,3843000000.0,2585000000.0,1206000000.0,866000000.0,0.8300000000000001,1041158000.0,115694000000.0,176949000000.0,160587000000.0,337536000000.0,0.0,264395000000.0,27368000000.0,33469000000.0,297864000000.0,39672000000.0,347000000.0,-1224000000.0,-286000000.0,-2777000000.0,-201000000.0,4032000000.0,47.23
2017-06-30,4182000000.0,226000000.0,3956000000.0,2595000000.0,1308000000.0,913000000.0,0.88,1035829000.0,125175000000.0,187250000000.0,167565000000.0,354815000000.0,0.0,278879000000.0,29037000000.0,35619000000.0,314498000000.0,40317000000.0,346000000.0,-612000000.0,-436000000.0,-10891000000.0,-199000000.0,11041000000.0,51.02
2017-09-30,4328000000.0,312000000.0,4016000000.0,2596000000.0,1368000000.0,983000000.0,0.9400000000000001,1035337000.0,129170000000.0,188624000000.0,165773000000.0,354397000000.0,0.0,274310000000.0,31761000000.0,39180000000.0,313490000000.0,40907000000.0,351000000.0,5212000000.0,-211000000.0,167000000.0,-253000000.0,-3844000000.0,53.02
2017-12-31,4096000000.0,368000000.0,3728000000.0,2948000000.0,728000000.0,1118000000.0,1.09,1024828000.0,143028000000.0,205019000000.0,166739000000.0,371758000000.0,0.0,292953000000.0,31007000000.0,37238000000.0,330191000000.0,41567000000.0,430000000.0,1291000000.0,-264000000.0,-19204000000.0,-248000000.0,15549000000.0,53.86
2018-03-31,4640000000.0,462000000.0,4178000000.0,2685000000.0,1444000000.0,1127000000.0,1.11,1016797000.0,148633000000.0,209896000000.0,163701000000.0,373597000000.0,0.0,296266000000.0,29489000000.0,35391000000.0,331657000000.0,41940000000.0,335000000.0,-852000000.0,-173000000.0,-1430000000.0,-246000000.0,971000000.0,51.53
2018-06-30,4775000000.0,637000000.0,4138000000.0,2696000000.0,1394000000.0,1048000000.0,1.04,1010179000.0,130140000000.0,188434000000.0,164494000000.0,352928000000.0,0.0,274423000000.0,31313000000.0,36948000000.0,311371000000.0,41557000000.0,342000000.0,2420000000.0,-332000000.0,16644000000.0,-245000000.0,-17806000000.0,53.93
2018-09-30,4812000000.0,743000000.0,4069000000.0,2687000000.0,1334000000.0,1068000000.0,1.07,999808000.0,130817000000.0,185304000000.0,164466000000.0,349770000000.0,0.0,270303000000.0,31047000000.0,37817000000.0,308120000000.0,41650000000.0,334000000.0,1244000000.0,-291000000.0,2803000000.0,-283000000.0,-4721000000.0,50.99
2018-12-31,4986000000.0,979000000.0,4007000000.0,2952000000.0,1020000000.0,827000000.0,0.84,984343000.0,141830000000.0,198919000000.0,163954000000.0,362873000000.0,0.0,283839000000.0,32390000000.0,38295000000.0,322134000000.0,40739000000.0,328000000.0,3184000000.0,-289000000.0,-14718000000.0,-278000000.0,13458000000.0,47.07
2019-03-31,4978000000.0,1079000000.0,3899000000.0,2677000000.0,1193000000.0,905000000.0,0.9400000000000001,962397000.0,127386000000.0,181378000000.0,164754000000.0,346132000000.0,0.0,264804000000.0,31806000000.0,39981000000.0,304785000000.0,41347000000.0,302000000.0,-949000000.0,-264000000.0,20810000000.0,-270000000.0,-19837000000.0,50.43
2019-06-30,5087000000.0,1163000000.0,3924000000.0,2609000000.0,1285000000.0,965000000.0,1.01,951281000.0,160577000000.0,213485000000.0,167683000000.0,381168000000.0,0.0,301287000000.0,30124000000.0,38182000000.0,339469000000.0,41699000000.0,333000000.0,-1565000000.0,-453000000.0,-32196000000.0,-270000000.0,33082000000.0,44.15
2019-09-30,5073000000.0,1212000000.0,3861000000.0,2544000000.0,1287000000.0,999000000.0,1.07,933264000.0,149849000000.0,205199000000.0,167969000000.0,373168000000.0,0.0,293195000000.0,28692000000.0,38650000000.0,331845000000.0,41323000000.0,336000000.0,5081000000.0,-395000000.0,6156000000.0,-294000000.0,-9791000000.0,45.21
2019-12-31,5684000000.0,906000000.0,4778000000.0,2928000000.0,1822000000.0,1385000000.0,1.52,911324000.0,158436000000.0,213891000000.0,167617000000.0,381508000000.0,0.0,304067000000.0,28100000000.0,35856000000.0,339923000000.0,41585000000.0,344000000.0,-2471000000.0,-98000000.0,-5318000000.0,-286000000.0,6005000000.0,50.33
2020-03-31,4864000000.0,756000000.0,4108000000.0,2855000000.0,1227000000.0,944000000.0,1.05,894122000.0,214579000000.0,277383000000.0,190772000000.0,468155000000.0001,39809000000.0,386312000000.0,29038000000.0,40604000000.0,426916000000.0,41239000000.0,354000000.0,-1685000000.0,-264000000.0,-78601000000.0,-282000000.0,82880000000.0,33.68
2020-06-30,4173000000.0,163000000.0,4010000000.0,2803000000.0,1181000000.0,901000000.0,1.01,889020000.0,186337000000.0,241972000000.0,200344000000.0,442316000000.0,41817000000.0,356283000000.0,29194000000.0,42224000000.0,398507000000.0,43809000000.0,390000000.0,6810000000.0,-359000000.0,19855000000.0,-278000000.0,-29490000000.0,38.65
2020-09-30,3964000000.0,117000000.0,3847000000.0,2664000000.0,1157000000.0,876000000.0,0.98,889499000.0,172037000000.0,227692000000.0,200706000000.0,428398000000.0,40512000000.0,347835000000.0,26541000000.0,35395000000.0,383230000000.0,45168000000.0,431000000.0,778000000.0,-333000000.0,14446000000.0,-278000000.0,-15255000000.0,34.34
2020-12-31,3939000000.0,96000000.0,3843000000.0,2914000000.0,903000000.0,702000000.0,0.79,889928000.0,211506000000.0,268127000000.0,201506000000.0,469633000000.0001,41587000000.0,389662000000.0,26334000000.0,34027000000.0,423689000000.0,45944000000.0,455000000.0,-865000000.0,-266000000.0,-34155000000.0,-279000000.0,37373000000.0,42.44
2021-03-31,4004000000.0,83000000.0,3921000000.0,2744000000.0,1153000000.0,858000000.0,0.97,882558000.0,200425000000.0,261315000000.0,203669000000.0,464984000000.0001,39325000000.0,385227000000.0,25698000000.0,34541000000.0,419768000000.0,45216000000.0,466000000.0,-3174000000.0,-220000000.0,4678000000.0,-277000000.0,-1520000000.0,47.29
