,Revenue,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2016-12-31,1560800000.0,1560800000.0,973900000.0,586900100.0,437200000.0,0.77,623900100.0,586900100.0,565100000.0,8454800000.0,930000000.0,9384800000.0,6825500000.0,16210300000.0,0.0,1005300000.0,1734500000.0,2958000000.0,3963300000.0,12247000000.0,37000000.0,446200000.0,-12800000.0,-58400000.0,-103400000.0,-365900000.0,39.58
2017-03-31,1600600000.0,1600600000.0,1045100000.0,555500000.0,417200000.0,0.74,593400000.0,555500000.0,560300000.0,8776100000.0,1023500000.0,9799600000.0,7410500000.0,17210100000.0,0.0,943400000.0,1680200000.0,3793500000.0,4736900000.0,12473200000.0,37900000.0,168100000.0,-16000000.0,132500000.0,-113300000.0,4100000.0,42.14
2017-06-30,1613900000.0,1613900000.0,1049700000.0,564200000.0,407100000.0,0.73,604499900.0,564200000.0,556200000.0,8786200000.0,978600000.0,9764800000.0,7711400000.0,17476200000.0,0.0,1061500000.0,1427800000.0,3709600000.0,4771100000.0,12705100000.0,40300000.0,344000000.0,-20200000.0,-9200000.0,-112700000.0,-369000000.0,44.79
2017-09-30,1616900000.0,1616900000.0,1059200000.0,557700400.0,422800000.0,0.76,594800400.0,557700300.0,558800000.0,8749700000.0,1001900000.0,9751601000.0,7782400000.0,17534000000.0,0.0,1189400000.0,1097600000.0,3408800000.0,4598200000.0,12935800000.0,37100000.0,177100000.0,-25900000.0,-12900000.0,-111800000.0,-225200000.0,44.51
2017-12-31,1615500000.0,1615500000.0,1034400000.0,581100000.0,-584300000.0,-1.06,621100000.0,581100000.0,550700000.0,8970400000.0,1098500000.0,10068900000.0,8005500000.0,18074400000.0,0.0,2350100000.0,1095500000.0,3643800000.0,5993900000.0,12080500000.0,40000000.0,320400000.0,-19200000.0,-58600000.0,-111700000.0,-51100000.0,43.33
2018-03-31,1617800000.0,1617800000.0,1062100000.0,555700100.0,443200000.0,0.79,594500100.0,555700100.0,545000000.0,8726500000.0,899000000.0,9821700000.0,7868300000.0,17690000000.0,0.0,3994700000.0,1078800000.0,3293100000.0,7287800000.0,10402200000.0,38800000.0,576600000.0,-24500000.0,-122900000.0,-127300000.0,-713400000.0,34.68
2018-06-30,1558600000.0,1558600000.0,1055500000.0,503100000.0,398700000.0,0.75,543500000.0,503100000.0,533000000.0,6654200000.0,946900000.0,7601100000.0,7926900000.0,15528000000.0,0.0,2257300000.0,729800000.0,3080300000.0,5337600000.0,10190400000.0,40400000.0,611500000.0,-27800000.0,-91300000.0,-1755900000.0,-2552200000.0,32.05
2018-09-30,1412600000.0,1412600000.0,1022500000.0,388300200.0,489200000.0,0.96,426200200.0,388300200.0,537400000.0,6910600000.0,847900000.0,7758500000.0,6625000000.0,14383500000.0,0.0,2277000000.0,728500000.0,1898600000.0,4175600000.0,10207900000.0,37900000.0,721200000.0,-35000000.0,-17600000.0,-122000000.0,-445000000.0,30.41
2018-12-31,1411500000.0,1411500000.0,1000000000.0,411499900.0,273400000.0,0.54,453499900.0,411499900.0,510300000.0,6658900000.0,805600000.0,7464500000.0,6486100000.0,13950600000.0,0.0,1898800000.0,730400000.0,1975100000.0,3873900000.0,10076700000.0,42000000.0,254800000.0,-25700000.0,-99100000.0,-122300000.0,-396100000.0,29.66
2019-03-31,1433800000.0,1433800000.0,1054300000.0,379500000.0,363700000.0,0.72,419100000.0,379500000.0,504700000.0,5946000000.0,841000000.0,6787000000.0,7452000000.0,14239000000.0,0.0,1919100000.0,730700000.0,1820800000.0,3739900000.0,10499100000.0,39600000.0,189400000.0,-46500000.0,-635100000.0,-133100000.0,-266700000.0,33.14
2019-06-30,1476700000.0,1476700000.0,1101800000.0,374899900.0,243300000.0,0.48,420799900.0,374899900.0,501600000.0,5757600000.0,850200000.0,6607800000.0,7855500000.0,14463300000.0,0.0,1972200000.0,728800000.0,1925300000.0,3897500000.0,10565800000.0,45900000.0,-274900000.0,-130400000.0,-274600000.0,-132100000.0,360800000.0,34.8
2019-09-30,1347400000.0,1347400000.0,1031700000.0,301000200.0,304400100.0,0.61,352700300.0,301000100.0,503600000.0,5957600000.0,839000000.0,6994300000.0,7537900000.0,14532200000.0,0.0,2293500000.0,747700000.0,1614500000.0,3908000000.0,10624200000.0,51700000.0,99200000.0,-31100000.0,-266600000.0,-131100000.0,641900000.0,28.86
2019-12-31,1389200000.0,1389200000.0,1011500000.0,372900000.0,346300000.0,0.7000000000000001,420000000.0,372900000.0,494700000.0,5976300000.0,787500000.0,6763800000.0,7962700000.0,15001800000.0,62000000.0,1891200000.0,796400000.0,2276200000.0,4167400000.0,10834400000.0,47100000.0,31700000.0,-25700000.0,-29600000.0,-130600000.0,-9300000.0,25.98
2020-03-31,1311200000.0,1311200000.0,966900000.0,339900000.0,77300000.0,0.16,384500000.0,339900000.0,491500000.0,6035800000.0,675200000.0,6711000000.0,7689300000.0,14666200000.0,49000000.0,1719100000.0,1311000000.0,2193600000.0,3912700000.0,10753500000.0,44600000.0,109300000.0,-47800000.0,35700000.0,-134600000.0,-54800000.0,16.69
2020-06-30,1161100000.0,1161100000.0,923900000.0,232500000.0,286200000.0,0.59,273300000.0,232500000.0,490400000.0,6975900000.0,927800000.0,7903700000.0,7454800000.0,15617000000.0,36000000.0,1883800000.0,1382800000.0,2729500000.0,4613300000.0,11003700000.0,40800000.0,561600000.0,-11800000.0,-470300000.0,-133900000.0,643100000.0,20.97
2020-09-30,1705000000.0,1705000000.0,1561300000.0,103600100.0,73800000.0,0.15,179900100.0,103600000.0,491900000.0,3989800000.0,1233100000.0,5222900000.0,15926800000.0,21684500000.0,211000000.0,3529500000.0,5817700000.0,7285900000.0,10815400000.0,10869100000.0,76300000.0,380700000.0,-18400000.0,-3597700000.0,-134100000.0,155400000.0,20.35
2020-12-31,1995100000.0,1995100000.0,1527800000.0,409100000.0,330700000.0,0.67,508100000.0,409100000.0,491100000.0,4419500000.0,1230100000.0,5649600000.0,15055900000.0,21229600000.0,0.0,2691100000.0,5130300000.0,7117901000.0,9809000000.0,11420600000.0,99000000.0,291200000.0,-13600000.0,-811600000.0,-134800000.0,960800000.0,24.99
2021-03-31,2076500000.0,2076500000.0,1562300000.0,456299900.0,364900000.0,0.74,556599900.0,456299900.0,490500000.0,4364700000.0,1294900000.0,5659600000.0,15712200000.0,21869800000.0,8000000.0,3265200000.0,5246000000.0,6923300000.0,10188500000.0,11681300000.0,100300000.0,255100000.0,-7200000.0,-466300000.0,-142000000.0,370000000.0,29.6
2021-06-30,2172900000.0,2172900000.0,1636800000.0,478099900.0,419000000.0,0.86,582599900.0,478099900.0,489200000.0,4361100000.0,1361100000.0,5722200000.0,16931700000.0,23129100000.0,121000000.0,2679400000.0,6655400000.0,9018900000.0,11698300000.0,11430800000.0,104500000.0,193000000.0,-14100000.0,-658100000.0,-141800000.0,212100000.0,31.99
2021-09-30,2181000000.0,2181000000.0,1591600000.0,531500000.0,638900000.0,1.31,616500000.0,531499800.0,489900000.0,4647000000.0,1428200000.0,6075399000.0,17644600000.0,24168000000.0,202000000.0,3524300000.0,7387000000.0,8833500000.0,11425000000.0,11223000000.0,85000000.0,506100000.0,-44400000.0,-679900000.0,-141100000.0,487200000.0,29.72
2021-12-31,2224000000.0,2224000000.0,1608000000.0,557700100.0,433900000.0,0.89,656800000.0,557700100.0,489800000.0,4544000000.0,1434700000.0,5979000000.0,18593600000.0,24995000000.0,186000000.0,3161100000.0,7878000000.0,9637600000.0,11815000000.0,11553000000.0,99100000.0,166400000.0,-16700000.0,-728600000.0,-143100000.0,467300000.0,33.49
2022-03-31,2081000000.0,2081000000.0,1557600000.0,463000000.0,334500000.0,0.68,560300000.0,463000000.0,490000000.0,5015000000.0,1370700000.0,6385400000.0,19049200000.0,25833000000.0,20000000.0,2995300000.0,8931000000.0,10648000000.0,12505000000.0,11541000000.0,97300000.0,104100000.0,-25800000.0,-422700000.0,-147400000.0,808600000.0,27.92
2022-06-30,2031300000.0,2031300000.0,1544800000.0,404700200.0,245200000.0,0.5,527200200.0,404700200.0,487500000.0,4479000000.0,1414800000.0,5893500000.0,21215700000.0,27596000000.0,99000000.0,2958400000.0,9335000000.0,12352500000.0,13817000000.0,11544000000.0,122500000.0,819800000.0,-13100000.0,-1528600000.0,-146600000.0,213300000.0,23.31
2022-09-30,1939000000.0,1939000000.0,1509000000.0,348499100.0,224200000.0,0.46,472199100.0,348499100.0,488700000.0,4783000000.0,1264800000.0,6047300000.0,21548800000.0,28061000000.0,156000000.0,4525600000.0,9207000000.0,11236100000.0,14236000000.0,11475000000.0,123700000.0,866400000.0,-34700000.0,-649300000.0,-146000000.0,95800000.0,21.52
