,Revenue,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,2013600000.0,2013600000.0,1284200000.0,729399900.0,572800000.0,0.8967,790099900.0,729399900.0,634000000.0,5555800000.0,1232900000.0,6889000000.0,7921200000.0,14810200000.0,0.0,1702000000.0,2423000000.0,3030300000.0,4732300000.0,10077900000.0,60700000.0,485400000.0,-15900000.0,63500000.0,-1400000.0,-209500000.0,50.27
2013-06-30,2084800000.0,2084800000.0,1313100000.0,771700100.0,548300000.0,0.87,830400100.0,771700100.0,633600000.0,6232100000.0,1194900000.0,7530100000.0,7787100000.0,15317200000.0,0.0,1864200000.0,2389500000.0,3050700000.0,4914900000.0,10402300000.0,58700000.0,755800000.0,-13400000.0,79600000.0,-61800000.0,-157900000.0,45.34
2013-09-30,1984800000.0,1984800000.0,1249700000.0,735100600.0,499100000.0,0.8,793300600.0,735100100.0,633100000.0,6323100000.0,1268600000.0,7704100000.0,7686200000.0,15390300000.0,0.0,1742700000.0,2295100000.0,2962100000.0,4704800000.0,10685500000.0,58200000.0,508100000.0,-20600000.0,55300000.0,-61600000.0,-510300000.0,50.55
2013-12-31,2109500000.0,2109500000.0,1296400000.0,813100100.0,600300000.0,0.96,872400100.0,813100100.0,628100000.0,6634400000.0,1313700000.0,8066800000.0,7842500000.0,15909300000.0,0.0,1893600000.0,2257200000.0,2931300000.0,4824900000.0,11084400000.0,59300000.0,324700000.0,-15000000.0,115800000.0,-64100000.0,-72500000.0,57.73
2014-03-31,2095900000.0,2095900000.0,1309900000.0,786000000.0,557100000.0,0.89,843800000.0,786000000.0,626100000.0,6910900000.0,1209700000.0,8120600000.0,8016800000.0,16137400000.0,0.0,1714300000.0,2229400000.0,2949900000.0,4664200000.0,11473200000.0,57800000.0,314700000.0,-13400000.0,-113900000.0,-75800000.0,9100000.0,54.18
2014-06-30,2130500000.0,2130500000.0,1343700000.0,786799900.0,575000000.0,0.92,839799900.0,786799900.0,623200000.0,7697600000.0,1002800000.0,8869700000.0,7822200000.0,16691900000.0,0.0,1860600000.0,2190200000.0,2910400000.0,4771000000.0,11920900000.0,53000000.0,771500000.0,-9800000.0,282400000.0,-75400000.0,-268900000.0,57.84
2014-09-30,2155500000.0,2155500000.0,1320200000.0,835300800.0,637600000.0,1.03,887600800.0,835300800.0,624800000.0,7596000000.0,950000000.0,8644100000.0,7713000000.0,16357100000.0,0.0,1219800000.0,2149000000.0,2924900000.0,4144700000.0,12212400000.0,52300000.0,727100000.0,-14900000.0,106300000.0,-75100000.0,-863000000.0,54.61
2014-12-31,2064300000.0,2064300000.0,1282300000.0,782000100.0,562800000.0,0.91,837100100.0,782000100.0,620100000.0,7885200000.0,926700000.0,8889500000.0,7407300000.0,16296800000.0,0.0,1451800000.0,2099500000.0,2690500000.0,4142300000.0,12154500000.0,55100000.0,572400000.0,-16100000.0,90500000.0,-75800000.0,-327900000.0,55.37
2015-03-31,2009800000.0,2009800000.0,1252100000.0,757700100.0,602500000.0,0.98,811400100.0,757700100.0,617600000.0,8122300000.0,919100000.0,9137000000.0,7354100000.0,16491100000.0,0.0,1041200000.0,2478000000.0,3020400000.0,4061600000.0,12429500000.0,53700000.0,549000000.0,-13600000.0,16600000.0,-405200000.0,-217100000.0,51.32
2015-06-30,2000800000.0,2000800000.0,1231000000.0,769800000.0,504200000.0,0.8200000000000001,820800000.0,769800000.0,614100000.0,8426399000.0,899000000.0,9431699000.0,7238600000.0,16670300000.0,0.0,1152000000.0,2203500000.0,2804400000.0,3956400000.0,12713900000.0,51000000.0,693500000.0,-13800000.0,128200000.0,-93000000.0,-552200000.0,49.03
2015-09-30,1873800000.0,1873800000.0,1155700000.0,718100700.0,353800100.0,0.59,768500700.0,718100300.0,614800000.0,8368100000.0,838000000.0,9206100000.0,7129600000.0,16335700000.0,0.0,1117800000.0,2155300000.0,2722100000.0,3839900000.0,12495800000.0,50400000.0,437100000.0,-25300000.0,13600000.0,-92400000.0,-515000000.0,37.26
2015-12-31,1758000000.0,1758000000.0,1104400000.0,653600100.0,445100000.0,0.74,699000100.0,653600100.0,597600000.0,8269000000.0,863700000.0,9233101000.0,6922400000.0,16155500000.0,0.0,1077300000.0,2120300000.0,2657300000.0,3734600000.0,12420900000.0,45400000.0,295200000.0,-19100000.0,89200000.0,-91500000.0,-463400000.0,36.82
2016-03-31,1613900000.0,1613900000.0,1076600000.0,537300000.0,357700000.0,0.61,575200100.0,537300000.0,587000000.0,8041000000.0,798000000.0,8839000000.0,7051900000.0,15890900000.0,0.0,896000000.0,2166400000.0,2591200000.0,3487200000.0,12403700000.0,37900000.0,134500000.0,-16000000.0,9800000.0,-107400000.0,-403100000.0,39.05
2016-06-30,1634300000.0,1634300000.0,1038900000.0,595400000.0,443200000.0,0.77,635700000.0,595400000.0,578900000.0,8242100000.0,812600000.0,9952600000.0,6044900000.0,15997500000.0,0.0,961100000.0,2163800000.0,2664900000.0,3626000000.0,12371500000.0,40300000.0,735700000.0,-26300000.0,-7000000.0,-105700000.0,-509200000.0,33.37
2016-09-30,1611800000.0,1611800000.0,1032400000.0,579400400.0,469800100.0,0.8200000000000001,618100300.0,579400000.0,583800000.0,8483300000.0,794300000.0,9277600000.0,6821200000.0,16098800000.0,0.0,997300000.0,2083400000.0,2573300000.0,3570600000.0,12528200000.0,38700000.0,562300000.0,-36200000.0,100200000.0,-104100000.0,-425000000.0,35.57
