,Revenue,COGS,Gross Profit,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price,Current Debt
2016-03-31,1807211000.0,922321000.0,884890100.0,206900000.0,119511000.0,0.43110000000000004,237145000.0,206900000.0,276255000.0,837515000.0,3681855000.0,4519370000.0,17711560000.0,22230930000.0,14359860000.0,2261483000.0,3083022000.0,17442880000.0,4788056000.0,30245000.0,140768000.0,-66242000.0,-105550000.0,-14711000.0,27395000.0,24.98,0
2016-06-30,1855914000.0,964162000.0,891752000.0,193066000.0,108967000.0,0.3956,209694000.0,193066000.0,275886000.0,948710000.0,3795359000.0,4744069000.0,18281790000.0,23025860000.0,14561430000.0,2535764000.0,3525376000.0,18086810000.0,4939053000.0,16628000.0,191550000.0,-69416000.0,-323821000.0,-15944000.0,254074000.0,26.63,0
2016-09-30,2019727000.0,965856000.0,1053871000.0,368658000.0,220650000.0,0.8,390938000.0,368658000.0,275764500.0,873064000.0,3620537000.0,4493601000.0,18852060000.0,23345660000.0,14768090000.0,2489877000.0,3615740000.0,18383830000.0,4961824000.0,22280000.0,394192000.0,-110066000.0,-372500000.0,1000.0,-97088000.0,25.67,0
2016-12-31,1971332000.0,993461100.0,977870800.0,268710600.0,152788000.0,0.56,285608600.0,268710400.0,275964800.0,795285000.0,3930427000.0,4725712000.0,18639130000.0,23364840000.0,14693620000.0,2488225000.0,3590087000.0,18283710000.0,5081134000.0,16898000.0,121866000.0,-104228000.0,7383000.0,-153345000.0,-191313000.0,29.56,0
2017-03-31,1870418000.0,979603000.0,890814900.0,221095900.0,123447000.0,0.4489,239228900.0,221095900.0,274259200.0,608393000.0,3435799000.0,4044192000.0,19503220000.0,23547410000.0,14845260000.0,2487271000.0,3483617000.0,18328870000.0,5218541000.0,18133000.0,75472000.0,-61167000.0,-269755000.0,0.0,-2756000.0,31.39,0
2017-06-30,1848049000.0,964698000.0,883351000.0,197759900.0,109004000.0,0.38670000000000004,224305900.0,197759900.0,282001500.0,788354000.0,3678331000.0,4466685000.0,19526800000.0,23993490000.0,14971430000.0,2487039000.0,3696108000.0,18667540000.0,5325949000.0,26546000.0,149386000.0,-138394000.0,45441000.0,-15758000.0,-15737000.0,30.74,0
2017-09-30,2031342000.0,1081174000.0,950168100.0,262934100.0,162054000.0,0.5733,296392100.0,262934100.0,283090500.0,773997000.0,3855879000.0,4629876000.0,19706200000.0,24336080000.0,15292510000.0,2488000000.0,3572914000.0,18865430000.0,5470649000.0,33458000.0,297000000.0,-33713000.0,-209763000.0,-77613000.0,-108879000.0,29.66,0
2017-12-31,1934955000.0,976872800.0,958082300.0,238277100.0,154589000.0,0.5422,273096100.0,238277000.0,280500000.0,950471000.0,3746324000.0,4696795000.0,19603120000.0,24299920000.0,15207050000.0,2497270000.0,3641706000.0,18848750000.0,5451163000.0,34819000.0,189025000.0,-118484000.0,100613000.0,-94828000.0,-107714000.0,31.84,0
2018-03-31,1891247000.0,963219000.0,928028000.0,248045800.0,166396000.0,0.5867,277072800.0,248045800.0,284344500.0,956603000.0,3741057000.0,4697660000.0,19890170000.0,24587830000.0,15437640000.0,2679565000.0,3658008000.0,19095650000.0,5492180000.0,29027000.0,-20035000.0,-350703000.0,-131484000.0,-17016000.0,157410000.0,32.31,0
2018-06-30,1910916000.0,973636000.0,937280000.0,268947000.0,180075000.0,0.6311,296292000.0,268947000.0,284664000.0,911202000.0,3863020000.0,4774222000.0,19846920000.0,24621140000.0,15430710000.0,2699172000.0,3724809000.0,19155520000.0,5465628000.0,27345000.0,139397000.0,-98022000.0,-84940000.0,-60857000.0,-43030000.0,32.18,0
2018-09-30,1937902000.0,1017720000.0,920182000.0,249070900.0,161920000.0,0.5689000000000001,269239900.0,249070900.0,285361500.0,819366000.0,3923771000.0,4743137000.0,20112510000.0,24855650000.0,15558310000.0,2697802000.0,3818302000.0,19376620000.0,5479033000.0,20169000.0,223162000.0,-41267000.0,-310039000.0,-18258000.0,-22666000.0,35.52,0
2018-12-31,1951586000.0,1020127000.0,931459100.0,203215200.0,132358000.0,0.4622,257782200.0,203215100.0,285000000.0,817602000.0,4087281000.0,4904883000.0,19991090000.0,24895980000.0,15583360000.0,2789519000.0,3832823000.0,19416180000.0,5479798000.0,54567000.0,277675000.0,-73932000.0,-187781000.0,-158820000.0,-99117000.0,32.85,0
2019-03-31,1937022000.0,988650000.0,948371900.0,270159900.0,180722000.0,0.6333000000000001,297583900.0,270159900.0,285600000.0,937428000.0,4228480000.0,5165908000.0,20419360000.0,25585260000.0,15852090000.0,2782697000.0,3930374000.0,19782460000.0,5802796000.0,27424000.0,78330000.0,-56200000.0,41791000.0,0.0,-976000.0,37.65,0
2019-06-30,2023384000.0,1028830000.0,994554100.0,314454100.0,216709000.0,0.76,338319100.0,314454100.0,285768000.0,1258174000.0,4476647000.0,5734821000.0,20753080000.0,26487900000.0,16388730000.0,2781665000.0,4079097000.0,20467820000.0,6020078000.0,23865000.0,324316000.0,-72377000.0,20826000.0,-18302000.0,-22874000.0,43.95,0
2019-09-30,1965716000.0,1041471000.0,924245000.0,241456900.0,165208000.0,0.58,232174900.0,241456900.0,286293000.0,812550000.0,4297880000.0,5110430000.0,21108080000.0,26218510000.0,16424810000.0,2342778000.0,3694254000.0,20119070000.0,6099443000.0,-9282000.0,392398000.0,-49763000.0,-254567000.0,-111733000.0,-575344000.0,48.15,0
2019-12-31,1976074000.0,1072165000.0,903908600.0,180257600.0,119305000.0,0.4133,251637600.0,180257700.0,286500000.0,1023710000.0,4554412000.0,5578122000.0,21084020000.0,26662140000.0,16600070000.0,2626279000.0,3943732000.0,20543800000.0,6118342000.0,71380000.0,348749000.0,-28869000.0,-232921000.0,-178156000.0,86001000.0,46.07,0
2020-03-31,1810610000.0,1107253000.0,703356900.0,30266000.0,-4418000.0,-0.013300000000000001,55329000.0,30266000.0,285430500.0,965012000.0,4386706000.0,5351718000.0,20738210000.0,26089930000.0,16901880000.0,2631068000.0,3650504000.0,20552380000.0,5537544000.0,25063000.0,152570000.0,-38886000.0,30822000.0,-20069000.0,-221956000.0,34.78,0
2020-06-30,1936026000.0,1135126000.0,800900000.0,143822000.0,71260000.0,0.2533,182824000.0,143822000.0,278968500.0,2430826000.0,4714832000.0,7145658000.0,20177630000.0,27323290000.0,17416620000.0,2924647000.0,4061278000.0,21477900000.0,5845391000.0,39002000.0,427281000.0,-14298000.0,855486000.0,-21351000.0,174781000.0,38.19,0
2020-09-30,2039819000.0,1114632000.0,925187000.0,246182000.0,151678000.0,0.5467000000000001,278312000.0,246182000.0,278647500.0,2571447000.0,4738248000.0,7309695000.0,20902670000.0,28212370000.0,17920670000.0,3072813000.0,4252024000.0,22172700000.0,6039672000.0,32130000.0,557094000.0,-20268000.0,-520848000.0,-21402000.0,98975000.0,40.77,0
2020-12-31,2312470000.0,1111695000.0,1200775000.0,435069100.0,312150000.0,1.12,473939100.0,435068800.0,280500000.0,2372366000.0,5117028000.0,7489394000.0,21117520000.0,28606910000.0,18283740000.0,2725334000.0,3997371000.0,22281120000.0,6325797000.0,38870000.0,479741000.0,214215000.0,-245764000.0,-21325000.0,-449643000.0,44.28,0
2021-03-31,2156869000.0,1121592000.0,1035277000.0,332718900.0,229525000.0,0.8267,366261900.0,332718900.0,277793000.0,2014911000.0,5067521000.0,7082432000.0,22708840000.0,29791270000.0,18832250000.0,3310414000.0,4528743000.0,23360990000.0,6430284000.0,33543000.0,310990000.0,-1085000.0,-1195231000.0,-21285000.0,528217000.0,50.23,0
2021-06-30,2296086000.0,1203647000.0,1092439000.0,338035900.0,237238000.0,0.8533000000000001,375089900.0,338035900.0,277733000.0,1790199000.0,5530501000.0,7320700000.0,22977220000.0,30297920000.0,19560760000.0,2919046000.0,4149206000.0,23709960000.0,6587954000.0,37054000.0,384819000.0,154927000.0,-206411000.0,0.0,-404247000.0,49.62,0
2021-09-30,2424283000.0,1298392000.0,1125891000.0,367381100.0,261297000.0,0.9400000000000001,398114100.0,367381100.0,277547000.0,2069029000.0,5538085000.0,7607114000.0,23937170000.0,31544290000.0,20246370000.0,3266118000.0,4634210000.0,24880580000.0,6663711000.0,30733000.0,828585000.0,-24402000.0,-638931000.0,-134822000.0,98046000.0,48.79,0
2021-12-31,2578228000.0,1330329000.0,1247899000.0,391949000.0,294430000.0,1.0667,420301000.0,391949100.0,277500000.0,1568843000.0,5445998000.0,7014841000.0,25033040000.0,32047880000.0,20806660000.0,3267068000.0,4573482000.0,25380150000.0,6667730000.0,28352000.0,659593000.0,-29188000.0,-948573000.0,-199629000.0,-216185000.0,54.93,0
2022-03-31,2915409000.0,1339252000.0,1576157000.0,767403100.0,590638000.0,2.13,792034100.0,767403100.0,276772000.0,2114841000.0,5528518000.0,7643358000.0,24607590000.0,32250950000.0,21331010000.0,2841987000.0,4032147000.0,25363150000.0,6887799000.0,24631000.0,477682000.0,19027000.0,518563000.0,-22983000.0,-451330000.0,66.59,0
2022-06-30,2512887000.0,1435817000.0,1077070000.0,254284900.0,179322000.0,0.65,266891900.0,254284900.0,276815000.0,1316603000.0,5856496000.0,7173099000.0,25519350000.0,32692450000.0,21937050000.0,2840284000.0,4218521000.0,26155570000.0,6536873000.0,12607000.0,527971000.0,-47029000.0,-1308472000.0,0.0,636000.0,68.26,0
2022-09-30,2724400000.0,1564578000.0,1159822000.0,318044900.0,228879000.0,0.8300000000000001,326843900.0,318044900.0,277192000.0,1130750000.0,5913521000.0,7044271000.0,26032550000.0,33076820000.0,22495190000.0,2842478000.0,4211653000.0,26706840000.0,6369976000.0,8799000.0,767650000.0,-25938000.0,-760506000.0,-159164000.0,-184153000.0,64.58,0
