,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2013-03-31,721937000.0,41149000.0,680788000.0,462065000.0,208403000.0,145304000.0,0.17,841103000.0,986525000.0,44058300000.0,11996660000.0,56054960000.0,0.0,48659360000.0,1528466000.0,1528466000.0,50187830000.0,5867138000.0,67177000.0,211909000.0,-23942000.0,-515681000.0,-33683000.0,-130346000.0,7.37
2013-06-30,714501000.0,37645000.0,676856000.0,460225000.0,206269000.0,143033000.0,0.17,834730000.0,1151548000.0,44320300000.0,11793380000.0,56113690000.0,0.0,48077260000.0,2252914000.0,2252914000.0,50330170000.0,5783515000.0,68187000.0,197179000.0,-25185000.0,-90242000.0,-33886000.0,58281000.0,7.87
2013-09-30,716679000.0,38060000.0,678619000.0,424374000.0,243883000.0,170869000.0,0.21,830398000.0,1244925000.0,45144790000.0,11503460000.0,56648250000.0,0.0,48337050000.0,2349618000.0,2349618000.0,50686670000.0,5961579000.0,74947000.0,404206000.0,-39973000.0,-606845000.0,-41477000.0,316391000.0,8.26
2013-12-31,719716100.0,39175000.0,680541100.0,460020000.0,210201000.0,150207000.0,0.18,834205000.0,1093748000.0,45502460000.0,13964710000.0,59467180000.0,0.0,50918750000.0,2458272000.0,2458272000.0,53377020000.0,6090153000.0,71234000.0,199951000.0,-13108000.0,-3027565000.0,-41562000.0,2721088000.0,9.65
2014-03-31,720940000.0,34949000.0,685991000.0,475460000.0,201240000.0,141179000.0,0.17,829659000.0,1084934000.0,46749170000.0,14396580000.0,61145750000.0,0.0,51812870000.0,3156652000.0,3156652000.0,54969520000.0,6176234000.0,85015000.0,155964000.0,-10613000.0,-956518000.0,-41146000.0,772686000.0,9.97
2014-06-30,745389000.0,35274000.0,710115000.0,478501000.0,222093900.0,156656000.0,0.19,821546000.0,1338628000.0,48780900000.0,15016220000.0,63797110000.0,0.0,51086970000.0,6469352000.0,6469352000.0,57556320000.0,6240791000.0,70852000.0,226635000.0,-11982000.0,-2390737000.0,-41438000.0,2409291000.0,9.54
2014-09-30,748409000.0,34725000.0,713684000.0,494985000.0,208886000.0,147052000.0,0.18,816497000.0,1019220000.0,49187560000.0,15143070000.0,64330630000.0,0.0,52821830000.0,5224588000.0,5224588000.0,58046420000.0,6284210000.0,86107000.0,246627000.0,-8964000.0,-186335000.0,-38669000.0,-398883000.0,9.73
2014-12-31,740903300.0,34373000.0,706530300.0,475112100.0,220765100.0,155651000.0,0.19,819917000.0,1327315000.0,50601380000.0,15696630000.0,66298010000.0,0.0,55633880000.0,4335962000.0,4335962000.0,59969840000.0,6328170000.0,93858000.0,259560000.0,-27303000.0,-1471191000.0,-45682000.0,1552334000.0,10.52
2015-03-31,733719000.0,34411000.0,699308000.0,469242000.0,219860000.0,157889000.0,0.19,809778000.0,1021532000.0,51659910000.0,16342750000.0,68002660000.0,0.0,56381870000.0,5158836000.0,5158836000.0,61540710000.0,6461954000.0,95664000.0,-18257000.0,-13094000.0,-1168806000.0,-48738000.0,866374000.0,11.05
2015-06-30,811568000.0,39109000.0,772459000.0,502236000.0,260263100.0,188238000.0,0.23,806891000.0,1510524000.0,52194480000.0,16651170000.0,68845650000.0,0.0,56494810000.0,5854584000.0,5854584000.0,62349390000.0,6496258000.0,72293000.0,104352000.0,-29999000.0,-353097000.0,-48572000.0,728838000.0,11.31
