,Revenue,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2018-06-30,1345000000.0,1345000000.0,713200000.0,594700000.0,438400000.0,1.81,632500000.0,594700000.0,242200000.0,1484400000.0,564400000.0,2048800000.0,5833400000.0,7882200000.0,0.0,626000000.0,0.0,1141600000.0,1767600000.0,6114600000.0,37800000.0,408300000.0,-41900000.0,-424200000.0,-173900000.0,-146100000.0,116.09
2018-09-30,1394600000.0,1394600000.0,716100000.0,640599900.0,569300000.0,2.34,680799900.0,640599900.0,242800000.0,2090600000.0,583100000.0,2673700000.0,5856900000.0,8530600000.0,0.0,841800000.0,0.0,1228300000.0,2070100000.0,6460500000.0,40200000.0,557100000.0,-42900000.0,113600000.0,-173600000.0,-74900000.0,109.18
2018-12-31,1305000000.0,1305000000.0,737900100.0,542300000.0,386699900.0,1.43,586900000.0,542300300.0,242200000.0,1425200000.0,549600000.0,1974800000.0,5714500000.0,7689300000.0,0.0,406000000.0,0.0,1159000000.0,1565000000.0,6124300000.0,44600000.0,133500000.0,-47000000.0,-45100000.0,-172000000.0,-776400000.0,92.32
2019-03-31,1327300000.0,1327300000.0,750600000.0,532500100.0,499600000.0,2.11,574400100.0,532500100.0,236600000.0,1657400000.0,604600000.0,2262000000.0,6069700000.0,8458900000.0,0.0,604300000.0,161900000.0,1543600000.0,2147900000.0,6311000000.0,41900000.0,578700000.0,-47700000.0,-33800000.0,-184600000.0,-306000000.0,100.12
2019-06-30,1395200000.0,1395200000.0,746700100.0,615099900.0,513700000.0,2.18,659199800.0,615099900.0,235900000.0,1802400000.0,619800000.0,2422200000.0,6370000000.0,8912300000.0,0.0,619500000.0,154900000.0,1713700000.0,2333200000.0,6579100000.0,44100000.0,370100000.0,-46800000.0,4700000.0,-183200000.0,-195500000.0,109.71
2019-09-30,1426700000.0,1426700000.0,729600000.0,659100000.0,532000000.0,2.26,704800000.0,659100000.0,234900000.0,2213200000.0,620600000.0,2833800000.0,6452700000.0,9397800000.0,0.0,786500000.0,146400000.0,1771500000.0,2558000000.0,6839800000.0,45700000.0,551900000.0,-54400000.0,-47600000.0,-182600000.0,-121500000.0,114.25
2019-12-31,1468700000.0,1468700000.0,850800100.0,580300500.0,530700100.0,2.27,639400500.0,580300100.0,235400000.0,1781800000.0,646600000.0,2428400000.0,6791200000.0,9330400000.0,27000000.0,358400000.0,120000000.0,1869900000.0,2228300000.0,7102100000.0,59100000.0,22000000.0,-55700000.0,-247800000.0,-183500000.0,-209700000.0,121.84
2020-03-31,1462600000.0,1462600000.0,713800000.0,707200000.0,333700000.0,1.43,753299900.0,707200000.0,234100000.0,1562400000.0,585300000.0,2147700000.0,6351601000.0,8636900000.0,0.0,472200000.0,173000000.0,1730700000.0,2202900000.0,6434000000.0,46100000.0,787700000.0,-46000000.0,27600000.0,-215200000.0,-992300000.0,97.65
2020-06-30,1415400000.0,1415400000.0,822100000.0,553700000.0,586200000.0,2.58,601900000.0,553700000.0,227400000.0,2058100000.0,655700000.0,2713800000.0,6632000000.0,9477300000.0,0.0,838300000.0,166000000.0,1888300000.0,2726600000.0,6750700000.0,48200000.0,853000000.0,-59300000.0,-25200000.0,-210500000.0,-318800000.0,123.5
2020-09-30,1595800000.0,1595800000.0,830100000.0,728900100.0,625300000.0,2.75,778600100.0,728900100.0,227000000.0,2228200000.0,714800000.0,2943000000.0,7052400000.0,10134600000.0,0.0,836900000.0,175000000.0,2169200000.0,3006100000.0,7128500000.0,49700000.0,276200000.0,-50100000.0,-55500000.0,-210000000.0,-108200000.0,128.22
2020-12-31,1732901000.0,1732901000.0,939499800.0,755900400.0,762199900.0,3.36,801500400.0,755900100.0,228800000.0,2151700000.0,863100000.0,3014800000.0,7526600000.0,10659000000.0,50000000.0,406300000.0,104000000.0,2545700000.0,2952000000.0,7707000000.0,45600000.0,2000000.0,-59200000.0,16800000.0,-210100000.0,-67000000.0,151.39
2021-03-31,1826800000.0,1826800000.0,892600000.0,893200100.0,729500000.0,3.2,942200100.0,893200100.0,227700000.0,2830100000.0,885900000.0,3716000000.0,6938200000.0,10764400000.0,0.0,773700000.0,146000000.0,1982500000.0,2756200000.0,8008200000.0,49000000.0,994700000.0,-58800000.0,-30800000.0,-252300000.0,-307500000.0,171.6
2021-06-30,1929300000.0,1929300000.0,927900000.0,958100000.0,793500000.0,3.5,1008500000.0,958100000.0,226900000.0,3514900000.0,918200000.0,4433100000.0,6744400000.0,11279200000.0,0.0,1528400000.0,139000000.0,1857800000.0,3386200000.0,7893000000.0,50400000.0,807300000.0,-63000000.0,36500000.0,-252800000.0,-185200000.0,197.97
2021-09-30,1954100000.0,1954100000.0,887599900.0,996200100.0,757700000.0,3.34,1047900000.0,996200100.0,226900000.0,3419000000.0,941600000.0,4360100000.0,6984400000.0,11451000000.0,0.0,1068000000.0,142000000.0,2120600000.0,2102000000.0,8262000000.0,51700000.0,1288700000.0,-56900000.0,51900000.0,-948900000.0,-1398400000.0,196.7
2021-12-31,1961700000.0,1961700000.0,1017500000.0,862499600.0,721700000.0,3.21,916199600.0,862499600.0,226600000.0,1523000000.0,1058300000.0,2581400000.0,9726399000.0,12509000000.0,0.0,765700000.0,249000000.0,2471900000.0,2255000000.0,9023000000.0,53700000.0,361300000.0,-60400000.0,-1155700000.0,-247900000.0,-1097700000.0,196.64
2022-03-31,1863000000.0,1863000000.0,905200100.0,877399900.0,554900000.0,2.43,985799900.0,877399900.0,228200000.0,1998000000.0,919500000.0,2917000000.0,9266500000.0,12348000000.0,0.0,925500000.0,212000000.0,2095900000.0,2231000000.0,9054000000.0,108400000.0,1103400000.0,-54900000.0,3800000.0,-279200000.0,-644100000.0,151.19
2022-06-30,1513000000.0,1513000000.0,768100000.0,668600000.0,332200000.0,1.47,776100000.0,668600000.0,226700000.0,2116000000.0,773200000.0,2889200000.0,8721399000.0,11769000000.0,0.0,890000000.0,205000000.0,1705700000.0,2031000000.0,8964000000.0,107500000.0,623600000.0,-67900000.0,-29500000.0,-277000000.0,-486900000.0,113.61
2022-09-30,1588200000.0,1588200000.0,937999900.0,574600000.0,375200000.0,1.67,683100000.0,574600000.0,225300000.0,2366000000.0,741400000.0,3107700000.0,8602699000.0,11993000000.0,0.0,1122200000.0,320000000.0,1756500000.0,2298000000.0,8908000000.0,108500000.0,767600000.0,-54400000.0,-43800000.0,-276200000.0,-485700000.0,105.01
2022-12-31,1524200000.0,1524200000.0,1036700000.0,253100000.0,259500000.0,0.0,0.0,253100000.0,223700000.0,1755600000.0,748700000.0,2504300000.0,8859601000.0,11643300000.0,0.0,0.0,0.0,2803800000.0,2803800000.0,8839500000.0,0.0,0.0,0.0,0.0,832400000.0,0.0,109.06
