"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","2,415,982","31%","73,860,646","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,142,184","28%","10,507,600","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","1,338,172","17%","41,571,033","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","96,242","1.2%","844,155","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","35,852","0.5%","175,000","",""
"AAPL","APPLE INC","COM","037833100","34,468","0.4%","327,452","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","31,220","0.4%","647,054","",""
"MSFT","MICROSOFT CORP","COM","594918104","29,849","0.4%","538,008","",""
"BCE.TO","BCE INC","COM NEW","05534B760","29,722","0.4%","772,300","",""
"VMW","VMWARE INC","CL A COM","928563402","29,250","0.4%","517,061","",""
"PEP","PEPSICO INC","COM","713448108","28,241","0.4%","282,641","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","27,334","0.4%","664,091","",""
"M","MACYS INC","COM","55616P104","26,976","0.3%","771,186","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","22,072","0.3%","218,121","",""
"NTAP","NETAPP INC","COM","64110D104","21,751","0.3%","819,846","",""
"EXC","EXELON CORP","COM","30161N101","21,621","0.3%","778,563","",""
"ORCL","ORACLE CORP","COM","68389X105","20,308","0.3%","555,928","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","19,582","0.3%","423,665","",""
"ADI","ANALOG DEVICES INC","COM","032654105","19,054","0.2%","344,429","",""
"LUMN","CENTURYLINK INC","COM","156700106","19,052","0.2%","757,250","",""
"SPLS","STAPLES INC","COM","855030102","18,472","0.2%","1,950,540","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","17,662","0.2%","1,147,605","",""
"MAR","MARRIOTT INTL INC NEW","CL A","571903202","17,650","0.2%","263,276","",""
"SE","SPECTRA ENERGY CORP","COM","847560109","17,428","0.2%","727,986","",""
"NEM","NEWMONT MINING CORP","COM","651639106","17,227","0.2%","957,569","",""
"PVH","PVH CORP","COM","693656100","17,064","0.2%","231,691","",""
"","NOBLE CORP PLC","SHS USD","G65431101","16,852","0.2%","1,597,352","",""
"FOSL","FOSSIL GROUP INC","COM","34988V106","16,842","0.2%","460,655","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","16,458","0.2%","723,439","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","16,280","0.2%","473,900","",""
"KSS","KOHLS CORP","COM","500255104","15,663","0.2%","328,840","",""
"NRG","NRG ENERGY INC","COM NEW","629377508","15,626","0.2%","1,327,634","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","15,267","0.2%","158,919","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","15,153","0.2%","174,372","",""
"T.TO","TELUS CORP","COM","87971M103","14,548","0.2%","528,200","",""
"T","AT&T INC","COM","00206R102","14,481","0.2%","420,847","",""
"WU","WESTERN UN CO","COM","959802109","14,357","0.2%","801,642","",""
"CMI","CUMMINS INC","COM","231021106","14,236","0.2%","161,750","",""
"GG","GOLDCORP INC NEW","COM","380956409","14,182","0.2%","1,226,822","",""
"FFIV","F5 NETWORKS INC","COM","315616102","14,065","0.2%","145,055","",""
"PFE","PFIZER INC","COM","717081103","14,023","0.2%","434,408","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","13,623","0.2%","177,313","",""
"IP","INTL PAPER CO","COM","460146103","13,224","0.2%","350,780","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","12,930","0.2%","182,857","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","12,901","0.2%","1,748,103","",""
"KO","COCA COLA CO","COM","191216100","12,784","0.2%","297,574","",""
"HFC","HOLLYFRONTIER CORP","COM","436106108","12,648","0.2%","317,080","",""
"FL","FOOT LOCKER INC","COM","344849104","12,623","0.2%","193,926","",""
"META","FACEBOOK INC","CL A","30303M102","12,298","0.2%","117,500","",""
"URI","UNITED RENTALS INC","COM","911363109","12,235","0.2%","168,662","",""
"MOS","MOSAIC CO NEW","COM","61945C103","12,200","0.2%","442,198","",""
"GPS","GAP INC DEL","COM","364760108","11,525","0.1%","466,607","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","11,268","0.1%","109,693","",""
"CSCO","CISCO SYS INC","COM","17275R102","11,166","0.1%","411,180","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COM","00971T101","11,036","0.1%","209,691","",""
"EOG","EOG RES INC","COM","26875P101","10,930","0.1%","154,400","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","10,917","0.1%","374,900","",""
"QCOM","QUALCOMM INC","COM","747525103","10,903","0.1%","218,122","",""
"INTU","INTUIT","COM","461202103","10,901","0.1%","112,963","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","10,878","0.1%","160,900","",""
"CVX","CHEVRON CORP NEW","COM","166764100","10,822","0.1%","120,300","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","10,804","0.1%","138,600","",""
"BP","BP PLC","SPONSORED ADR","055622104","10,763","0.1%","344,300","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","10,746","0.1%","418,000","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","10,745","0.1%","417,111","",""
"COP","CONOCOPHILLIPS","COM","20825C104","10,725","0.1%","229,700","",""
