"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","4,702,021","35%","109,019,733","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","3,741,247","28%","19,115,300","",""
"EEM","ISHARES","MSCI EMG MKT ETF","464287234","3,266,421","25%","75,559,118","",""
"AAPL","APPLE INC","COM","037833100","53,174","0.4%","572,197","",""
"LQD","ISHARES","IBOXX INV CP ETF","464287242","50,656","0.4%","424,755","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","37,980","0.3%","209,520","",""
"INTC","INTEL CORP","COM","458140100","34,863","0.3%","1,128,253","",""
"IVV","ISHARES","CORE S&P500 ETF","464287200","34,475","0.3%","175,000","",""
"MSFT","MICROSOFT CORP","COM","594918104","32,607","0.2%","781,945","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","29,004","0.2%","349,821","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","28,468","0.2%","1,160,082","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","25,271","0.2%","591,600","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","24,732","0.2%","941,100","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","23,548","0.2%","481,265","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","22,619","0.2%","686,474","",""
"ORCL","ORACLE CORP","COM","68389X105","20,913","0.2%","515,982","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","19,812","0.1%","430,400","",""
"EOG","EOG RES INC","COM","26875P101","19,508","0.1%","166,938","",""
"WFM","WHOLE FOODS MKT INC","COM","966837106","18,481","0.1%","478,412","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","17,891","0.1%","338,900","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","17,435","0.1%","173,171","",""
"VTR","VENTAS INC","COM","92276F100","16,883","0.1%","263,384","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","16,729","0.1%","163,000","",""
"TXN","TEXAS INSTRS INC","COM","882508104","16,489","0.1%","345,026","",""
"COP","CONOCOPHILLIPS","COM","20825C104","15,457","0.1%","180,300","",""
"GG","GOLDCORP INC NEW","COM","380956409","14,700","0.1%","526,707","",""
"KO","COCA COLA CO","COM","191216100","14,694","0.1%","346,874","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","14,643","0.1%","255,200","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","14,007","0.1%","765,400","",""
"QCOM","QUALCOMM INC","COM","747525103","13,936","0.1%","175,965","",""
"BP","BP PLC","SPONSORED ADR","055622104","13,435","0.1%","254,700","",""
"EQT","EQT CORP","COM","26884L109","13,103","0.1%","122,573","",""
"CAG","CONAGRA FOODS INC","COM","205887102","12,815","0.1%","431,782","",""
"CVX","CHEVRON CORP NEW","COM","166764100","12,585","0.1%","96,400","",""
"PEP","PEPSICO INC","COM","713448108","12,550","0.1%","140,477","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","12,517","0.1%","855,600","",""
"CSCO","CISCO SYS INC","COM","17275R102","12,305","0.1%","495,180","",""
"PHM","PULTE GROUP INC","COM","745867101","12,112","0.1%","600,814","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","12,066","0.1%","222,300","",""
"CCL","CARNIVAL CORP","PAIRED CTF","143658300","12,042","0.1%","319,835","",""
"XLNX","XILINX INC","COM","983919101","11,893","0.1%","251,379","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","11,760","0.1%","171,811","",""
"PFE","PFIZER INC","COM","717081103","11,664","0.1%","393,008","",""
"WELL","HEALTH CARE REIT INC","COM","42217K106","11,634","0.1%","185,647","",""
"VALE","VALE S A","ADR","91912E105","11,537","0.1%","872,000","",""
"FCX","FREEPORT-MCMORAN COPPER & GO","COM","35671D857","11,139","0.1%","305,185","",""
"NEM","NEWMONT MINING CORP","COM","651639106","10,708","0.1%","420,926","",""
"CHK","CHESAPEAKE ENERGY CORP","COM","165167107","10,163","0.1%","326,988","",""
"NTAP","NETAPP INC","COM","64110D104","9,957","0.1%","272,647","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","9,849","0.1%","303,300","",""
"ALTR","ALTERA CORP","COM","021441100","9,745","0.1%","280,349","",""
"APC","ANADARKO PETE CORP","COM","032511107","9,513","0.1%","86,900","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","9,341","0.1%","122,554","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","9,255","0.1%","194,700","",""
"WPM","SILVER WHEATON CORP","COM","828336107","8,986","0.1%","342,061","",""
"WU","WESTERN UN CO","COM","959802109","8,984","0.1%","518,089","",""
"NVDA","NVIDIA CORP","COM","67066G104","8,823","0.1%","475,877","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","8,773","0.1%","288,864","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","8,646","0.1%","116,534","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","8,640","0.1%","172,457","",""
"HWP","HEWLETT PACKARD CO","COM","428236103","8,407","0.1%","249,600","",""
"CRM","SALESFORCE COM INC","COM","79466L302","8,094","0.1%","139,352","",""
