"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"KHC","KRAFT HEINZ CO","COM","500754106","29,570,898","18%","325,634,818","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","26,700,340","17%","479,704,270","",""
"AAPL","APPLE INC","COM","037833100","18,583,441","12%","129,357,106","",""
"KO","COCA COLA CO","COM","191216100","16,976,000","11%","400,000,000","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","11,993,921","7.4%","151,610,700","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","11,242,819","6.9%","64,561,955","",""
"PSX","PHILLIPS 66","COM","718546104","6,392,254","3.9%","80,689,892","",""
"USB","US BANCORP DEL","COM NEW","902973304","4,380,754","2.7%","85,063,167","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","3,091,043","1.9%","9,443,491","",""
"MCO","MOODYS CORP","COM","615369105","2,764,002","1.7%","24,669,778","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,621,301","1.6%","38,565,570","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","2,562,172","1.6%","47,659,456","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","2,528,995","1.6%","55,025,995","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","2,517,620","1.6%","10,959,519","",""
"AAL","AMERICAN AIRLS GROUP INC","COM","02376R102","2,084,496","1.3%","49,278,854","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","2,045,124","1.3%","28,951,353","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,768,001","1.1%","50,000,000","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","1,559,160","1.0%","33,012,059","",""
"USG","U S G CORP","COM NEW","903293405","1,240,264","0.8%","39,002,016","",""
"VRSN","VERISIGN INC","COM","92343E102","1,128,313","0.7%","12,952,745","",""
"V","VISA INC","COM CL A","92826C839","938,686","0.6%","10,562,460","",""
"MON","MOSANTO CO NEW","COM","61166W101","910,330","0.6%","8,041,784","",""
"SIRI","SIRIUS XM HLDGS INC","COM","82968B103","887,476","0.5%","172,325,353","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","865,070","0.5%","22,307,109","",""
"MTB","M & T BK CORP","COM","55261F104","832,764","0.5%","5,382,040","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","751,033","0.5%","23,324,000","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","726,662","0.4%","4,333,363","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","723,889","0.4%","20,180,897","",""
"MA","MASTERCARD INC","CL A","57636Q104","555,012","0.3%","4,934,756","",""
"GL","TORCHMARK CORP","COM","891027104","489,492","0.3%","6,353,727","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","470,347","0.3%","8,438,225","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","398,845","0.2%","10,247,800","",""
"WBC","WABCO HLDGS INC","COM","92927K102","341,522","0.2%","2,908,554","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","315,448","0.2%","10,585,502","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","257,438","0.2%","7,346,968","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","176,741","0.1%","3,905,875","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","126,857","0.1%","1,563,434","",""
"WMT","WAL MART STORES INC","COM","931142103","100,445","0.1%","1,393,513","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","64,496","0.0%","107,575","",""
"LILA","LIBERTY GLOBAL PLC","LILAC SHS CL A","G5480U138","60,378","0.0%","2,714,854","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","40,740","0.0%","327,100","",""
"LILAK","LIBERTY GLOBAL PLC","LILAC SHS CL C","G5480U153","29,584","0.0%","1,284,020","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","28,339","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","24,900","0.0%","578,000","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,374","0.0%","59,400","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","45","0.0%","928","",""
