"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"WFC","WELLS FARGO & CO NEW","COM","949746101","23,052,408","22%","463,458,123","",""
"KO","COCA COLA CO","COM","191216100","15,464,001","15%","400,000,000","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","13,649,511","13%","151,610,700","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","13,157,670","12%","68,355,084","",""
"WMT","WAL MART STORES INC","COM","931142103","4,436,946","4.2%","58,052,412","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","4,255,122","4.0%","52,793,078","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","4,017,544","3.8%","41,129,643","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,429,944","3.2%","80,026,697","",""
"DTV","DIRECTV","COM","25490A309","2,637,614","2.5%","34,514,700","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,590,216","2.4%","37,621,152","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","2,069,676","2.0%","12,631,531","",""
"MCO","MOODYS CORP","COM","615369105","1,956,807","1.9%","24,669,778","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","1,215,915","1.1%","1,727,765","",""
"USG","U S G CORP","COM NEW","903293405","1,141,607","1.1%","34,890,174","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,032,600","1.0%","30,000,000","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","869,997","0.8%","24,652,836","",""
"CBI","CHICAGO BRIDGE & IRON CO N V","N Y REGISTRY SH","167250109","832,348","0.8%","9,550,755","",""
"COP","CONOCOPHILLIPS","COM","20825C104","779,475","0.7%","11,079,958","",""
"PSX","PHILLIPS 66","COM","718546104","750,664","0.7%","9,741,303","",""
"","LIBERTY MEDIA CORP DELAWARE","CL A","531229102","692,869","0.7%","5,300,000","",""
"NOV","NATIONAL OILWELL VARCO INC","COM","637071101","691,486","0.7%","8,880,000","",""
"MTB","M & T BK CORP","COM","55261F104","652,842","0.6%","5,382,040","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","646,535","0.6%","7,607,200","",""
"VRSN","VERISIGN INC","COM","92343E102","629,974","0.6%","11,685,654","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","524,352","0.5%","11,022,743","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","499,792","0.5%","1,977,336","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","483,950","0.5%","4,333,363","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","454,480","0.4%","13,000,000","",""
"WBC","WABCO HLDGS INC","COM","92927K102","430,297","0.4%","4,076,325","",""
"DE","DEERE & CO","COM","244199105","361,272","0.3%","3,978,767","",""
"V","VISA INC","COM CL A","92826C839","335,761","0.3%","1,555,459","",""
"GL","TORCHMARK CORP","COM","891027104","333,359","0.3%","4,235,818","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","305,634","0.3%","7,346,968","",""
"MA","MASTERCARD INC","CL A","57636Q104","302,535","0.3%","4,050,000","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","299,095","0.3%","7,346,968","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","274,059","0.3%","10,585,502","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","204,199","0.2%","3,905,875","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","93,744","0.1%","1,563,434","",""
"MEG","MEDIA GEN INC","CL A","584404107","85,351","0.1%","4,646,220","",""
"STRZA","STARZ","LIBRTY CAP COM A","85571Q102","61,963","0.1%","1,919,541","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","32,131","0.0%","327,100","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","19,970","0.0%","578,000","",""
"KRFT","KRAFT FOODS GROUP INC","COM","50076Q106","10,809","0.0%","192,666","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","5,784","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","397","0.0%","88,863","",""
