"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"WFC","WELLS FARGO & CO NEW","COM","949746101","25,406,775","23%","463,458,123","",""
"KO","COCA COLA CO","COM","191216100","16,887,999","15%","400,000,000","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","14,105,859","13%","151,610,700","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","12,349,358","11%","76,971,817","",""
"WMT","WAL MART STORES INC","COM","931142103","5,185,887","4.7%","60,385,293","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","4,808,922","4.4%","52,793,078","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,600,249","3.3%","80,094,497","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,920,956","2.7%","38,565,570","",""
"DTV","DIRECTV","COM","25490A309","2,718,346","2.5%","31,353,468","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","2,448,370","2.2%","12,631,531","",""
"MCO","MOODYS CORP","COM","615369105","2,363,611","2.2%","24,669,778","",""
"DE","DEERE & CO","COM","244199105","1,512,562","1.4%","17,096,886","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,431,311","1.3%","41,000,000","",""
"USG","U S G CORP","COM NEW","903293405","1,091,666","1.0%","39,002,016","",""
"LBRDA","CHARTER COMMUNICATIONS INC D","CL A NEW","16117M305","1,032,751","0.9%","6,198,237","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","893,050","0.8%","22,012,603","",""
"VRSN","VERISIGN INC","COM","92343E102","740,145","0.7%","12,985,000","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","710,420","0.6%","22,354,294","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","701,743","0.6%","15,000,928","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","687,396","0.6%","2,853,688","",""
"MTB","M & T BK CORP","COM","55261F104","676,093","0.6%","5,382,040","",""
"V","VISA INC","COM CL A","92826C839","657,936","0.6%","2,509,290","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","649,723","0.6%","8,634,190","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","614,254","0.6%","4,333,363","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","543,034","0.5%","10,816,324","",""
"PSX","PHILLIPS 66","COM","718546104","470,897","0.4%","6,567,600","",""
"MA","MASTERCARD INC","CL A","57636Q104","465,243","0.4%","5,399,756","",""
"CBI","CHICAGO BRIDGE & IRON CO N V","N Y REGISTRY SH","167250109","449,233","0.4%","10,701,110","",""
"WBC","WABCO HLDGS INC","COM","92927K102","427,117","0.4%","4,076,325","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","354,932","0.3%","7,346,968","",""
"NOV","NATIONAL OILWELL VARCO INC","COM","637071101","344,582","0.3%","5,258,385","",""
"GL","TORCHMARK CORP","COM","891027104","344,181","0.3%","6,353,727","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","329,428","0.3%","8,438,225","",""
"FWONK","LIBERTY MEDIA CORP DELAWARE","COM SER C","531229300","280,240","0.3%","8,000,000","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","267,496","0.2%","10,585,502","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","182,324","0.2%","4,747,397","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","178,147","0.2%","3,905,875","",""
"","LIBERTY MEDIA CORP DELAWARE","CL A","531229102","141,080","0.1%","4,000,000","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","100,138","0.1%","1,563,434","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","92,914","0.1%","107,575","",""
"","MEDIA GEN INC NEW","COM","58441K100","77,731","0.1%","4,646,220","",""
"DNOW","NOW INC","COM","67011P100","46,972","0.0%","1,825,569","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","34,205","0.0%","327,100","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","20,996","0.0%","578,000","",""
"KRFT","KRAFT FOODS GROUP INC","COM","50076Q106","12,072","0.0%","192,666","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,603","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","327","0.0%","88,863","",""
