"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"WFC","WELLS FARGO & CO NEW","COM","949746101","24,149,513","19%","470,292,359","",""
"KHC","KRAFT HEINZ CO","COM","500754106","22,983,305","18%","325,634,818","",""
"KO","COCA COLA CO","COM","191216100","16,047,999","13%","400,000,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","11,747,419","9.2%","81,033,450","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","11,238,901","8.8%","151,610,700","",""
"PSX","PHILLIPS 66","COM","718546104","4,724,655","3.7%","61,486,926","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","3,797,934","3.0%","52,793,078","",""
"WMT","WAL MART STORES INC","COM","931142103","3,643,055","2.9%","56,185,293","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,488,441","2.7%","85,063,167","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,789,448","2.2%","38,565,570","",""
"MCO","MOODYS CORP","COM","615369105","2,422,572","1.9%","24,669,778","",""
"T","AT&T INC","COM","00206R102","1,932,670","1.5%","59,320,756","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","1,904,326","1.5%","10,959,519","",""
"LBRDA","CHARTER COMMUNICATIONS INC D","CL A NEW","16117M305","1,808,020","1.4%","10,281,603","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,501,000","1.2%","50,000,000","",""
"DE","DEERE & CO","COM","244199105","1,261,857","1.0%","17,052,110","",""
"USG","U S G CORP","COM NEW","903293405","1,038,234","0.8%","39,002,016","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","964,963","0.8%","4,200,792","",""
"VRSN","VERISIGN INC","COM","92343E102","916,222","0.7%","12,985,000","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","801,600","0.6%","30,000,000","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","787,393","0.6%","20,112,212","",""
"V","VISA INC","COM CL A","92826C839","688,600","0.5%","9,885,160","",""
"MTB","M & T BK CORP","COM","55261F104","656,340","0.5%","5,382,040","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","652,691","0.5%","15,000,928","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","626,474","0.5%","4,333,363","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","587,875","0.5%","23,199,474","",""
"FWONK","LIBERTY MEDIA CORP DELAWARE","COM SER C","531229300","530,210","0.4%","15,386,257","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","513,446","0.4%","11,957,285","",""
"MA","MASTERCARD INC","CL A","57636Q104","471,306","0.4%","5,229,756","",""
"WBC","WABCO HLDGS INC","COM","92927K102","373,110","0.3%","3,559,189","",""
"GL","TORCHMARK CORP","COM","891027104","358,350","0.3%","6,353,727","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","303,101","0.2%","8,438,225","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","301,373","0.2%","7,346,968","",""
"","LIBERTY MEDIA CORP DELAWARE","CL A","531229102","278,617","0.2%","7,800,000","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","266,966","0.2%","10,585,502","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","241,522","0.2%","8,951,869","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","185,412","0.1%","3,905,875","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","115,553","0.1%","1,563,434","",""
"CBI","CHICAGO BRIDGE & IRON CO N V","N Y REGISTRY SH","167250109","78,653","0.1%","1,983,190","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","62,071","0.0%","107,575","",""
"","MEDIA GEN INC NEW","COM","58441K100","48,564","0.0%","3,471,309","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","30,535","0.0%","327,100","",""
"DNOW","NOW INC","COM","67011P100","27,018","0.0%","1,825,569","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","24,201","0.0%","578,000","",""
"LILA","LIBERTY GLOBAL PLC","LILAC SHS CL A","G5480U138","17,422","0.0%","517,139","",""
"LILAK","LIBERTY GLOBAL PLC","LILAC SHS CL C","G5480U153","12,578","0.0%","367,348","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","5,862","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","185","0.0%","88,863","",""
