"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","56,994,561","26%","252,478,779","",""
"BAC","BANK AMER CORP","COM","060505104","25,843,745","12%","877,248,600","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","23,250,531","11%","442,361,700","",""
"KO","COCA COLA CO","COM","191216100","18,476,000","8.4%","400,000,000","",""
"KHC","KRAFT HEINZ CO","COM","500754106","17,945,735","8.1%","325,634,818","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","16,145,025","7.3%","151,610,700","",""
"USB","US BANCORP DEL","COM NEW","902973304","6,597,189","3.0%","124,923,092","",""
"MCO","MOODYS CORP","COM","615369105","4,124,787","1.9%","24,669,778","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","4,115,619","1.9%","18,353,635","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","4,024,412","1.8%","35,664,767","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","3,969,546","1.8%","77,849,476","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","3,789,889","1.7%","65,535,000","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","3,500,160","1.6%","56,047,399","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,762,452","1.2%","38,565,570","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","2,392,280","1.1%","7,340,985","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","2,314,183","1.0%","25,984,542","",""
"ORCL","ORACLE CORP","COM","68389X105","2,134,832","1.0%","41,404,791","",""
"VRSN","VERISIGN INC","COM","92343E102","2,073,994","0.9%","12,952,745","",""
"AAL","AMERICAN AIRLS GROUP INC","COM","02376R102","1,806,121","0.8%","43,700,000","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,766,376","0.8%","52,461,411","",""
"PSX","PHILLIPS 66","COM","718546104","1,739,611","0.8%","15,433,024","",""
"USG","U S G CORP","COM NEW","903293405","1,689,178","0.8%","39,002,016","",""
"V","VISA INC","COM CL A","92826C839","1,585,320","0.7%","10,562,460","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","1,350,903","0.6%","31,090,985","",""
"MA","MASTERCARD INC","CL A","57636Q104","1,098,526","0.5%","4,934,756","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","1,017,820","0.5%","4,333,363","",""
"TEVA","TEVA PHARMACEUTICAL INDS LTD","SPONSORED ADR","881624209","931,589","0.4%","43,249,295","",""
"MTB","M & T BK CORP","COM","55261F104","885,561","0.4%","5,382,040","",""
"SIRI","SIRIUS XM HLDGS INC","COM","82968B103","871,627","0.4%","137,915,729","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","829,032","0.4%","6,087,319","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","707,538","0.3%","24,264,000","",""
"SYF","SYNCHRONY FINL","COM","87165B103","646,557","0.3%","20,803,000","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","645,535","0.3%","14,860,360","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","572,553","0.3%","19,791,000","",""
"GL","TORCHMARK CORP","COM","891027104","550,804","0.2%","6,353,727","",""
"STOR","STORE CAP CORP","COM","862121100","517,496","0.2%","18,621,674","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","500,218","0.2%","8,438,225","",""
"TRV","TRAVELERS COMPANIES INC","COM","89417E109","459,652","0.2%","3,543,688","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","206,891","0.1%","7,346,968","",""
"LILA","LIBERTY LATIN AMERICA LTD","COM CL A","G9001E102","56,578","0.0%","2,714,854","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","45,195","0.0%","327,100","",""
"LILAK","LIBERTY LATIN AMERICA LTD","COM CL C","G9001E128","26,489","0.0%","1,284,020","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","26,251","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","24,831","0.0%","578,000","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,935","0.0%","59,400","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","50","0.0%","928","",""
