"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"WFC","WELLS FARGO & CO NEW","COM","949746101","21,040,998","20%","463,458,123","",""
"KO","COCA COLA CO","COM","191216100","16,524,000","16%","400,000,000","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","13,755,639","13%","151,610,700","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","12,777,641","12%","68,121,984","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","4,297,885","4.1%","52,793,078","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","4,162,320","4.0%","41,129,643","",""
"WMT","WAL MART STORES INC","COM","931142103","3,893,875","3.7%","49,483,733","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,204,565","3.1%","79,320,901","",""
"DTV","DIRECTV","COM","25490A309","2,521,705","2.4%","36,514,700","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,310,552","2.2%","36,461,294","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","2,239,065","2.1%","12,631,531","",""
"PSX","PHILLIPS 66","COM","718546104","2,095,153","2.0%","27,163,918","",""
"MCO","MOODYS CORP","COM","615369105","1,935,837","1.8%","24,669,778","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,634,800","1.6%","40,000,000","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","1,146,062","1.1%","1,727,765","",""
"USG","U S G CORP","COM NEW","903293405","990,184","0.9%","34,890,174","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","861,370","0.8%","24,652,836","",""
"CBI","CHICAGO BRIDGE & IRON CO N V","N Y REGISTRY SH","167250109","794,050","0.8%","9,550,755","",""
"COP","CONOCOPHILLIPS","COM","20825C104","782,799","0.7%","11,079,958","",""
"","LIBERTY MEDIA CORP DELAWARE","CL A","531229102","775,347","0.7%","5,300,000","",""
"NOV","NATIONAL OILWELL VARCO INC","COM","637071101","706,226","0.7%","8,880,000","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","664,412","0.6%","7,607,200","",""
"VRSN","VERISIGN INC","COM","92343E102","655,280","0.6%","10,961,520","",""
"MTB","M & T BK CORP","COM","55261F104","626,576","0.6%","5,382,040","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","532,496","0.5%","1,977,336","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","515,757","0.5%","4,333,363","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","455,650","0.4%","13,000,000","",""
"WBC","WABCO HLDGS INC","COM","92927K102","380,770","0.4%","4,076,325","",""
"DE","DEERE & CO","COM","244199105","363,381","0.3%","3,978,767","",""
"V","VISA INC","COM CL A","92826C839","346,370","0.3%","1,555,459","",""
"MA","MASTERCARD INC","CL A","57636Q104","338,361","0.3%","405,000","",""
"GL","TORCHMARK CORP","COM","891027104","331,029","0.3%","4,235,818","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","296,712","0.3%","10,585,502","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","262,397","0.3%","2,948,285","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","209,472","0.2%","3,905,875","",""
"STRZA","STARZ","LIBRTY CAP COM A","85571Q102","132,804","0.1%","4,541,881","",""
"MEG","MEDIA GEN INC","CL A","584404107","105,005","0.1%","4,646,220","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","102,749","0.1%","1,563,434","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","29,959","0.0%","327,100","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","20,403","0.0%","578,000","",""
"KRFT","KRAFT FOODS GROUP INC","COM","50076Q106","10,387","0.0%","192,666","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,242","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","308","0.0%","88,863","",""
