"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"KHC","KRAFT HEINZ CO","COM","500754106","29,147,573","23%","325,634,818","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","21,241,306","17%","479,704,270","",""
"KO","COCA COLA CO","COM","191216100","16,928,001","13%","400,000,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","12,903,752","10%","81,232,303","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","9,709,150","7.5%","151,610,700","",""
"PSX","PHILLIPS 66","COM","718546104","6,499,571","5.0%","80,689,892","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,648,359","2.8%","85,063,167","",""
"MCO","MOODYS CORP","COM","615369105","2,671,244","2.1%","24,669,778","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","2,549,459","2.0%","9,443,491","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,548,027","2.0%","38,565,570","",""
"DE","DEERE & CO","COM","244199105","1,799,610","1.4%","21,085,061","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","1,767,441","1.4%","10,959,519","",""
"AAPL","APPLE INC","COM","037833100","1,721,492","1.3%","15,227,702","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,588,501","1.2%","50,000,000","",""
"VRSN","VERISIGN INC","COM","92343E102","1,013,423","0.8%","12,952,745","",""
"USG","U S G CORP","COM NEW","903293405","1,008,202","0.8%","39,002,016","",""
"WMT","WAL MART STORES INC","COM","931142103","935,510","0.7%","12,971,574","",""
"V","VISA INC","COM CL A","92826C839","873,516","0.7%","10,562,460","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","842,932","0.7%","21,136,712","",""
"AAL","AMERICAN AIRLS GROUP INC","COM","02376R102","797,020","0.6%","21,770,555","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","779,748","0.6%","15,000,928","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","742,909","0.6%","22,236,109","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","689,783","0.5%","20,180,897","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","660,881","0.5%","4,333,363","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","659,369","0.5%","23,324,000","",""
"MTB","M & T BK CORP","COM","55261F104","624,856","0.5%","5,382,040","",""
"MA","MASTERCARD INC","CL A","57636Q104","502,210","0.4%","4,934,756","",""
"KMI","KINDER MORGAN INC DEL","COM","49456B101","462,600","0.4%","20,000,000","",""
"GL","TORCHMARK CORP","COM","891027104","405,940","0.3%","6,353,727","",""
"WBC","WABCO HLDGS INC","COM","92927K102","382,414","0.3%","3,368,394","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","376,176","0.3%","8,438,225","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","341,799","0.3%","10,058,800","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","313,541","0.2%","10,585,502","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","249,303","0.2%","6,333,923","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","242,744","0.2%","7,346,968","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","237,847","0.2%","4,533,013","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","216,814","0.2%","8,951,869","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","149,165","0.1%","3,905,875","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","127,076","0.1%","1,563,434","",""
"FWONK","LIBERTY MEDIA CORP DELAWARE","COM C MEDIA GRP","531229854","89,740","0.1%","3,189,041","",""
"LILA","LIBERTY GLOBAL PLC","LILAC SHS CL A","G5480U138","74,903","0.1%","2,714,854","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","51,783","0.0%","107,575","",""
"DNOW","NOW INC","COM","67011P100","39,122","0.0%","1,825,569","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","38,640","0.0%","327,100","",""
"FWONA","LIBERTY MEDIA CORP DELAWARE","COM A MEDIA GRP","531229870","37,131","0.0%","1,296,013","",""
"LILAK","LIBERTY GLOBAL PLC","LILAC SHS CL C","G5480U153","36,017","0.0%","1,284,020","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","28,307","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","25,374","0.0%","578,000","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,496","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","333","0.0%","88,863","",""
