"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"KHC","KRAFT HEINZ CO","COM","500754106","28,812,169","22%","325,634,818","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","22,704,405","18%","479,704,270","",""
"KO","COCA COLA CO","COM","191216100","18,132,000","14%","400,000,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","12,329,439","9.5%","81,232,303","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","9,211,866","7.1%","151,610,700","",""
"PSX","PHILLIPS 66","COM","718546104","6,250,563","4.8%","78,782,000","",""
"USB","US BANCORP DEL","COM NEW","902973304","3,430,598","2.6%","85,063,167","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,981,889","2.3%","38,565,570","",""
"WMT","WAL MART STORES INC","COM","931142103","2,937,332","2.3%","40,226,402","",""
"MCO","MOODYS CORP","COM","615369105","2,311,805","1.8%","24,669,778","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","2,134,924","1.6%","9,337,491","",""
"DE","DEERE & CO","COM","244199105","1,779,577","1.4%","21,959,246","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","1,628,365","1.3%","10,959,519","",""
"AAPL","APPLE INC","COM","037833100","1,455,768","1.1%","15,227,702","",""
"GM","GENERAL MTRS CO","COM","37045V100","1,415,000","1.1%","50,000,000","",""
"VRSN","VERISIGN INC","COM","92343E102","1,119,894","0.9%","12,952,745","",""
"USG","U S G CORP","COM NEW","903293405","1,051,494","0.8%","39,002,016","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","837,652","0.6%","15,000,928","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","809,137","0.6%","20,827,212","",""
"V","VISA INC","COM CL A","92826C839","759,438","0.6%","10,239,160","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","680,511","0.5%","4,333,363","",""
"MTB","M & T BK CORP","COM","55261F104","636,319","0.5%","5,382,040","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","618,786","0.5%","23,324,000","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","617,696","0.5%","22,275,381","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","617,399","0.5%","20,000,000","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","562,802","0.4%","19,366,897","",""
"KMI","KINDER MORGAN INC DEL","COM","49456B101","496,708","0.4%","26,533,525","",""
"MA","MASTERCARD INC","CL A","57636Q104","434,555","0.3%","4,934,756","",""
"GL","TORCHMARK CORP","COM","891027104","392,788","0.3%","6,353,727","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","351,030","0.3%","8,438,225","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","333,233","0.3%","10,585,502","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","313,600","0.2%","10,000,000","",""
"WBC","WABCO HLDGS INC","COM","92927K102","296,420","0.2%","3,237,094","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","242,148","0.2%","8,951,869","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","210,491","0.2%","7,346,968","",""
"SNY","SANOFI","SPONSORED ADR","80105N105","163,461","0.1%","3,905,875","",""
"VRSK","VERISK ANALYTICS INC","CL A","92345Y106","126,763","0.1%","1,563,434","",""
"FWONK","LIBERTY MEDIA CORP DELAWARE","COM C MEDIA GRP","531229854","94,850","0.1%","4,999,998","",""
"LILA","LIBERTY GLOBAL PLC","LILAC SHS CL A","G5480U138","87,581","0.1%","2,714,854","",""
"","MEDIA GEN INC NEW","COM","58441K100","59,672","0.0%","3,471,309","",""
"GHC","GRAHAM HLDGS CO","COM","384637104","52,663","0.0%","107,575","",""
"FWONA","LIBERTY MEDIA CORP DELAWARE","COM A MEDIA GRP","531229870","47,850","0.0%","2,499,998","",""
"LILAK","LIBERTY GLOBAL PLC","LILAC SHS CL C","G5480U153","41,718","0.0%","1,284,020","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","39,677","0.0%","327,100","",""
"DNOW","NOW INC","COM","67011P100","33,116","0.0%","1,825,569","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","26,705","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","26,305","0.0%","578,000","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,399","0.0%","59,400","",""
"LEE","LEE ENTERPRISES INC","COM","523768109","170","0.0%","88,863","",""
