"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","49,398,720","24%","249,589,329","",""
"BAC","BANK AMER CORP","COM","060505104","26,890,210","13%","927,248,600","",""
"KO","COCA COLA CO","COM","191216100","20,368,000","9.8%","400,000,000","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","19,391,913","9.3%","409,803,773","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","18,714,825","9.0%","151,610,700","",""
"KHC","KRAFT HEINZ CO","COM","500754106","10,107,705","4.9%","325,634,818","",""
"USB","US BANCORP DEL","COM NEW","902973304","6,940,884","3.3%","132,459,618","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","6,653,769","3.2%","59,514,932","",""
"MCO","MOODYS CORP","COM","615369105","4,818,254","2.3%","24,669,778","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","4,024,169","1.9%","70,910,456","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","3,755,154","1.8%","18,353,635","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","3,573,379","1.7%","80,937,250","",""
"GM","GENERAL MTRS CO","COM","37045V100","2,784,551","1.3%","72,269,696","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","2,724,307","1.3%","53,649,213","",""
"VRSN","VERISIGN INC","COM","92343E102","2,709,196","1.3%","12,952,745","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","2,169,698","1.0%","38,565,570","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","2,144,487","1.0%","5,426,609","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","1,920,728","0.9%","21,938,642","",""
"V","VISA INC","COM CL A","92826C839","1,833,115","0.9%","10,562,460","",""
"AAL","AMERICAN AIRLS GROUP INC","COM","02376R102","1,425,057","0.7%","43,700,000","",""
"MA","MASTERCARD INC","CL A","57636Q104","1,305,391","0.6%","4,934,756","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","1,190,362","0.6%","8,671,054","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","1,180,836","0.6%","31,090,985","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","1,145,135","0.6%","4,333,363","",""
"AMZN","AMAZON COM INC","COM","023135106","1,017,447","0.5%","537,300","",""
"RHT","RED HAT INC","COM","756577102","971,074","0.5%","5,171,890","",""
"MTB","M & T BK CORP","COM","55261F104","915,324","0.4%","5,382,040","",""
"TRV","TRAVELERS COMPANIES INC","COM","89417E109","890,899","0.4%","5,958,391","",""
"SIRI","SIRIUS XM HLDGS INC","COM","82968B103","769,570","0.4%","137,915,729","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","722,339","0.3%","24,264,000","",""
"SYF","SYNCHRONY FINL","COM","87165B103","721,240","0.3%","20,803,000","",""
"STOR","STORE CAP CORP","COM","862121100","618,053","0.3%","18,621,674","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","586,794","0.3%","8,438,225","",""
"GL","TORCHMARK CORP","COM","891027104","568,405","0.3%","6,353,727","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","561,871","0.3%","14,860,360","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","534,159","0.3%","19,791,000","",""
"PSX","PHILLIPS 66","COM","718546104","519,401","0.2%","5,552,715","",""
"STNE","STONECO LTD","COM CL A","G85158106","419,052","0.2%","14,166,748","",""
"TEVA","TEVA PHARMACEUTICAL INDS LTD","SPONSORED ADR","881624209","399,191","0.2%","43,249,295","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","335,219","0.2%","10,758,000","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","194,915","0.1%","7,346,968","",""
"LILA","LIBERTY LATIN AMERICA LTD","COM CL A","G9001E102","46,777","0.0%","2,714,854","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","45,558","0.0%","327,100","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","34,584","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","31,154","0.0%","578,000","",""
"LILAK","LIBERTY LATIN AMERICA LTD","COM CL C","G9001E128","22,072","0.0%","1,284,020","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,134","0.0%","59,400","",""
