,Sym,Value ($000)
2016-06-01,ELV,5648.0
2016-06-01,WHR,5632.0
2016-06-01,BWA,5566.0
2016-06-01,DVN,5492.0
2016-06-01,HES,5457.0
2016-06-01,TXT,5440.0
2016-06-01,INTU,5425.0
2016-06-01,URBN,5399.0
2016-06-01,EA,5288.0
2016-06-01,VRSN,5240.0
2016-06-01,AU,5136.0
2016-06-01,MCHP,5039.0
2016-06-01,HD,4980.0
2016-06-01,AXP,4928.0
2016-06-01,BCR,4895.0
2016-06-01,CXO,4729.0
2016-06-01,COF,4668.0
2016-06-01,NBL,4533.0
2016-06-01,K.TO,4425.0
2016-06-01,BKNG,4369.0
2016-06-01,GOOGL,4292.0
2016-06-01,LOW,4259.0
2016-06-01,PCAR,4241.0
2016-06-01,EQT,4157.0
2016-06-01,FCX,4122.0
2016-06-01,ABT,4092.0
2016-06-01,NVDA,3861.0
2016-06-01,ADI,3811.0
2016-06-01,FE,3747.0
2016-06-01,ATVI,3706.0
2016-06-01,LLTC,3696.0
2016-06-01,KO,3672.0
2016-06-01,ORCL,3652.0
2016-06-01,VAR,3651.0
2016-06-01,MRO,3614.0
2016-06-01,CPB,3600.0
2016-06-01,CMI,3587.0
2016-06-01,CTRA,3557.0
2016-06-01,RGLD,3428.0
2016-06-01,FOSL,3412.0
2016-06-01,KDP,3400.0
2016-06-01,EW,3371.0
2016-06-01,GWW,3367.0
2016-06-01,UNH,3304.0
2016-06-01,XEC,3300.0
2016-06-01,STT,3278.0
2016-06-01,EL,3244.0
2016-06-01,CERN,3164.0
2016-06-01,TAHO,3151.0
2016-06-01,DAL,3126.0
2016-06-01,MGM,3048.0
2016-06-01,ROK,2951.0
2016-06-01,GFI,2868.0
2016-06-01,META,2697.0
2016-06-01,SWK,2649.0
2016-06-01,ADM,2573.0
2016-06-01,LH,2542.0
2016-06-01,ACN,2526.0
2016-06-01,HON,2466.0
2016-06-01,CPG.TO,2406.0
2016-06-01,AMP,2354.0
2016-06-01,APD,2344.0
2016-06-01,EGO,2342.0
2016-06-01,ITW,2321.0
2016-06-01,AKAM,2304.0
2016-06-01,TECK-B.TO,2299.0
2016-06-01,TSN,2247.0
2016-06-01,RRC,2226.0
2016-06-01,ORLY,2215.0
2016-06-01,DHR,2210.0
2016-06-01,SBSW,2208.0
2016-06-01,HFC,2188.0
2016-06-01,AMG,2083.0
2016-06-01,TRQ,2076.0
2016-06-01,XLNX,2044.0
2016-06-01,HBAN,1981.0
2016-06-01,ALK,1976.0
2016-06-01,KSU,1968.0
2016-06-01,GLW,1956.0
2016-06-01,LVLT,1874.0
2016-06-01,TMO,1842.0
2016-06-01,NRG,1801.0
2016-06-01,JLL,1715.0
2016-06-01,BTO.TO,1680.0
2016-06-01,UNM,1663.0
2016-06-01,N,1645.0
2016-06-01,NGD.TO,1561.0
2016-06-01,EWBC,1548.0
2016-06-01,MAN,1538.0
2016-06-01,LEA,1537.0
2016-06-01,CSX,1502.0
2016-06-01,ZION,1485.0
2016-06-01,RHI,1481.0
2016-06-01,RJF,1479.0
2016-06-01,FLS,1464.0
2016-06-01,TFCFA,1439.0
2016-06-01,PTR,1413.0
2016-06-01,CE,1407.0
2016-06-01,TIF,1389.0
2016-06-01,CCO.TO,1387.0
2016-06-01,CIT,1353.0
2016-06-01,KEY,1327.0
2016-06-01,AMCX,1313.0
2016-06-01,MMC,1293.0
2016-06-01,DOV,1282.0
2016-06-01,WAB,1243.0
2016-06-01,TEVA,1241.0
2016-06-01,OVV,1227.0
2016-06-01,SEIC,1203.0
2016-06-01,LEN,1185.0
2016-06-01,LUV,1174.0
2016-06-01,SBNY,1112.0
2016-06-01,PFG,1106.0
2016-06-01,RF,1105.0
2016-06-01,UAL,1104.0
2016-06-01,CCK,1064.0
2016-06-01,WM,1064.0
2016-06-01,ARW,1028.0
2016-06-01,PBCT,1025.0
2016-06-01,SNI,978.0
2016-06-01,CBRE,919.0
2016-06-01,IT,906.0
2016-06-01,CHRW,898.0
2016-06-01,AGCO,891.0
2016-06-01,AMTD,891.0
2016-06-01,J,877.0
2016-06-01,CLB,867.0
2016-06-01,LKQ,862.0
2016-06-01,NTRS,848.0
2016-06-01,CFR,846.0
2016-06-01,SNA,836.0
2016-06-01,CL,827.0
2016-06-01,GE,815.0
2016-06-01,MSM,804.0
2016-06-01,WRK,797.0
2016-06-01,AME,781.0
2016-06-01,COL,766.0
2016-06-01,IFF,744.0
2016-06-01,TAP,728.0
2016-06-01,JCI,727.0
2016-06-01,CELG,720.0
2016-06-01,FMC,704.0
2016-06-01,TSS,701.0
2016-06-01,PKG,696.0
2016-06-01,MTD,693.0
2016-06-01,MJN,690.0
2016-06-01,PSX,677.0
2016-06-01,HST,676.0
2016-06-01,NKE,668.0
2016-06-01,FIS,656.0
2016-06-01,AVY,650.0
2016-06-01,BDX,634.0
2016-06-01,FDS,630.0
2016-06-01,BF-B,619.0
2016-06-01,PWR,610.0
2016-06-01,NYCB,586.0
2016-06-01,XYL,585.0
2016-06-01,RS,577.0
2016-06-01,HBI,563.0
2016-06-01,ST,548.0
2016-06-01,BXP,541.0
2016-06-01,BG,538.0
2016-06-01,APH,533.0
2016-06-01,K,523.0
2016-06-01,FBIN,516.0
2016-06-01,CHTR,503.0
2016-06-01,QRTEA,502.0
2016-06-01,JBL,499.0
2016-06-01,ALB,492.0
2016-06-01,WTW,485.0
2016-06-01,MA,484.0
2016-06-01,ASH,482.0
2016-06-01,PKI,477.0
2016-06-01,NDAQ,446.0
2016-06-01,JBHT,445.0
2016-06-01,NUAN,438.0
2016-06-01,LM,425.0
2016-06-01,EFX,424.0
2016-06-01,LEG,419.0
2016-06-01,PSA,409.0
2016-06-01,ROP,409.0
2016-06-01,HSIC,407.0
2016-06-01,NLOK,406.0
2016-06-01,TRIP,399.0
2016-06-01,L,390.0
2016-06-01,FITB,387.0
2016-06-01,PLD,387.0
2016-06-01,SBH,385.0
2016-06-01,DKS,379.0
2016-06-01,XRAY,372.0
2016-06-01,STZ,366.0
2016-06-01,WAT,366.0
2016-06-01,LMT,347.0
2016-06-01,EXPD,343.0
2016-06-01,BEN,320.0
2016-06-01,EQR,317.0
2016-06-01,CTAS,314.0
2016-06-01,PDCO,306.0
2016-06-01,VRSK,300.0
2016-06-01,TSCO,292.0
2016-06-01,TNL,285.0
2016-06-01,GL,284.0
2016-06-01,FISV,283.0
2016-06-01,AIZ,280.0
2016-06-01,CAT,280.0
2016-06-01,JKHY,255.0
2016-06-01,ANSS,254.0
2016-06-01,CVLT,250.0
2016-06-01,OII,233.0
2016-06-01,FLO,227.0
2016-06-01,LNKD,227.0
2016-06-01,BSX,226.0
2016-06-01,RTX,226.0
2016-06-01,TUP,214.0
2016-06-01,FLEX,201.0
2016-06-01,KBR,201.0
2016-06-01,UHS,201.0
2016-06-01,OI,182.0
2016-06-01,NLY,164.0
2016-06-01,CHS,127.0
2016-06-01,GNW,42.0
2016-06-01,VZ,0.0
2016-06-01,IBM,0.0
2016-06-01,VTR,0.0
2016-06-01,LVS,0.0
2016-06-01,CAG,0.0
2016-06-01,QCOM,0.0
2016-06-01,BRK-B,0.0
2016-06-01,WELL,0.0
2016-06-01,ED,0.0
2016-06-01,MU,0.0
2016-06-01,CHK,0.0
2016-06-01,PRGO,0.0
2016-06-01,WYNN,0.0
2016-06-01,PHM,0.0
2016-06-01,BRCM,0.0
2016-06-01,WFM,0.0
2016-06-01,MO,0.0
2016-06-01,PCP,0.0
2016-06-01,ALXN,0.0
2016-06-01,KR,0.0
2016-06-01,MON,0.0
2016-06-01,ICE,0.0
2016-06-01,RAD,0.0
2016-06-01,MAR,0.0
2016-06-01,EMC,0.0
2016-06-01,HP,0.0
2016-06-01,MDT,0.0
2016-06-01,WY,0.0
2016-06-01,CI,0.0
2016-06-01,SNDK,0.0
2016-06-01,ENB.TO,0.0
2016-06-01,BAX,0.0
2016-06-01,NOV,0.0
2016-06-01,DGX,0.0
2016-06-01,KLAC,0.0
2016-06-01,HOT,0.0
2016-06-01,NOC,0.0
2016-06-01,RHT,0.0
2016-06-01,ALTR,0.0
2016-06-01,WLL,0.0
2016-06-01,CNQR,0.0
2016-06-01,XRX,0.0
2016-06-01,COV,0.0
2016-06-01,RTN,0.0
2016-06-01,AIG,0.0
2016-06-01,BMRN,0.0
2016-06-01,PTEN,0.0
2016-06-01,SWN,0.0
2016-06-01,RAX,0.0
2016-06-01,AFL,0.0
2016-06-01,AET,0.0
2016-06-01,AGN,0.0
2016-06-01,CREE,0.0
2016-06-01,MUR,0.0
2016-06-01,CRM,0.0
2016-06-01,TKR,0.0
2016-06-01,AZO,0.0
2016-06-01,IGT,0.0
2016-06-01,TLM,0.0
2016-06-01,SPXC,0.0
2016-06-01,INFA,0.0
2016-06-01,CB,0.0
2016-06-01,RKT,0.0
2016-06-01,GS,0.0
2016-06-01,CNX,0.0
2016-06-01,DNR,0.0
2016-06-01,TRV,0.0
2016-06-01,ANTM,0.0
2016-06-01,NFG,0.0
2016-06-01,CAM,0.0
2016-06-01,CIEIQ,0.0
2016-06-01,THC,0.0
2016-06-01,WSM,0.0
2016-06-01,MCRS,0.0
2016-06-01,ISRG,0.0
2016-06-01,EAT,0.0
2016-06-01,STLD,0.0
2016-06-01,PNRA,0.0
2016-06-01,DUK,0.0
2016-06-01,AEO,0.0
2016-06-01,KMX,0.0
2016-06-01,DOW,0.0
2016-06-01,PEG,0.0
2016-06-01,CAB,0.0
2016-06-01,EBAY,0.0
2016-06-01,VIAC,0.0
2016-06-01,TEX,0.0
2016-06-01,HMY,0.0
2016-06-01,SGEN,0.0
2016-06-01,IMG.TO,0.0
2016-06-01,CYH,0.0
2016-06-01,SYK,0.0
2016-06-01,KEX,0.0
2016-06-01,CFN,0.0
2016-06-01,BTU,0.0
2016-06-01,DNKN,0.0
2016-06-01,PCL,0.0
2016-06-01,O,0.0
2016-06-01,EQIX,0.0
2016-06-01,SBAC,0.0
2016-06-01,AGI,0.0
2016-06-01,TRW,0.0
2016-06-01,T,0.0
2016-06-01,TROW,0.0
2016-06-01,AN,0.0
2016-06-01,ALL,0.0
2016-06-01,HIG,0.0
2016-06-01,GIS,0.0
2016-06-01,AMZN,0.0
2016-06-01,AVP,0.0
2016-06-01,BLK,0.0
2016-06-01,ADP,0.0
2016-06-01,HRB,0.0
2016-06-01,CDNS,0.0
2016-06-01,MS,0.0
2016-06-01,XL,0.0
2016-06-01,AEP,0.0
2016-06-01,PGR,0.0
2016-06-01,OC,0.0
2016-06-01,BHI,0.0
2016-06-01,PAYX,0.0
2016-06-01,ON,0.0
2016-06-01,CLX,0.0
2016-06-01,GRA,0.0
2016-06-01,LBTYA,0.0
2016-06-01,LBTYK,0.0
2016-06-01,NVR,0.0
2016-06-01,PAAS.TO,0.0
2016-06-01,SCHW,0.0
2016-06-01,SLB,0.0
2016-06-01,HAL,0.0
2016-06-01,IDXX,0.0
2016-06-01,TOC,0.0
2016-06-01,OIS,0.0
2016-06-01,RL,0.0
2016-06-01,SDRLF,0.0
2016-06-01,SRCL,0.0
2016-06-01,MSCI,0.0
2016-06-01,URS,0.0
2016-06-01,CSC,0.0
2016-06-01,ACAS,0.0
2016-06-01,HUN,0.0
2016-06-01,JAH,0.0
2016-06-01,BEAV,0.0
2016-06-01,AAP,0.0
2016-06-01,BKS,0.0
2016-06-01,GT,0.0
2016-06-01,LXK,0.0
2016-06-01,SWI,0.0
2016-06-01,PMCS,0.0
2016-06-01,POT,0.0
2016-06-01,AGU,0.0
2016-06-01,SYY,0.0
2016-06-01,SHW,0.0
2016-06-01,JOY,0.0
2016-06-01,VIAB,0.0
2016-06-01,LB,0.0
2016-06-01,MOS,0.0
2016-06-01,WMT,0.0
2016-06-01,SO,0.0
2016-06-01,UNP,0.0
2016-06-01,FLR,0.0
2016-06-01,ETR,0.0
2016-06-01,WDC,0.0
2016-06-01,CCI,0.0
2016-06-01,CMG,0.0
2016-06-01,NEE,0.0
2016-06-01,ILMN,0.0
2016-06-01,SE,0.0
2016-06-01,ARG,0.0
2016-06-01,MMM,0.0
2016-06-01,ROST,0.0
2016-06-01,HUM,0.0
2016-06-01,IHS,0.0
2016-06-01,COST,0.0
2016-06-01,PCG,0.0
2016-06-01,HSY,0.0
2016-06-01,CF,0.0
2016-06-01,SPG,0.0
2016-06-01,INGR,0.0
2016-06-01,GRPN,0.0
2016-06-01,PM,0.0
2016-06-01,LHX,0.0
2016-06-01,TRMB,0.0
2016-06-01,MSGN,0.0
2016-06-01,CNP,0.0
2016-06-01,LLL,0.0
2016-06-01,RSG,0.0
2016-06-01,VAL,0.0
2016-06-01,RE,0.0
2016-06-01,CSL,0.0
2016-06-01,TECH,0.0
2016-06-01,GWR,0.0
2016-06-01,AOL,0.0
2016-06-01,STI,0.0
2016-06-01,CRL,0.0
2016-06-01,FICO,0.0
2016-06-01,COLM,0.0
2016-06-01,FNF,0.0
2016-06-01,MDP,0.0
2016-06-01,DLX,0.0
2016-06-01,WLY,0.0
2016-06-01,DNY,0.0
2016-06-01,NEU,0.0
2016-06-01,CYT,0.0
2016-06-01,RPM,0.0
2016-06-01,BAC,0.0
2016-06-01,WLK,0.0
2016-06-01,NWL,0.0
2016-06-01,EIX,0.0
2016-06-01,PCH,0.0
2016-06-01,WCN,0.0
2016-06-01,CBT,0.0
2016-06-01,SPNX,0.0
2016-06-01,BMS,0.0
2016-06-01,TW,0.0
2016-06-01,SM,0.0
2016-06-01,FCS,0.0
2016-06-01,FLT,0.0
2016-06-01,LII,0.0
2016-06-01,DNB,0.0
2016-06-01,PBI,0.0
2016-06-01,OAS,0.0
2016-06-01,CXW,0.0
2016-06-01,ISIL,0.0
2016-06-01,CY,0.0
2016-06-01,AVX,0.0
2016-06-01,BRCD,0.0
2016-06-01,STJ,0.0
2016-06-01,D,0.0
2016-06-01,RCI-B.TO,0.0
2016-06-01,VNO,0.0
2016-06-01,RMD,0.0
2016-06-01,UPS,0.0
2016-06-01,WBA,0.0
2016-06-01,HOLX,0.0
2016-06-01,EXC,0.0
2016-06-01,DE,0.0
2016-06-01,MNST,0.0
2016-06-01,MSGS,0.0
2016-06-01,SPLK,0.0
2016-06-01,MD,0.0
2016-06-01,REGN,0.0
2016-06-01,IEMG,0.0
2016-06-01,EWY,0.0
2016-06-01,ENDP,0.0
2016-06-01,CLF,0.0
2016-06-01,GME,0.0
2016-06-01,IPG,0.0
2016-06-01,CPRI,0.0
2016-06-01,LULU,0.0
2016-06-01,X,0.0
2016-06-01,TJX,0.0
2016-06-01,JCPNQ,0.0
2016-06-01,PX,0.0
2016-06-01,RIG,0.0
2016-06-01,NFX,0.0
2016-06-01,CA,0.0
2016-06-01,F,0.0
2016-06-01,SJM,0.0
2016-06-01,SCG,0.0
2016-06-01,USB,0.0
2016-06-01,SEE,0.0
2016-06-01,BPYU,0.0
2016-06-01,VMC,0.0
2016-06-01,TFC,0.0
2016-06-01,MCO,0.0
2016-06-01,CMA,0.0
2016-06-01,RGA,0.0
2016-06-01,CME,0.0
2016-06-01,ALV,0.0
2016-06-01,MKC,0.0
2016-06-01,JPM,0.0
2016-06-01,HRL,0.0
2016-06-01,DFS,0.0
2016-06-01,OGE,0.0
2016-06-01,TPR,0.0
2016-06-01,LAMR,0.0
2016-06-01,NNN,0.0
2016-06-01,GLD,0.0
2016-06-01,TLT,0.0
2016-06-01,EMB,0.0
2016-06-01,VEA,0.0
2016-06-01,EFA,0.0
2016-06-01,IEFA,0.0
2016-06-01,IAU,0.0
2016-06-01,TIP,0.0
2016-06-01,EWT,0.0
2016-06-01,KMB,0.0
2016-06-01,PG,0.0
2016-06-01,PPL,0.0
2016-06-01,CMCSA,0.0
2016-06-01,RY.TO,0.0
2016-06-01,BNS.TO,0.0
2016-06-01,CNR.TO,0.0
2016-06-01,BMO.TO,0.0
2016-06-01,BKAA.SG,0.0
2016-06-01,CCEP.AS,0.0
2016-06-01,WFC,0.0
2016-06-01,MFC.TO,0.0
2016-06-01,CM.TO,0.0
2016-06-01,BCE.TO,0.0
2016-06-01,NTR.TO,0.0
2016-06-01,SLF.TO,0.0
2016-06-01,CP.TO,0.0
2016-06-01,V,0.0
2016-06-01,T.TO,0.0
2016-06-01,MG.TO,0.0
2016-06-01,WPM.TO,0.0
2016-06-01,CAKE,0.0
2016-06-01,COO,0.0
2016-06-01,GIB,0.0
2016-06-01,C,0.0
2016-06-01,MPC,0.0
2016-06-01,FTNT,0.0
2016-06-01,SNPS,0.0
2016-06-01,QSR,0.0
2016-06-01,ECL,0.0
2016-06-01,FTS.TO,0.0
2016-06-01,ARE,0.0
2016-06-01,BKI,0.0
2016-06-01,JEF,0.0
2016-06-01,GPN,0.0
2016-06-01,PPL.TO,0.0
2016-06-01,IRM,0.0
2016-06-01,CACI,0.0
2016-06-01,ATR,0.0
2016-06-01,CHH,0.0
2016-06-01,BALL,0.0
2016-06-01,PNC,0.0
2016-06-01,LPT,0.0
2016-06-01,FRT,0.0
2016-06-01,NWSA,0.0
2016-06-01,MORN,0.0
2016-06-01,MTB,0.0
2016-06-01,ALGN,0.0
2016-06-01,HRC,0.0
2016-06-01,BRKR,0.0
2016-06-01,EXR,0.0
2016-06-01,LPNT,0.0
2016-06-01,BIO,0.0
2016-06-01,GIL.TO,0.0
2016-06-01,SCI,0.0
2016-06-01,ALLE,0.0
2016-06-01,TPH,0.0
2016-06-01,AJG,0.0
2016-06-01,UDR,0.0
2016-06-01,IEX,0.0
2016-06-01,BB.TO,0.0
2016-06-01,WCG,0.0
2016-06-01,RRX,0.0
2016-06-01,OSK,0.0
2016-06-01,DCI,0.0
2016-06-01,CFX,0.0
2016-06-01,TTC,0.0
2016-06-01,WPG,0.0
2016-06-01,CR,0.0
2016-06-01,GGG,0.0
2016-06-01,VMI,0.0
2016-06-01,SJR-B.TO,0.0
2016-06-01,STWD,0.0
2016-06-01,SITC,0.0
2016-06-01,SVC,0.0
2016-06-01,AYI,0.0
2016-06-01,CPT,0.0
2016-06-01,GATX,0.0
2016-06-01,DLR,0.0
2016-06-01,ACC,0.0
2016-06-01,VRE,0.0
2016-06-01,REG,0.0
2016-06-01,LECO,0.0
2016-06-01,SLG,0.0
2016-06-01,DEI,0.0
2016-06-01,WRI,0.0
2016-06-01,HUBB,0.0
2016-06-01,KIM,0.0
2016-06-01,OFC,0.0
2016-06-01,NDSN,0.0
2016-06-01,ESS,0.0
2016-06-01,TWO,0.0
2016-06-01,HR,0.0
2016-06-01,DHC,0.0
2016-06-01,ELME,0.0
2016-06-01,KRC,0.0
2016-06-01,BHC,0.0
2016-06-01,AEE,0.0
2016-06-01,LNT,0.0
2016-06-01,WTRG,0.0
2016-06-01,AWK,0.0
2016-06-01,GXP,0.0
2016-06-01,WEC,0.0
2016-06-01,DTE,0.0
2016-06-01,AES,0.0
2016-06-01,MDU,0.0
2016-06-01,PNW,0.0
2016-06-01,ES,0.0
2016-06-01,XEL,0.0
2016-06-01,ATO,0.0
2016-06-01,VVC,0.0
2016-06-01,CMS,0.0
2016-06-01,UGI,0.0
2016-06-01,IDA,0.0
2016-06-01,KL,0.0
2016-06-01,PNM,0.0
2016-06-01,SMG,0.0
2016-06-01,CHD,0.0
2016-06-01,TSLA,0.0
2016-06-01,CIEN,0.0
2016-06-01,FLIR,0.0
2016-06-01,NATI,0.0
2016-06-01,KN,0.0
2016-06-01,VSH,0.0
2016-06-01,NOW,0.0
2016-06-01,ROL,0.0
2016-06-01,ATGE,0.0
2016-06-01,BCO,0.0
2016-06-01,CPRT,0.0
2016-06-01,ERIE,0.0
2016-06-01,CLGX,0.0
2016-06-01,FAF,0.0
2016-06-01,AGO,0.0
2016-06-01,CINF,0.0
2016-06-01,KMPR,0.0
2016-06-01,MCY,0.0
2016-06-01,WRB,0.0
2016-06-01,AFG,0.0
2016-06-01,CNA,0.0
2016-06-01,THG,0.0
2016-06-01,ORI,0.0
2016-06-01,PRA,0.0
2016-06-01,PVG,0.0
2016-06-01,TMUS,0.0
2016-06-01,RNR,0.0
2016-06-01,AXS,0.0
2016-06-01,JWN,0.0
2016-06-01,EWW,0.0
2016-06-01,HOUS,0.0
2016-06-01,BABA,0.0
2016-06-01,GIB-A.TO,0.0
2016-06-01,TRI.TO,0.0
2016-06-01,BIDU,0.0
2016-06-01,JD,0.0
2016-06-01,VRTX,0.0
2016-06-01,NTES,0.0
2016-06-01,0A2I.IL,0.0
2016-06-01,OTEX,0.0
2016-06-01,EXPE,0.0
2016-06-01,HOG,0.0
2016-06-01,CVI,0.0
2016-06-01,YUMC,0.0
2016-06-01,TCOM,0.0
2016-06-01,ATHM,0.0
2016-06-01,EDU,0.0
2016-06-01,0A2X.IL,0.0
2016-06-01,JBGS,0.0
2016-06-01,NVT,0.0
2016-06-01,WH,0.0
2016-06-01,LOGM,0.0
2016-06-01,INDA,0.0
2016-06-01,TRN,0.0
2016-06-01,WP,0.0
2016-06-01,NYT,0.0
2016-06-01,QEP,0.0
2016-06-01,MOMO,0.0
2016-06-01,0LQ0.IL,0.0
2016-06-01,SINA,0.0
2016-06-01,PTC,0.0
2016-06-01,JOBS,0.0
2016-06-01,DPZ,0.0
2016-06-01,LNG,0.0
2016-06-01,YY,0.0
2016-06-01,GDS,0.0
2016-06-01,JACK,0.0
2016-06-01,MCHI,0.0
2016-06-01,FXI,0.0
2016-06-01,TRP.TO,0.0
2016-06-01,0A2S.IL,0.0
2016-06-01,APTV,0.0
2016-06-01,ODFL,0.0
2016-06-01,GPC,0.0
2016-06-01,UBER,0.0
2016-06-01,DG,0.0
2016-06-01,DD,0.0
2016-06-01,HCA,0.0
2016-06-01,KHC,0.0
2016-06-01,ZTO,0.0
2016-06-01,AOS,0.0
2016-06-01,UHAL,0.0
2016-06-01,GNTX,0.0
2016-06-01,KNX,0.0
2016-06-01,AVB,0.0
2016-06-01,INFO,0.0
2016-06-01,UAA,0.0
2016-06-01,AXTA,0.0
2016-06-01,0XWG.IL,0.0
2016-06-01,SRE,0.0
2016-06-01,GM,0.0
2016-06-01,DLTR,0.0
2016-06-01,WDAY,0.0
2016-06-01,0A2Z.IL,0.0
2016-06-01,CRI,0.0
2016-06-01,MKL,0.0
2016-06-01,WUBA,0.0
2016-06-01,PEAK,0.0
2016-06-01,POOL,0.0
2016-06-01,ZBH,0.0
2016-06-01,ACGL,0.0
2016-06-01,CDW,0.0
2016-06-01,TPX,0.0
2016-06-01,THO,0.0
2016-06-01,OMC,0.0
2016-06-01,WB,0.0
2016-06-01,LYFT,0.0
2016-06-01,HLT,0.0
2016-06-01,LW,0.0
2016-06-01,FAST,0.0
2016-06-01,SNAP,0.0
2016-06-01,DOX,0.0
2016-06-01,AGR,0.0
2016-06-01,LDOS,0.0
2016-06-01,KBH,0.0
2016-06-01,ANET,0.0
2016-06-01,EVRG,0.0
2016-06-01,MDC,0.0
2016-06-01,R,0.0
2016-06-01,SSW,0.0
2016-06-01,VC,0.0
2016-06-01,NSC,0.0
2016-06-01,NI,0.0
2016-06-01,HCM,0.0
2016-06-01,ADSK,0.0
2016-06-01,FTV,0.0
2016-06-01,BZUN,0.0
2016-06-01,PPC,0.0
2016-06-01,NOAH,0.0
2016-06-01,LANC,0.0
2016-06-01,CW,0.0
2016-06-01,HTZGQ,0.0
2016-06-01,OVV.TO,0.0
2016-06-01,USFD,0.0
2016-06-01,CTB,0.0
2016-06-01,FANG,0.0
2016-06-01,ADNT,0.0
2016-06-01,ZNGA,0.0
2016-06-01,SSRM.TO,0.0
2016-06-01,COTY,0.0
2016-06-01,ODP,0.0
2016-06-01,CCO,0.0
2016-06-01,BEKE,0.0
2016-06-01,VEEV,0.0
2016-06-01,TT,0.0
2016-06-01,LU,0.0
2016-06-01,BILI,0.0
2016-06-01,49BA.SG,0.0
2016-06-01,XPEV,0.0
2016-06-01,SAM,0.0
2016-06-01,AON,0.0
2016-06-01,DAR,0.0
2016-06-01,CHGG,0.0
2016-06-01,BK,0.0
2016-06-01,WST,0.0
2016-06-01,CARR,0.0
2016-06-01,DXCM,0.0
2016-06-01,ZLAB,0.0
2016-06-01,ARMK,0.0
2016-06-01,BFAM,0.0
2016-06-01,CASY,0.0
2016-06-01,STE,0.0
2016-06-01,GH,0.0
2016-06-01,ABMD,0.0
2016-06-01,BYND,0.0
2016-06-01,TXRH,0.0
2016-06-01,FRC,0.0
2016-06-01,TFX,0.0
2016-06-01,MASI,0.0
2016-06-01,FRPT,0.0
2016-06-01,SIVB,0.0
2016-06-01,OLLI,0.0
2016-06-01,HELE,0.0
2016-06-01,LOPE,0.0
2016-06-01,MKTX,0.0
2016-06-01,PFGC,0.0
2016-06-01,PEN,0.0
2016-06-01,HLF,0.0
2016-06-01,CFG,0.0
2016-06-01,LI,0.0
2016-06-01,AMED,0.0
2016-06-01,EQH,0.0
2016-06-01,FIZZ,0.0
2016-06-01,BRO,0.0
2016-06-01,CVNA,0.0
2016-06-01,LPLA,0.0
2016-06-01,TREX,0.0
2016-06-01,CHE,0.0
2016-06-01,FHN,0.0
2016-06-01,DY8A.F,0.0
2016-06-01,CBSH,0.0
2016-06-01,VOYA,0.0
2016-06-01,ARCC,0.0
2016-06-01,WEED.TO,0.0
2016-06-01,QDEL,0.0
2016-06-01,TFSL,0.0
2016-06-01,FOXA,0.0
2016-06-01,HUYA,0.0
2016-06-01,SNV,0.0
2016-06-01,INOV,0.0
2016-06-01,VRM,0.0
2016-06-01,TDOC,0.0
2016-06-01,BOKF,0.0
2016-06-01,BPOP,0.0
2016-06-01,VLY,0.0
2016-06-01,SHOP,0.0
2016-06-01,OZK,0.0
2016-06-01,SIRI,0.0
2016-06-01,STN.TO,0.0
2016-06-01,PACW,0.0
2016-06-01,CRON.TO,0.0
2016-06-01,KMI,0.0
2016-06-01,BOH,0.0
2016-06-01,WFG.TO,0.0
2016-06-01,217A.SG,0.0
2016-06-01,ASB,0.0
2016-06-01,SUI,0.0
2016-06-01,PANW,0.0
2016-06-01,FHI,0.0
2016-06-01,WAFD,0.0
2016-06-01,INVH,0.0
2016-06-01,ELS,0.0
2016-06-01,MAA,0.0
2016-06-01,BERY,0.0
2016-06-01,ELD.TO,0.0
2016-06-01,TFII.TO,0.0
2016-06-01,CAE.TO,0.0
2016-06-01,CFFN,0.0
2016-06-01,INSP,0.0
2016-06-01,WPC,0.0
2016-06-01,RNG,0.0
2016-06-01,BKR,0.0
2016-06-01,AYX,0.0
2016-06-01,VTRS,0.0
2016-06-01,SHAK,0.0
2016-06-01,CBOE,0.0
2016-06-01,OMCL,0.0
2016-06-01,BBY,0.0
2016-06-01,ALSN,0.0
2016-06-01,DOO.TO,0.0
2016-06-01,RBA,0.0
2016-06-01,HII,0.0
2016-06-01,EQX.TO,0.0
2016-06-01,PAYC,0.0
2016-06-01,CSGP,0.0
2016-06-01,HAIN,0.0
2016-06-01,CACC,0.0
2016-06-01,VER,0.0
2016-06-01,OHI,0.0
2016-06-01,CRWD,0.0
2016-06-01,CIGI.TO,0.0
2016-06-01,CDAY,0.0
2016-06-01,PYPL,0.0
2016-06-01,SRPT,0.0
2016-06-01,HTA,0.0
2016-06-01,WWE,0.0
2016-06-01,DECK,0.0
2016-06-01,EHC,0.0
2016-06-01,HHC,0.0
2016-06-01,MX.TO,0.0
2016-06-01,VET.TO,0.0
2016-06-01,SRC,0.0
2016-06-01,FCN,0.0
2016-06-01,NKTR,0.0
2016-06-01,NEPT.TO,0.0
2016-06-01,SEB,0.0
2016-06-01,PRMW.TO,0.0
2016-06-01,CELH,0.0
2016-06-01,ERF.TO,0.0
2016-06-01,CIM,0.0
2016-06-01,TA.TO,0.0
2016-06-01,NG.TO,0.0
2016-06-01,BEST,0.0
2016-06-01,LIN,0.0
2016-06-01,MBB,0.0
2016-06-01,ABNB,0.0
2016-06-01,BZ,0.0
2016-06-01,PODD,0.0
